,Angle,PositionAt110Y,HangTime,HitSpinRate,PositionAt110X,LastTrackedDistance,ExitSpeed,Bearing,PlayResult,3B,5_6_Hole,SS,Up_the_Middle,2B,3_4_Hole,1B,cluster #
124,24.28535591,41.13874106,3.6264471439999997,2362.572337,109.9490607,260.16049330000004,78.50508195,4.771196368,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
126,25.54657354,46.71719854,4.145610962,1211.281588,109.6478388,287.4641296000001,85.91083990000001,-7.5229147260000016,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
128,42.76131373,99.18655158,5.4940264889999995,2262.2976949999997,108.23239609999999,154.691114,88.12893278,-4.807242254,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
133,16.614113,23.63833748,2.7932263180000003,1922.2802609999999,109.1110615,252.89758569999998,91.02802703,10.90927154,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
137,27.60551444,51.38728307,4.401901245,1865.6796190000002,108.57947620000002,322.8686291,88.18584179,5.244369885,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
138,16.08415594,27.18258983,3.352861938,2766.4337600000013,109.46047560000001,288.57074639999996,91.59962083,2.617792229,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
143,21.46027952,32.75296834,3.1328161619999997,1146.160729,109.5804466,222.0818676,75.74332036,4.156229067,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
149,16.80706573,12.7403294,2.064623413,1155.614172,109.8233375,150.37760730000005,62.30981381,2.062940294,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
154,33.47399648,67.79410246,5.148358765,1857.9936489999998,108.4517477,314.2488653,91.45558392,10.88772333,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
158,26.41277474,46.51144042,4.2608428960000015,1202.843787,109.9965531,332.7693396,92.38261373,-4.691531063,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
162,25.46957164,50.57496908,4.570392456,1402.035885,108.3852649,337.049552,89.83573831,-9.402061924,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
163,11.9204673,18.17330398,2.331210327,1175.96763,109.455105,255.86628369999997,97.6898537,9.720967107,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
164,13.10633482,15.73999219,1.875303955,1086.3089929999999,109.6837437,197.44732240000002,91.64743228,-6.053670822000001,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
165,27.85405803,52.71189735,4.853667603,3001.188315,109.97561129999998,374.4536885,98.5139255,5.101274583,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
173,24.71257859,46.92353049,4.612451782,1263.481506,109.9762742,321.76347539999995,92.99406951,-1.523428936,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
180,38.11260589,84.70614648,5.79473938,2047.2654510000002,109.96433130000001,178.080304,96.27197671,6.084081749,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
184,32.5965646,63.29597791,4.763242798,1649.692534,109.9460415,297.9827981,83.52069838,6.74732977,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
185,25.246004100000004,44.68909779,4.352839966,1376.9774220000006,109.728649,326.8208357,92.61429666,10.89562264,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
189,6.7802234189999995,6.2102016110000005,1.344855347,615.8229392000002,108.3373017,161.77593000000005,98.82873094,10.54137473,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
191,27.20949051,50.51916379,4.407778931,1793.3799170000002,109.869724,323.4420389,89.45978666,9.080534902,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
194,8.263073868,8.360727489,1.437880249,1238.597408,109.471406,170.7456114,99.13077237,7.46517891,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
195,22.9602535,24.8490717,2.476398926,1220.158802,109.7325846,198.91226619999998,72.84973206,-5.769268765,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
199,20.39744581,36.16292656,3.6930450439999998,1994.9192239999998,108.356683,293.3392191000001,91.21347682,7.700670822,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
204,20.07236587,39.29369229,4.314971313,1397.027182,109.69970330000001,366.0752372,101.4797681,-3.6339082030000003,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
206,18.00964923,30.47053671,3.141353149,1152.861343,108.92554679999999,304.1796954,102.0981124,-10.77891188,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
211,27.89621786,58.57166359,5.364711304,1513.883608,107.33415919999999,197.2070477,106.5429558,11.24315574,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
213,18.99922749,29.01224242,3.150952148,2439.686894,109.9991986,247.17562569999998,79.36520533,1.740202227,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
216,14.66359113,21.11237047,2.698980713,1400.28885,109.49373030000001,248.3560199,85.76862259,4.988884768999999,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
219,18.23848283,35.33221537,3.865442505,2178.3049969999997,109.90003270000001,314.6037398,96.49393195,5.964645484,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
220,23.34775195,45.27213135,4.459514771,1400.131099,108.65234280000001,331.104164,98.77827587,6.61200558,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
223,29.03575379,59.98785978,5.17019104,1525.693024,109.6879658,343.7909733,93.94423805,8.478101366,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
224,28.49601639,58.96454029,5.252908325,1735.328589,108.0401621,382.9927899,100.85071590000001,7.865101179,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
225,18.07033258,31.68195585,3.38227478,919.5040132000001,109.0117797,297.3743917,93.85376154,6.725318399,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
232,17.56841741,32.31247221,3.648021851,1400.6797869999998,109.3145564,342.5516083,102.30103829999999,-7.041951237,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
234,39.39955328,87.46165069,5.13536438,3409.413374,109.5461132,174.3469357,92.73991221,-5.140312139,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
236,14.59441147,21.58152029,2.427784424,841.140206,109.9689473,267.02109759999996,104.1035432,4.139691166,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
242,21.03304654,36.37024415,3.588783569,1903.6909260000002,109.9411857,312.5975208,93.21075084,-3.7706940839999996,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
246,17.51862772,31.67593818,3.599873657,1619.53282,109.70010409999999,335.92577,102.486819,-5.375484569,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
248,13.03136045,11.583248800000002,1.7370874019999998,1014.926672,109.5045996,176.8046765,85.99999211,-6.284973153999999,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
249,12.95995809,20.98435817,2.5450738530000003,711.7311129999997,109.96969579999998,268.9674721,98.50336816,1.205609765,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
250,19.50764706,26.37256864,2.73467041,1487.561472,109.48852340000002,238.4797598,80.58224757,-5.402070489,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
252,6.087824342,4.991340452,1.181052246,858.1201039999999,109.796876,148.5659104,100.09205779999999,-3.798582259,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
254,30.47496361,61.71262997,5.180619507,3093.503077,109.8462746,370.1208633,96.91403437,6.575022284,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
256,27.92711249,48.46486659,4.1679754639999995,2511.065766,109.4030545,296.8696002,82.56970562,3.332574694,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
261,30.1156643,54.54534336,4.355999146,2178.550043,104.3793036,305.82097989999994,86.77717003,-25.48059076,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
263,63.28466148,82.96154920000002,4.8108294680000006,1154.273964,85.99793644,54.63046405,69.39322276,-39.07227177,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
266,20.49547553,33.24187718,3.15105896,1912.7117219999998,93.4586413,174.8995331,92.89979179999999,-39.69632384,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
273,17.25929366,30.59765743,3.4062982180000003,2726.308134,107.0193871,323.1387885,101.42628409999999,-18.83973657,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
274,42.10575435,91.46308349,4.892727661,2477.009607,108.29543090000001,135.65516340000002,85.18256159,-10.99034357,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
277,43.5974227,92.69794862,4.9656195069999995,2326.005876,106.43369240000001,125.28750790000001,86.52449439,19.06523638,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
279,18.59450555,32.81120107,3.4396112060000004,1160.691462,109.6515279,307.5543808000001,93.89513316,-2.436457037,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
285,16.15535445,27.74784172,3.124146118,1209.460305,105.2679237,299.0451617,102.3302806,-23.12169841,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
286,7.528201168,8.620986203,1.5943084719999998,3055.371575,100.5784948,188.50197930000002,100.3066608,27.05756638,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
287,15.63786237,23.79328596,2.825063477,2148.662564,109.74664380000002,271.739464,91.89742455,8.551656107000001,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
290,13.74253256,21.38653251,2.601943359,2501.09556,106.39142509999999,249.1547424,91.86827269,-18.6639215,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
293,24.76265939,42.37169638,3.85331604,1984.4850940000001,100.86408879999999,266.8395049,78.47032668,-28.92023144,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
294,25.43386725,47.98904589,4.498120728,2436.153796,107.85547120000001,331.4957191000001,94.3502967,-11.30025536,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
295,65.92434899,121.3928922,6.26663147,2490.074095,109.97092930000001,35.77223499,85.99086866,1.4679328630000001,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
298,22.56961921,25.07920236,2.68788208,1843.101335,105.14855179999999,192.99168930000002,67.93891912,-18.55174661,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
303,26.804046600000003,39.15679428,3.4923553469999997,1175.201397,98.36395414,221.10959869999996,71.52733848,30.03899003,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
304,10.314824,11.31971532,1.822705688,1105.484522,107.81143370000001,138.876118,83.86298303,11.27706622,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
305,22.67896892,33.18121505,3.334458008,2381.435585,108.72404089999999,234.2954915,73.64278755,6.61044011,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
306,27.67719465,55.73614469,5.123439331,2253.661398,108.2852978,319.6580390000001,94.28991395,-8.077978397999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
308,21.89398083,40.07865906,3.9471539310000003,927.9591298,109.8949379,317.2225008,94.60329958,-7.988429986,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
310,18.96865399,36.96457591,4.123912354,2828.4609969999997,109.8885832,335.59508,94.06360854,5.153552474,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
312,30.99049805,65.89992576,4.977075806,1578.9148710000006,109.98645800000001,308.4216708,88.66100502,-7.839690537,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
324,55.05517018,113.18848909999998,5.417704467999999,2629.65935,108.38766899999999,79.49679499,74.66486768,12.50560447,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
330,44.41071216,99.63859163,5.5008404539999995,2489.80349,97.78664242,85.00178790000002,83.11848085,33.10131285,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
334,36.52238698,73.23479569,4.9053143310000005,2218.158924,98.7827182,113.67927390000001,84.34407127,35.08467618,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
339,44.00305766,72.72612088,4.4629840089999995,2078.379254,97.97199042,101.079624,68.45272659999999,-33.36446554,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
340,17.48903348,30.73828548,2.9516558839999996,1305.67942,97.81331715,202.1006401,109.26298359999998,35.39663657,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
344,8.426262657999999,7.937183084,1.510205688,733.6289168,100.2240852,170.72372869999995,100.42512740000001,26.86239427,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
346,21.179671399999997,39.30194137,4.211920776,1232.622955,109.7644611,361.2360291,106.9210085,-2.946200824,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
347,27.32113365,46.86707046,3.903001099,1237.189479,96.63132803,161.923967,81.73442658,35.28344208,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
353,30.1767327,63.14412051,5.379944458,2054.25252,107.85898540000001,202.9621904,98.99844888,-11.43487895,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
365,5.586291336,1.122376066,0.8679815670000001,1057.308721,99.47451748,115.70936470000001,102.7085765,-25.51779666,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
366,8.377673722,5.394034099,1.10170166,2646.937553,95.02771163,144.12761640000005,107.2266044,-31.88692338,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
367,19.61956595,12.1747353,2.117598267,2406.937406,108.62115209999999,135.07590280000002,59.80034428,10.92099752,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
372,14.71506369,24.10758555,2.9137396239999998,1378.538275,108.983774,254.3529517,87.69649172,-11.80084234,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
375,36.31669752,78.89607122,5.1934478760000005,2011.230081,109.40496350000001,178.08814640000003,92.79556708,-13.90107972,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
377,8.625558996,5.9297244860000005,1.2546630859999999,975.2078738,109.9443844,149.2834444,97.25702653,-1.158001243,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
379,38.33157943,82.76803411,5.688677368,1944.394263,109.3734091,202.7009612,93.1498229,0.040617294,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
383,9.91799687,12.29486162,1.622214355,1787.363832,95.85646996,194.5555767,102.6513973,-32.79742034,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
384,44.03009029,93.43834355,5.49168396,2334.501896,93.18944556,69.60064829,82.7962562,-38.37566332,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
385,14.96793678,27.40452568,3.192822876,925.9107582999999,109.9235259,303.4371592,100.7478679,6.171920865,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
392,15.23171825,23.76313045,2.566270752,804.5815527000003,107.67930359999998,277.0003224,102.71807940000001,-17.179133,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
397,41.45235334,97.13368444,6.141244507000001,3232.776106,101.7330071,128.5716045,105.0123041,-22.52052828,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
401,19.07665911,33.81743192,3.661296997,635.7264113,104.43210529999999,314.10794439999995,95.67083602,24.88436121,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
402,20.46903648,29.53470991,2.8140350339999998,3411.049768,87.32412190000002,161.9900658,78.14895445,42.45499771,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
403,23.82884679,44.95106397,4.687609253,2355.578627,108.35025390000001,367.6870375,97.41214647,-8.621811697,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
405,19.20023784,33.96717084,3.796546021,808.6945001,109.76907,335.4882068,97.95728408,-5.308151304,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
408,18.05192367,32.5294044,3.737919312,1722.4527829999995,108.02894009999999,355.5314745,102.97581159999999,13.86195191,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
412,22.09706875,41.40654502,4.147141724,2005.3957510000002,102.2159916,349.7059729,95.85779282,25.58401592,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
413,24.7942307,48.34213956,4.3310919189999995,1967.6543789999998,103.1827531,248.21503769999998,100.85303950000001,30.51103164,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
414,22.13424101,18.21174169,2.421228638,2884.217141,109.71309129999999,146.37746919999995,59.06194552,6.428936112000001,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
417,7.742556433,3.288283271,1.073347778,892.5398056,107.02009879999999,126.55087409999999,90.71670137,13.77008381,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
418,15.19204944,24.89280373,2.880535889,1961.318273,108.6906527,279.9902964,96.67212066,14.51853217,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
419,32.81667418,61.62907719,4.762410278,1191.1438859999996,109.36588020000002,301.1245473,84.94529509999998,8.190345403,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
424,6.595891879,6.993432611,1.394425049,2442.360692,103.7530673,174.221135,100.9727679,21.48502051,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
425,29.1100326,58.61823757,5.315088501,2410.847644,106.75307590000001,432.41626900000006,107.3980378,-14.19604362,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
427,12.0080951,18.44098394,2.228833008,890.6893094000003,109.7561726,232.89747430000003,94.94850577,5.7746358939999975,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
435,14.76173563,17.98919883,2.228187256,3129.552861,104.8903344,217.04281490000002,85.82759595,-21.03868045,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
438,22.92451238,43.85557222,4.500665894,2476.544745,109.9904528,350.7945274,96.65641745,3.8276182739999998,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
440,28.29016102,54.54752191,4.679181519,1046.3062029999999,98.56346116,151.5630959,92.2030628,35.72601953,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
444,11.61897194,14.30353202,1.8586688230000001,2067.0551379999997,97.29252929,208.5659619,101.9865527,-30.90210984,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
445,37.16873699,62.23834551,4.289478149,898.4511259999997,100.5286776,214.71042169999998,65.51672523,-23.73764676,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
447,6.083220472000001,2.983753485,0.9680712890000001,690.5278072000001,109.7735432,129.24527690000002,103.8981589,4.104650501,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
449,30.71112896,64.67065091,5.168838501000001,2896.469816,95.82650878,111.39645279999999,99.38697803,-35.72277349,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
453,6.144915098999999,5.757819055,1.296292114,949.5090866,108.16375520000001,144.9636429,98.69047138,-11.96621122,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
460,24.11721453,39.85813339,3.8281878660000004,1158.1208570000001,105.51323329999998,272.6018103,79.34040803,-17.43820076,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
464,9.697415217,17.14094067,2.504172363,913.0174450999999,107.57608119999999,277.5305135,105.77708909999998,-13.857257800000001,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
