,PitchNo,PAofInning,PitchofPA,PitcherId,PitcherThrows,BatterId,BatterSide,Inning,Outs,Balls,Strikes,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayResult,cluster #
485,12,3,1,8889942.0,1,8892789.0,1,1,2,0,0,0,0,89.55986478,-1.120744947,-3.010102158,2358.849645,236.2422535,5.987218147,1.253518777,5.342649123999999,-25.5720529,10.16998932,15.26629022,2.803445035,-0.30016063600000004,81.31620623,-5.885329142000001,-0.157046625,0.430289947,103.8706411,-7.360628742,-25.9057253,,,,,20.36870294,19.18153522,-23.19842167,0.127324829,-8.988569322,5.723654132999999,-0.993097306,50.0,5.8682597020000005,6.293317355,-129.99975700000002,-3.455723675,-15.27154888,29.08143349,-22.44957954,1,1
488,28,4,2,8892813.0,1,8889935.0,1,1,1,0,1,0,1,82.10422665,-0.045463672,-2.214155082,2441.536378,306.0732602,5.681662239,1.280938412,5.870660393,-42.88419519,-1.741086643,2.336867221,2.065724908,-0.581668286,75.91431876,-8.038348009,-1.776029826,0.461657685,94.30445883,-4.021342455,2.551269507,,,,,27.63045583,20.01563661,4.121118592,0.196332397,-1.842221614,-0.925214291,-1.103357953,50.0,5.6530057839999985,4.549068253,-119.4821764,-1.389299417,-2.676280923,21.95460717,-33.51815034,1,1
489,32,5,4,8892813.0,1,8889922.0,0,1,1,2,1,1,0,91.07944437,-1.315876132,-2.532727661,2148.697777,228.0284535,5.699948129,1.325272562,5.681563962999999,-18.98528847,15.02412739,16.7382061,2.890007503,0.35804057100000003,82.82742504,-4.874023826,0.611909112,0.419731057,100.6896607,-7.87706967,3.4673504760000005,,,,,19.48189113,18.29635484,2.077705883,0.129745483,-9.709792715,8.436163331,-1.1225940840000002,50.0,5.577383067,5.280131774,-132.3479436,-3.694172455,-17.13993213,29.50331441,-17.28235404,0,1
490,39,1,3,8889942.0,1,8892803.0,1,2,0,1,1,1,0,87.6647615,-0.122620575,-2.722181954,2151.505372,250.4381773,5.903027306,1.297594158,5.277574373,-31.4476109,5.7514823439999985,16.28458955,3.167113822,0.096405847,80.00834294,-5.96266345,0.311096851,0.438972885,86.05026082,-31.96878923,-10.45266285,,,,,6.638560534,5.876136347999999,-8.833465157000001,0.047711792,-9.372296056,3.071392318,-1.0610787940000002,50.0,5.8691707489999985,5.479534936,-127.3394911,-1.383331734,-15.35428743,26.70008118,-27.14229965,0,1
494,49,6,2,8889942.0,1,8892785.0,1,2,1,0,1,0,0,87.50559213,-1.241612686,-3.022870257,2224.556323,240.6287265,6.02588246,1.040112798,5.619742251,-29.43749495,8.357612537,14.91291627,2.412418858,-0.540390556,77.94903446,-6.807774557,-0.19051625,0.442475584,97.1201987,2.736149563,20.14667342,2730.235539,,,,85.24421838,83.26642697,23.09730815,0.648550415,-9.126131062999999,4.949804495,-0.791752404,50.0,5.901639252000001,6.213900335,-126.868959,-3.712493607,-14.43916979,33.02848466,-24.34257353,1,1
496,52,8,2,8889942.0,1,8892789.0,1,2,2,0,1,1,0,87.90067308,-1.215548616,-1.313326803,2242.865295,238.392982,6.120652861,1.067971527,5.407517133,-28.295336,9.225634063,15.04926727,2.623512796,1.091537797,78.70043698,-6.531553825,1.529574372,0.44086797,47.06807839,-7.348920685,14.65283716,,,,,21.34548395,19.33715697,11.53218943,0.270858765,-8.487213351,5.346767836000001,-0.961422227,50.0,5.993465708,2.412398445,-127.577261,-3.67116025,-13.64418256,32.25651508,-23.57849741,0,1
501,81,4,2,8892813.0,1,8889935.0,1,3,1,1,0,1,0,89.32007183,-0.3671426270000001,-2.210563632,2117.531074,251.1014306,5.476973815,1.361186121,5.807106107,-29.23993065,5.78124128,16.9831818,2.698675514,0.719992808,81.7482439,-5.843235687000001,0.981028763,0.425928652,78.44022658,-17.68611248,-0.885651842,,,,,8.168752837000001,6.526513133,-5.942467062,0.071542358,-9.750955219,3.211649828,-1.190178924,50.0,5.429502662999999,4.453646417,-129.9189344,-1.799563734,-16.65790742,27.34170471,-26.68747167,0,1
503,100,3,4,8889942.0,1,8892778.0,1,4,2,1,2,1,0,80.54074814,-1.854693351,-3.306318929,1962.326734,246.9342971,5.719977798,1.30779751,5.8367390760000015,-36.98001451,6.431646609,15.19968334,0.911251334,-0.501566312,73.60885206,-8.768515506,-0.441263348,0.474214381,60.56933651,-2.268048469,40.57889739,,,,,18.24629562,13.73744729,35.94711563,0.181853638,-9.186864513,4.02435065,-1.047349076,50.0,5.547148507,6.3078672089999985,-116.9323573,-4.881171708,-12.62624052,23.56179437,-26.64306253,0,1
504,102,1,2,8892813.0,1,8889937.0,0,4,0,1,0,1,0,90.9544817,-0.35374187100000004,-2.148777722,2199.307165,240.6394431,5.68975785,1.160794069,5.524988538,-25.91129884,8.512270167999999,15.18872484,3.199586147,0.41701072,82.4060795,-5.207762389,0.704033056,0.422278982,99.29713827,-8.794392245,18.29951349,,,,,18.80446241,17.41170268,16.00642169,0.126609497,-8.761237268,4.650129162,-0.984138762,50.0,5.642023048,4.426561456,-132.15442109999998,-1.724040793,-15.34675556,30.66529288,-24.02857853,0,1
507,124,3,2,8889942.0,1,8892789.0,1,5,1,1,0,1,0,86.84465539,-1.812444152,-1.578487033,2323.913233,234.8781773,6.119419277,1.022397428,5.398702467000001,-26.55430071,11.49848978,16.39832326,2.207173857,0.909581466,78.68876351,-6.7649707370000005,1.499311725,0.4439813970000001,75.72194619,4.186140989,-32.32237006,2348.251089,,,,66.75174888,64.83138766,-33.33517323,0.615205688,-9.212088332,6.681171145,-0.893089975,50.0,5.939776518,2.916979473,-126.1092044,-4.895955358999999,-14.6527635,28.58835573,-21.54696628,0,1
510,137,4,3,8892813.0,1,8889922.0,0,5,2,2,0,1,0,88.39879297,-0.48913533,-2.19901492,2088.743422,240.0609298,5.702148576,1.317087561,5.838101034,-26.49326787,9.723751246,16.94259459,3.039484418,0.684456354,79.67410466,-5.493991461,1.011552492,0.433139578,92.92110724,-7.701040374,-0.088110749,,,,,23.72595893,20.03005147,-1.565207506,0.167827759,-9.871061209,5.414085612999999,-1.1479442,50.0,5.646967851,4.388383923,-128.4460436,-1.947731623,-16.22599119,30.59276453,-23.27440711,0,1
511,139,1,2,8889942.0,1,8892803.0,1,6,0,1,0,1,0,85.64512517,-0.16680241699999998,-3.5587772230000003,2195.831321,252.0294327,6.03563266,1.322467835,5.29566405,-34.1830075,5.0302655860000005,15.62233938,3.030159678,-0.720781384,77.76586004,-6.530151129,-0.642121826,0.450700526,80.20931284,-29.70555337,-11.52058163,,,,,7.000997885,6.479027477000001,-2.948750853,0.052643433,-9.338219367,2.711625343,-1.010008153,50.0,5.9960845260000015,7.193330505,-124.25453590000002,-1.531649556,-14.48220139,26.75967789,-27.96871746,0,1
519,191,2,2,8892856.0,1,8889923.0,0,7,1,1,0,1,0,73.90144454,0.082694903,-2.607236277,,217.9695677,5.7859805139999985,1.350677238,5.776562059,-38.11785807,13.52232645,10.59113018,2.6865080160000003,-0.194068386,67.23252892,-7.072933947999999,-0.610627236,0.517208211,51.88374681,11.04907619,-6.6797798010000005,2856.519198,,,,66.52926828,66.52926828,-9.886910874,0.929912109,-6.494290228,7.254025053999999,-1.141969511,50.0,5.770031375,4.601347391,-107.3938204,-0.884847787,-7.516544818,20.15571917,-23.77818041,0,1
522,218,2,3,8892856.0,1,8889937.0,0,8,1,2,0,1,0,86.98717571,-1.4562171169999998,-2.92519437,2082.760045,214.0724913,5.762517537999999,1.3732793330000002,5.906433834,-22.19972863,14.78334259,10.02224577,2.558982381,-0.508743388,79.21726941,-5.628854962,-1.036230092,0.437696431,97.25167557,3.806322836,21.55882571,1287.817043,,,,88.26930503,86.76126745,23.36878889,0.665741577,-6.267605059,8.41161985,-1.144324154,50.0,5.632971294,6.143345397,-126.4007488,-3.916450624,-10.09282754,26.88533873,-18.62867873,0,1
524,3,1,3,8889936.0,1,8884131.0,1,1,0,2,0,0,0,85.92464271,0.4184335770000001,-2.793637939,1911.919298,251.65157,5.126076168,1.65962578,6.285328302000001,-33.30906458,4.220710153,12.83254935,2.73636408,0.152684971,77.88034192,-5.909372704,-0.349673821,0.440919694,102.769837,0.025680472000000003,-23.07124624,,,,,57.33819733,53.4606056,-23.49607378,0.390801392,-7.906574036,2.1851037840000003,-1.4602296819999998,50.0,5.140765855,5.726836424,-124.9358566,-0.045950947,-12.35745644,27.79256154,-28.75887472,1,1
526,10,4,2,8889936.0,1,8884118.0,0,1,2,0,1,1,0,85.21711333,-0.198827982,-2.975411133,1522.1213710000004,257.9565092,5.259551293,1.666066342,6.557192692999999,-34.47304509,3.544008515,16.7787783,2.204278415,0.33418323,76.83893742,-6.795917495,0.248355848,0.443772868,92.10998146,-16.10184341,27.1528556,,,,,8.723086421,6.477203248,20.46198859,0.057567749,-10.3026296,2.032962833,-1.468322914,50.0,5.231198741,5.989582134,-123.8936352,-1.35526336,-15.71226428,29.095092699999995,-29.07363143,0,1
532,60,4,3,8884130.0,0,8889918.0,1,2,1,1,1,2,0,87.67850725,-1.93837816,3.60931979,2011.323086,154.6883369,6.349656975,-2.297498778,5.7382372770000005,-18.29520522,19.0711154,-9.036240829,3.016096687,0.314308429,78.27328885,-5.400292062,1.896400756,0.439958473,34.82706425,-13.25044767,14.48586857,,,,,10.22448623,1.264642177,11.71967889,0.195580444,6.137348695,10.96903237,2.00261873,50.0,6.177267699,-7.725630341,-127.0768777,-4.896730753,9.793259939,31.90746772,-14.67095552,0,1
533,63,1,3,8889936.0,1,8893545.0,1,3,0,0,2,1,0,76.81419153,1.427670421,-1.6641179819999998,,91.43293034,5.2618829510000005,1.6092130219999998,6.008526294,-47.12043355,0.29524084100000003,-13.58497146,2.6584772080000003,-1.064790414,70.05308727,-7.444958818,-4.233200014,0.495601354,88.72937458,-22.84786565,-16.253889800000003,,,,,7.78774594,7.312889125,-5.334056396,0.053182983,6.862203397999999,-0.281664961,-1.471367527,50.0,5.348205803,3.614042793,-111.6913419,1.50447439,8.574590413,22.15068183,-32.5259999,0,1
537,87,5,2,8884130.0,0,8889922.0,0,3,1,0,1,1,0,87.39950725,-1.348987965,3.71275708,1998.856159,109.6332142,5.983402473,-2.465995547,5.757158033,-29.88578499,7.136985516,-20.10385473,2.234548183,-0.681020051,79.43643701,-6.952620708,-0.072561635,0.437931289,73.74843509,-1.342379803,-17.32638289,,,,,28.29118393,26.96837913,-17.1685483,0.269849243,11.93420337,4.246419109,2.170412723,50.0,5.853508092999999,-7.580395221,-126.841615,-3.9601596,19.28334318,27.93018212,-25.31266415,0,1
539,91,1,3,8889936.0,1,8884120.0,0,4,0,0,2,1,0,86.04798322,-0.319041808,-1.924276649,,212.3526119,5.464283319,1.633808564,5.943849358,-25.41543252,12.73321881,8.088702436,3.050268882,0.522547209,77.31734469,-5.139303935,-0.386520733,0.444540274,78.85502243,1.99954429,28.50819509,2695.644684,,,,61.25715821,58.30086988,29.15160225,0.549515991,-5.032727617,7.018797897000001,-1.485258547,50.0,5.424807597999999,3.95411232,-125.0544511,-1.474149975,-7.818798451,29.67170345,-21.26970994,0,1
542,104,6,1,8889936.0,1,8884136.0,0,4,2,0,0,1,0,86.1220273,-0.07180146700000001,-2.1249519830000003,2148.217396,241.8383937,5.426981854,1.562719501,6.336051822999999,-30.48594059,7.022566791,13.18400909,2.820341324,0.704272638,77.52310658,-5.890447374,0.399463333,0.440794746,92.75943701,-6.6599572810000005,-9.160851442,,,,,21.33939951,19.8128592,-10.87303701,0.153998413,-7.967760618,3.890267548,-1.414459956,50.0,5.407429144,4.272510752,-125.2393058,-1.022844707,-12.41403475,29.78230037,-26.11288296,0,1
543,105,1,1,8884130.0,0,8888946.0,1,4,0,0,0,1,0,84.08536913,-1.48890281,3.605297477,1887.984126,122.3678885,6.205208305,-2.27908415,5.59841416,-31.55627919,8.848180683999999,-14.01972473,2.182606135,-0.077517132,76.17076807,-7.396002835,0.968199361,0.457494809,92.43758461,-5.57751223,-38.46590681,,,,,21.62949612,19.39723538,-33.78326076,0.14896179199999998,8.641974746,5.206763495,1.979252923,50.0,6.057478374,-7.238246818999999,-121.9669168,-4.18165383,12.85344672,26.81503075,-24.42988601,0,1
546,130,2,4,8889936.0,1,8893537.0,1,5,1,1,2,1,0,85.82863914,-0.137054265,-3.353821955,1957.266695,245.7236865,5.4332517760000005,1.498174942,6.240241546,-32.41448604,5.785264469,12.90671018,2.605427065,-0.522918261,76.78075782,-6.328392097999999,-0.881835266,0.4448379,84.32266979,-24.73044413,1.7180363180000002,,,,,7.7540412660000015,7.7540412660000015,5.027010465,0.05135437,-8.274013586,3.227210114,-1.254906549,50.0,5.407238842999999,6.932704655,-124.6138687,-1.227677985,-12.68267393,30.91852421,-27.22727718,0,1
547,143,1,9,8884130.0,0,8889935.0,1,5,0,3,2,1,0,87.28733594,-1.539930566,3.381112824,,135.5394774,6.132026194,-2.052280005,5.878998107999999,-23.02171127,13.98588362,-13.75910638,2.780777684,-0.05562093,79.01749785,-5.87752347,0.7817231259999999,0.437841526,105.3695595,-3.953127888,-23.45689459,,,,,29.16988283,27.61756664,-20.90704066,0.189983521,8.484145384,8.036978027,1.787224448,50.0,5.994419335,-7.052151206,-126.7174743,-4.139257835,13.64603211,28.50359877,-19.24724742,0,1
548,144,2,1,8884130.0,0,8889917.0,1,5,1,0,0,0,0,86.36230332,-2.709519488,3.5658100860000004,1934.789267,122.0520966,6.327681223,-2.118799833,5.795947086,-24.68200602,13.61458662,-21.80138148,1.744168167,-0.615018527,77.68544284,-7.358902457,-0.566183286,0.445401408,71.80967681,-20.26901861,-23.94546887,,,,,6.3521632000000015,5.511892197000001,-11.99220128,0.048817749,12.96892751,8.261872367999999,1.838551349,50.0,6.090175446,-7.114423,-125.162528,-6.710531425,20.17443566,29.82366553,-19.32189772,1,1
549,146,3,2,8884130.0,0,8889922.0,0,5,1,1,0,0,1,74.21903146,1.74683583,1.4638233580000002,2169.449314,310.5332708,6.043788116,-2.271131542,4.541409894,-59.48665088,-5.149078231,5.961964086,2.7504663610000004,-0.380561268,66.9549812,-9.219324549,2.570591625,0.5305442779999999,94.21513295,3.206589182,26.51750023,2744.901272,,,,72.18043682,70.75361798,27.96812705,0.54916687,-2.581295764,-3.262318828,2.113538877,50.0,6.172093817,-2.942277466,-107.5294085,1.340180183,-2.955356798,22.49372415,-35.90911691,1,1
552,165,4,1,8889936.0,1,8884135.0,0,6,2,0,0,1,0,85.03482955,-0.566494349,-3.189246742,2049.35563,237.0065794,5.205588537,1.558200824,6.443620311,-29.97911864,8.217690454,12.71263136,2.186056919,-0.315455159,76.93741948,-6.27993414,-0.759149097,0.444820773,81.38559985,2.689121774,32.48085796,2561.836375,,,,61.42803248,59.04409519,33.37304572,0.5369696039999999,-8.032229742,4.7164900780000005,-1.337962714,50.0,5.15194061,6.5375881520000005,-123.6099742,-2.049492275,-12.25690681,27.79530221,-24.97684663,0,1
554,177,4,3,8893986.0,1,8889929.0,1,6,1,1,1,1,0,72.41043078,5.407077417000001,-4.738134597,1785.964192,302.0362305000001,2.449861434,2.463517595,5.996428465,-61.40594421,-7.637659726,12.12483945,2.374625731,-0.92609493,65.75834009,-6.126267242999999,-2.457551972,0.5277577370000001,83.38191259,-0.440461949,-2.891745684,,,,,27.48907635,24.39371183,-1.8348032,0.222721558,-7.928347877999999,-5.695703407000001,-2.097007805,50.0,2.843692875,8.357869837,-104.5910658,8.357843682,-8.756950136,18.11722487,-38.46501756,0,1
571,310,3,9,8893550.0,1,8889923.0,0,8,0,3,2,0,1,81.66999139,-3.856777089,-0.30369196800000003,,183.6188378,6.761918027999999,0.232893756,5.8330905070000005,-25.89050275,16.89647942,1.071158045,1.01452234,0.039911538,73.60142815,-8.716452732999999,-0.10007225,0.470790127,101.5660997,1.835143877,22.61199363,,,,,98.27801859,45.619436,22.70026236,0.734231567,-0.6833664759999999,10.46243201,-0.208782436,50.0,6.432400632999999,0.596216216,-118.4428371,-8.748448967,-0.949666348,27.20503863,-17.63452994,1,1
573,332,7,6,8884135.0,0,8889917.0,1,8,0,3,2,1,1,74.39871185,-0.6475361999999999,0.283795356,,184.2283318,6.3859822510000015,-0.64473069,5.920400115,-35.144372,16.01170437,1.187342585,2.8564365,-0.282464383,66.97666841,-7.298721427999999,0.5098437579999999,0.514778182,92.05976123,-11.33858761,-20.15037373,,,,,15.31220083,14.84677071,-16.80912463,0.104508667,-0.547502386,8.912130122,0.621389506,50.0,6.314603987999999,-0.5671811170000001,-108.15376,-2.153971501,-0.634408112,22.68387911,-21.84728508,1,1
574,335,8,3,8884135.0,0,8888763.0,1,8,1,1,1,2,0,76.37106139,-2.747269567,1.309332743,,174.5189706,6.517849419,-1.075877382,5.835251381,-27.56276305,21.69979779,-2.086646118,1.66519555,-0.032745172999999995,68.13725661,-7.962566793,0.910884757,0.505161228,95.68469237,2.205498148,-31.98036447,3429.248496,,,,62.48869302,61.15818646,-32.59717346,0.461776733,1.616323571,12.78758795,0.970481719,50.0,6.278208086,-2.47499177,-110.7835871,-6.071576889,1.946222536,25.52510688,-16.77645597,0,1
581,27,3,3,8884538.0,0,8889923.0,0,1,1,2,0,0,1,87.80697196,-2.551461336,3.2492749030000003,1874.734199,132.0387589,5.985847907,-2.045279095,5.439742195,-22.41961534,15.11595386,-16.80428871,1.723344887,-0.400279666,78.85590398,-6.7531252560000015,0.08423905699999999,0.440953731,97.21966788,2.094442176,5.177814851,665.5698225,,,,60.37475173,54.10928088,4.536867485,0.441629028,10.05088501,8.91761987,1.769346089,50.0,5.744999194,-6.652938803,-127.2288442,-6.4390580339999985,16.15446829,30.83377723,-17.84104134,1,1
585,42,2,5,8889947.0,1,642215.0,1,2,1,1,2,1,0,80.91214609999999,-0.435411568,-2.863922941,,118.0850974,5.595425232,1.822098539,5.847734865,-38.6613229,3.909481429,-7.401402956,1.968586682,-1.457820525,74.64007642,-7.635020647,-4.249470583,0.469599306,59.70433076,-39.89624938,-11.04291889,,,,,3.615582344,2.717769897,16.58257602,0.034440308,3.201275872,2.223426982,-1.5850809,50.0,5.537370255,6.106160888,-117.6542463,-2.046099339,4.494823949,21.96810392,-29.05219551,0,1
594,107,3,5,8889947.0,1,8884539.0,1,4,0,3,1,0,0,88.33631309,-0.7549991640000001,-2.7700187080000003,2071.700909,206.3876382,5.276027248,2.236348572,6.435177854,-25.13498031,9.835857868,4.896230625,2.486852729,0.097114145,80.86425198,-5.515408719,-1.840523162,0.425622462,102.8958852,-2.294775702,-30.24850224,,,,,31.84845445,30.57193283,-28.3548686,0.2102948,-3.4688435660000003,5.622336084,-2.041969777,50.0,5.210935626,6.0779304110000005,-128.5529338,-2.424651057,-5.801303318,26.79930772,-22.77123855,1,1
598,159,3,3,8884538.0,0,8889935.0,1,5,2,1,1,1,0,76.26167118,0.597201576,0.979802579,,288.1975478,5.8874847,-2.202044915,4.79317805,-55.3778916,-4.817739559,14.51074397,1.838625087,-0.06434155700000001,69.52162035,-9.590974436,3.673468983,0.511771037,103.8026119,-0.160737255,-12.69381439,,,,,36.72768095,35.94740537,-12.33343619,0.24375061,-7.241259333999999,-2.700134805,2.092320416,50.0,5.90062178,-2.366402984,-110.6761001,-0.653503253,-8.849804752,22.46079998,-35.47398089,0,1
602,167,4,1,8889947.0,1,8884529.0,0,6,2,0,0,0,1,89.3497645,-1.2816330809999998,-2.883216454,2022.876526,189.2452484,5.542353532999999,2.502464449,6.301613204,-14.49663151,20.33398518,3.315199399,3.151973915,0.120483692,80.48971978,-4.043314439,-2.251098552,0.424768302,90.8369291,-0.049338121,7.735733085,1308.1557300000004,,,,52.83979675,49.322964,7.199536499,0.403274536,-2.750683941,11.584078,-2.2926624280000003,50.0,5.441390125,6.4411002,-129.8485037,-3.3399015110000003,-4.625173696,31.03057264,-12.69584822,1,1
611,259,3,6,8890890.0,1,8889917.0,1,8,2,2,2,0,0,90.64361981,-2.835677615,-2.33662473,2330.626052,202.4693308,6.343218997,1.678198769,6.9011022870000005,-13.34748853,19.78113032,8.194092634,2.644125968,0.231821628,81.67915884,-5.403851544,-0.7539748709999999,0.414260174,95.30328241,-1.748481879,2.769885602,,,,,34.43599199,34.43599199,2.866822337,0.247427368,-5.366247408,12.03802611,-1.534340833,50.0,6.160068262,5.16107382,-131.7895451,-6.885975444,-9.279597923999999,32.38890483,-11.35725917,1,1
614,13,3,3,8889942.0,1,8884539.0,1,1,2,1,1,1,0,89.03426953,-1.752690381,-3.04361323,2311.666375,247.04302880000003,5.8586319210000015,1.331521626,5.225197063,-30.76387446,5.445904847,12.93695743,1.644637102,-0.454032885,81.39658929999997,-7.443589282,-0.636638638,0.433096284,90.24851245,-9.715840938,-13.8846068,,,,,9.3093866,8.267395015,-9.799888425,0.066384888,-7.690026765,3.372588486,-1.060607292,50.0,5.674462527,6.403400678,-129.2152694,-5.070337838,-12.96464194,27.63836824,-26.48819031,0,1
619,48,2,2,8889942.0,1,642215.0,1,2,0,0,1,1,0,75.19352384,1.911410179,0.150730129,2299.794723,34.18256701,6.019555927000001,1.087308843,5.201364044,-63.85974907,-12.57855369,-8.510036637999999,2.496068844,0.519885685,68.45485507,-9.951736678,-1.443882921,0.515407327,64.11639351,0.762791413,-0.041326869,1960.704681,,,,39.71976557,37.44063006,-0.063487513,0.429839478,4.545122887,-7.265515222,-1.095018477,50.0,6.149622817999999,-0.029305915,-109.1572811,1.707908821,5.397237184,22.04798996,-40.80169403,0,1
620,51,3,3,8889942.0,1,8884522.0,1,2,1,0,2,1,0,76.5644824,1.045430526,-0.337518274,,53.62768526,6.065051236,1.011297294,5.276557764,-58.76701245,-9.54987074,-12.90341246,2.149674442,-0.38094913,69.87259656,-9.864938877,-2.755196923,0.5049283,84.53261263,-12.59536993,-31.94815996,,,,,11.83470136,11.83470136,-24.76590137,0.083751221,6.725181609,-5.391779242,-0.971322078,50.0,6.118397955,1.049369584,-111.2163895,0.234165726,8.301866133999999,22.62909351,-38.82990294,0,1
621,56,5,1,8889942.0,1,8890878.0,1,2,2,0,0,1,0,82.33199739,-0.314805552,-3.4355303310000003,2083.410395,240.9662701,5.827375172000001,1.377555307,5.577657117,-33.73184632,8.333492792000001,15.08442113,2.721880901,-0.577461091,74.61945159,-6.633188213,-0.600904419,0.466803083,92.80168349,-6.898029001,-18.51724998,,,,,19.44403766,19.16743061,-15.58186557,0.138451538,-9.130200352000001,4.553869261,-1.091820117,50.0,5.7785973839999984,6.700615535,-119.4954707,-1.715668603,-13.05904298,25.34576453,-25.66059079,0,1
624,72,1,2,8889942.0,1,8884531.0,1,3,0,0,1,1,0,87.60289094,-1.932957026,-1.775162551,2192.043367,235.0977309,6.067970002999999,1.206978429,5.352648265,-28.63616141,8.789972874,12.6495052,1.867420409,0.595899756,79.53101938,-7.262686877,0.5952928129999999,0.440310461,89.70257282,-9.989691905,-19.49557538,,,,,12.45201051,12.14879141,-19.28045518,0.08266662599999999,-7.259877544,5.261540372,-1.056306165,50.0,5.874239055,3.504018058,-127.192723,-5.286236132,-11.76450186,28.72087962,-23.64781639,0,1
625,75,2,3,8889942.0,1,8884523.0,1,3,1,1,1,1,0,82.05151937,-2.0202905980000003,-3.15601288,2041.292659,223.96998030000003,6.001073895,1.38131641,5.340105693,-29.20180428,13.56523553,13.1248574,1.668940746,-0.488207353,74.45778092,-7.453119262,-0.6998510809999999,0.4706804,90.83153867,-9.449352135,-12.36289011,,,,,10.17216993,8.755382366000001,-8.230979127000001,0.070344849,-7.934457467,7.817605721,-1.106064959,50.0,5.798365942999999,6.135514568,-119.0021471,-5.152249912,-11.25757018,25.0934191,-21.08227001,0,1
627,87,4,6,8889942.0,1,8884539.0,1,3,2,2,2,0,0,82.21697624,-0.171364312,-3.194263045,,233.1054552,5.958037884,1.190495505,5.254445797,-32.73133215,9.944323952000001,13.30067431,3.069184069,-0.7051455209999999,74.47656257,-6.268959102999999,-0.709425273,0.470177261,89.68475781,-24.11970693,-32.44318996,,,,,9.182749762,7.233635512,-19.65242601,0.059326782,-8.014810713,5.309311948,-0.907416014,50.0,5.9187017310000005,6.218917533,-119.2963514,-1.43719365,-11.43137817,25.15270589,-24.60147387,1,1
628,88,5,1,8889942.0,1,666179.0,0,3,2,0,0,1,0,88.7477483,-0.836903396,-1.601397842,2001.420369,226.53006230000003,5.883220789,0.976802199,5.44907823,-29.39960242,7.068550595,7.492699885,2.649488526,0.101776412,80.05598399,-6.346345616,-0.191135613,0.43463871,101.6162343,-3.882356375,22.10055663,,,,,26.11579936,24.44229313,20.97519061,0.17485412600000005,-4.514800416,4.04009888,-0.84065231,50.0,5.789705571,3.345767146,-128.8961171,-2.895066057,-7.472574706,30.83799046,-25.48716588,0,1
632,106,6,3,8884542.0,1,8889937.0,0,3,2,1,1,0,1,78.15871107,0.25609931,-1.235567392,1803.993882,209.6497177,5.3803890160000005,1.7017012219999998,6.287349456,-36.25588042,8.946702066,5.116900425,2.5951031380000003,0.989427571,71.1124713,-6.620197948,-0.261086205,0.483897237,96.02688872,-14.08750457,5.132170195,,,,,11.31443529,10.9352713,-0.487222639,0.074879761,-3.183676049,4.827599875,-1.613344811,50.0,5.381665422999999,2.319388721,-113.7663099,-0.443166963,-4.1325097930000005,22.73872349,-25.90767489,1,1
634,124,2,3,8889942.0,1,8884522.0,1,4,1,1,1,1,0,88.17844844,-1.566628606,-2.308096357,2083.758996,237.11867540000003,6.008294835,1.344249276,5.157328144,-27.14408617,9.456762698,14.68161464,2.270264941,0.394239375,81.33793184,-6.56236558,0.407520593,0.435428747,97.31631723,-10.87444425,3.803900369,,,,,11.75505672,10.94395211,1.661274977,0.08093689,-8.286741259,5.358277037,-1.140077303,50.0,5.841526326,4.629734309,-128.1584342,-4.498508311,-13.89303436,24.49113478,-23.19069495,0,1
636,137,1,4,8884545.0,0,8889918.0,1,4,0,1,2,0,0,73.58298866,-0.459047768,3.438779041,1778.9268949999996,112.2439005,5.700527298,-2.7521334860000004,6.9503050810000016,-43.26940248,6.192663788,-15.25519472,1.67630637,-0.8907862059999999,67.77544319,-8.699814158999999,0.513889502,0.506183105,79.99844103,-3.310906355,-22.96310825,,,,,21.09475848,20.31363462,-18.71607866,0.17098938,9.521317913999999,3.601229303,2.544316368,50.0,5.6566863110000005,-6.108202244,-107.1060437,-1.7895073730000002,11.04711055,18.70393105,-27.99572171,1,1
638,152,1,1,8889942.0,1,8884531.0,1,5,0,0,0,1,0,86.49179612,-0.877299798,-2.933233769,2092.607346,233.9485909,6.017853739,1.206524879,5.147577982,-30.13072381,8.041004483,11.09594127,2.679977978,-0.632387339,79.53723158,-6.433117367,-0.8799071140000001,0.44467471,95.35489757,-4.0576551410000015,-13.45078092,,,,,25.97635651,24.73929703,-11.55965854,0.176514282,-6.592117921,4.448704902,-0.940743046,50.0,5.9129564860000015,6.041347601,-125.64652920000002,-3.003773197,-10.59319655,24.21360554,-25.02520717,0,1
