,Angle,PositionAt110Y,HangTime,HitSpinRate,PositionAt110X,LastTrackedDistance,ExitSpeed,Bearing,PlayResult,3B,5_6_Hole,SS,Up_the_Middle,2B,3_4_Hole,1B,cluster #
193,26.26949244,48.24461816,4.100040894,618.3219829,101.473251,273.2369686,86.73941497,30.53280844,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
218,25.80317928,47.30776683,4.433189087,2794.224234,103.83551240000001,320.6499495,90.51633293,22.53301715,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
226,5.493932017000001,3.335327211,1.087398071,2784.428304,100.67242270000001,137.9820691,102.31879479999999,24.67290951,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
229,20.49509481,37.08050404,3.7370184330000003,2204.9786129999998,96.31174119,219.64199010000002,104.2674089,32.50756888,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
230,29.66111738,51.36454812,4.083397827,1759.2293510000006,102.4236066,284.5191051000001,86.55570798,27.15608223,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
231,35.30080863,70.63715918,4.926946411,2416.172682,98.00813833,119.7133514,89.18496149,33.58011398,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
243,19.26013433,28.58656337,2.957608032,1472.371646,98.75336373,247.76564399999998,81.97694073,26.31733408,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
247,29.89355626,60.10601748,4.861255493,2229.8859239999997,104.9793825,190.5301357,97.67116801,22.69430388,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
259,46.25669953,100.7135044,5.092390747,2427.679581,102.57923290000001,130.0171835,83.44142167,23.5904779,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
267,12.82553928,10.9047106,1.696273804,1311.123434,109.88695279999999,139.98430009999998,79.04904852,3.930285501,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
282,26.52306779,44.70819108,3.7535614010000002,1434.105833,102.61184329999999,287.4157639,85.29578204,-27.40605864,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
284,11.43720477,12.05053862,1.7224603269999998,2003.431943,97.14869376,190.9378686,96.60440659,30.56853482,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
301,33.14292981,67.12636582,5.109130249,1925.725861,108.0397878,183.7039666,91.69011383,-18.20461575,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
313,2.8174513,0.438595267,0.9131964109999999,3141.993825,106.79948020000002,109.3995544,96.57951095,14.04829048,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
317,7.833115052,6.640192467,1.44031189,3240.19627,102.57227850000001,155.9691406,90.20749378,-23.32129154,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
325,47.00320035,86.25083329,4.732062378,2384.241818,95.76577876,87.7660862,72.49244888,-34.10710755,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
328,8.105524741,7.259787887000001,1.477272339,1597.5651990000001,95.0281418,110.232235,93.34230932,-31.98689195,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
335,22.80059742,43.26637018,4.415194702,1066.611081,107.23287169999999,314.1760876,93.81577224,13.11809257,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
342,20.02776696,39.11684822,3.933318481,1349.692207,108.0543869,316.6401737,97.58662957,5.880922581,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
352,26.50824183,42.21091017,3.6005047610000003,1341.503074,108.3059915,244.4214364,76.94779712,-15.81792436,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
369,69.8495191,67.33365970000001,6.002405396,1009.788934,108.56716370000001,29.97460736,81.21955236,-8.914728344,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
387,11.88116907,19.64378228,2.666365356,2463.127307,109.7881264,261.8928102,97.88317218,-8.124569895,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
399,13.6216445,19.5486325,2.204080811,751.9243988,109.4432676,228.99244190000002,93.88837517,4.543350744,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
410,34.23052564,71.70503375,5.159628906,2413.146206,109.9027571,286.1331538,87.67229185,3.6206651510000003,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
411,6.281242549,2.020830015,0.9370733640000001,1605.990652,102.16646779999999,121.79795449999999,100.1899845,22.09243814,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
430,10.01675605,12.07243308,1.646134644,660.5998976,107.4250375,195.8427885,98.85996968,-12.52776587,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
451,38.72006343,76.29191667,4.882640991000001,2365.194996,98.97316301,101.54969709999999,81.25243438,-33.62119075,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
467,24.36466991,50.65148823,4.711984253,2170.173647,107.376222,345.18647200000015,97.43248848,-9.835639358,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
493,16.13187162,21.99289815,2.344666138,1726.972023,98.33162746,251.60374480000004,100.4107929,-29.99840196,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
496,28.27709105,52.33183083,4.93468689,2929.913407,109.98515970000001,376.9730961,99.36056416,6.111481033,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
511,15.6386684,20.67220034,2.13779541,1127.6893699999996,103.8741657,229.84456600000001,96.65148468,21.0735492,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
520,9.727252081,14.03596182,2.05913208,2986.28765,105.0695179,207.1588399,88.75126474,20.86007362,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
526,11.46283708,16.64184222,2.176448975,2594.536328,102.8155056,231.86271609999997,98.47586807,-24.52354095,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
528,62.02866263,135.7969267,5.919723511,4689.009572,107.56544440000002,49.81615965,81.37443142,-13.22855827,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
546,29.63784176,55.76529296,4.993695679,3550.133837,109.3498253,385.03770069999996,100.72316670000001,10.35945674,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
570,38.04617333,77.82474835,5.410377808,3733.619993,109.0795756,327.0002389,90.28580259,0.287418792,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
572,5.993956762000001,1.205653422,0.859293823,2176.5097530000007,97.59271277,116.9494291,105.0763233,-27.78365564,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
574,17.51515389,30.04040199,3.5452557369999997,1725.870521,109.7981866,327.9111088,97.89960938,6.440047675,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
579,36.77922059,81.98260171,5.522838745,4637.174562,108.1067889,137.8048341,95.29010665,18.65999518,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
601,7.148411586,1.960392074,1.112381592,3207.690712,81.42838318,119.11149579999999,83.99252992,-42.63629059,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
606,7.869095527000001,8.108169881,1.3959692380000002,1570.470891,104.43695129999999,168.48085580000003,98.30516378,-19.81388811,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
609,53.61403155,114.6792852,5.269009399,4380.112129,96.49006204,79.61498258,80.29258369,32.42352244,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
611,44.06607083,80.57804514,4.55932312,4987.973717,105.22275649999999,123.75752479999998,71.22553079,21.69701832,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
646,7.009330518,4.134146597,1.0764312740000002,2280.254112,100.2442323,136.34632919999999,103.91891170000001,-25.16829937,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
647,12.72166745,4.312576986,1.5507440190000001,1389.946838,107.5664277,125.0614149,63.86747434,-11.52166241,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
654,14.27968389,22.50471315,2.656800537,1315.0022060000001,109.8105679,246.35309750000002,84.87850448,4.862432175,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
667,6.678533369,2.630522335,0.94614502,1839.706239,101.2802366,126.76439029999999,105.61841489999999,-23.47517156,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
676,17.024823100000006,27.06834594,3.1038580319999998,2798.832709,101.7416152,285.7819159,97.17330539,28.05736596,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
677,26.05163426,50.69699998,4.752977905,2642.9582800000007,108.10211699999999,349.55003250000016,95.9631163,-8.156433773,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
702,9.017083451,6.94046107,1.3219940190000001,1470.850559,105.70933980000001,134.9161923,92.7608095,-17.3299866,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
706,28.54023265,44.35932559,3.501900024,4061.548125,89.47172351,146.7097166,73.77304277,41.65062495,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
725,14.62193144,21.11335756,2.156671753,2627.787031,91.04640703,194.54642990000002,101.0931315,-38.80848586,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
727,36.14712142,80.02304121,5.9805828860000005,4066.444004,100.3408859,105.69000009999999,97.80595600000001,-28.92879715,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
747,25.319001,46.33064728,4.42671814,3561.613403000001,109.99991059999999,318.2149003,88.88849673,7.55793836,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
762,23.5818214,43.40039576,4.325834351,2243.439953,107.7739467,348.1661017,101.0008012,10.76656329,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
771,36.54799503,76.85355236,5.292498169,4632.822937,84.04305316,78.98022171,92.3229702,47.31061384,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
792,32.65895524,67.67635856,5.505669556,3949.891386,109.86250890000001,344.119725,97.23038414,-0.49476236700000004,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
802,8.662037735,6.635798524,1.28750061,1110.474528,109.54173610000001,154.559787,98.21905361,6.643779725,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
808,19.25080189,28.89307209,2.797069702,1385.819115,100.8121589,257.0527043,94.68737569,29.10296981,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
822,35.72588204,74.95322071,5.243284302,5648.906283,97.29349674,103.6632682,96.61400512,35.446618799999996,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
848,21.6099806,19.42191794,2.1580957030000003,1062.498157,85.68003015,165.8235404,66.23694514,-39.76440382,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
862,22.38768883,42.68792816,4.1599847410000015,2872.896828,89.02621705,142.955649,98.90752095,-39.42829785,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
875,14.29789565,25.322736,3.1815863039999996,1983.207289,108.15480670000001,303.76043210000006,100.5805855,-8.886404208,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
881,53.01697846,131.9483125,5.9850811770000005,4934.289464,98.80780383,73.41791019,94.02205095,-28.64492425,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
890,13.98929357,20.96548531,2.4537963869999997,751.028399,109.4285058,270.5422388,103.05539509999998,3.769184282,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
895,49.19783888,108.45624099999999,5.361762085,4355.442522,85.46430978,84.16214963,87.49968699,-48.00650275,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
914,32.36138234,65.50039872,5.2881402589999995,4070.997424,109.9594872,358.0964383,95.13733281,2.810765325,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
928,27.2832533,8.755031149,2.357713013,2616.966829,109.9270594,123.724747,47.63883471,2.281070947,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1013,32.50194289,68.82584345,5.777046509,2522.9802809999996,99.67276282,123.98363789999999,104.0574395,-27.30178329,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1015,8.577787355,8.484287545,1.5105926509999998,719.9333978,108.37451899999999,169.0341449,94.07171395,-8.491680315,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1020,51.35383970000001,128.1183108,6.112531128,4301.082139,109.45515890000001,95.51743919,95.07317542,2.787161075,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1023,8.648006659,5.573298896,1.29050354,2136.097319,109.30576140000001,142.99927030000003,88.98136639,7.601223685,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1028,4.437038118,2.360561365,1.125050659,3198.485967,104.3766623,128.5200966,92.78002011,19.30847849,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1031,43.78287023,85.37296078,4.9530059810000004,3821.913277,94.24947627,80.30045017,75.57731573,-37.02626072,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1036,7.660336172999999,0.418327665,1.198224487,3332.1706059999997,91.38058399,82.78447463,74.16306781,-33.92432453,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1037,19.88422614,30.93156572,2.656727905,4391.9406229999995,87.97873249,165.94231200000004,83.63088541,-42.96860404,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1054,27.81928378,41.92343196,3.4669866939999996,4287.559158,109.5211748,239.1938792,73.18669253,8.512791689,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1060,42.8190944,101.35061520000001,6.074884644,4433.320795000001,109.92004779999999,200.5259892,100.0380747,2.426836755,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1090,29.66307508,53.58271688,4.47524353,3079.153852,109.52347069999999,319.1273423,86.8661798,2.963758887,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1099,14.233751000000002,19.18903369,1.996831665,2420.786845,90.23815039,174.8926341,102.96007409999999,-39.08549227,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1103,8.028687336,6.073000177999999,1.169274902,2051.089234,95.14589716,146.77345469999997,98.81875632,-31.13837833,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1108,36.35939888,70.16834971,4.673278198,4649.262111,107.26246609999998,273.4072335,81.33753563,20.34642688,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1109,29.36265712,40.42585126,3.52519104,3008.367918,106.0348415,224.54808709999998,66.85061993,16.27868386,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1115,49.836743799999994,105.8973904,4.915233765,4313.774122,108.7568638,143.8880706,87.85034453,-10.38745363,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1119,54.51492184,125.2011459,5.6649151610000015,4291.89783,109.94212399999999,82.2539294,84.90803067,-3.215580252,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1124,9.371617016,8.432649322,1.297230835,3266.660303,90.29606883,110.87313300000001,100.9679298,-37.07467416,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1131,18.52762548,31.49816577,3.0929620360000003,2871.085426,100.02393959999999,286.565835,97.67366137,-30.07777762,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1132,9.098362031,7.188838471,1.300995483,1880.3375260000007,98.61594838,154.09208180000005,96.08310546,27.53683793,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1142,45.01067132,104.1570895,5.8631964110000006,4440.2839,109.5490322,134.18335430000002,95.39236198,-10.15616198,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1146,20.67941025,36.90743927,3.6888854980000003,1026.380642,106.843473,344.3725798,98.2172757,-14.59515856,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1151,59.73543341,98.62305916,4.964141235,5102.756036,82.55481288,57.09447692,71.85679379,42.37412311,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1159,44.6814321,99.85743851,5.552180786,4941.949047,107.6769379,148.6063054,91.13465171,16.07226214,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1163,59.95646756,165.2706619,6.56944397,4643.420708,109.999853,52.46448771,93.46906654,0.93820142,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1164,37.67758073,81.01189549,5.628526001,4333.022092,100.4917557,94.24563836,88.09509418,-26.74932185,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1178,26.00786979,49.6072526,4.628214722,3283.101086,109.77031480000001,355.0551977,95.92375273,-10.81551448,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1183,62.86738096,56.84052688,4.787029419,719.5611392000003,57.05169643,41.30029262,65.30186004,58.99516139,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1187,23.78528383,41.30527333,3.7448333739999997,4197.39962,100.2218495,200.6653629,89.42790966,-33.00942802,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1192,11.919780300000001,15.71282509,2.141901245,1522.635559,109.88015790000001,230.065159,94.35810006,4.696896804,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1194,48.78785727,113.11194280000001,5.867040405,2757.421579,89.66887277,69.15622099,86.05799719,42.96014322,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1196,26.87577317,48.34087599,4.027005005,3784.022747,90.29090755,130.8607805,92.1451678,43.9479348,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1198,22.22131268,39.1674974,3.8870800780000003,3588.4236840000012,108.5125529,318.9018188,90.54977217,14.41019008,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1209,24.92405489,41.06782059,3.74039856,2435.629359,107.92893490000002,282.4887447,81.58488433,-9.428861535,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1211,14.59787076,22.3677654,2.612219849,3120.057457,106.57581689999999,255.9698434,94.02333126,18.95060957,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1217,8.94903729,1.374467329,1.047520142,1175.41084,109.9925018,114.8442117,82.45809822,-0.636611746,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1219,50.93169676,117.9183226,5.538389282000001,4689.155152,97.85957275,86.50861998,87.23984685,29.565311699999995,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1239,8.611283643,7.521787259,1.324481812,1183.780767,100.4242922,157.0098844,96.03425406,-24.96233414,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1246,8.4721393,10.94702594,1.8681146240000002,3758.096818,82.72553909999998,140.5774517,94.71321937,45.30592959,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1263,33.70971703,68.26293128,5.101384888,3401.484537,109.10440190000001,196.5270643,91.52039309,-13.666227800000001,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1265,23.39728226,40.49618759,3.835169067,1908.8218559999998,98.86096493,306.5843335,89.65953409,-29.48831536,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1275,26.73073683,55.54198923,5.138624878,2479.591621,101.7156238,151.5071942,105.5808245,27.59672674,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1320,47.10996473,106.2239676,5.897606812,3549.973541,104.95741149999999,147.47464630000005,93.52589758,-28.85725104,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1323,26.49634369,48.09039295,3.867263794,2939.224051,90.78189909999999,133.6765195,87.26454156,-39.25431377,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1352,46.67748329,108.4174756,5.4732415770000005,4547.685429,102.8888363,122.07943390000001,92.7122814,24.63960608,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1365,7.2108519,5.769543851,1.2113226320000001,1437.999568,87.17066909,113.3885614,95.34493917,38.89226503,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1366,61.93028435,156.6271428,6.324518433,5495.874354,109.89428090000001,48.21005733,89.76752532,3.109687451,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1373,5.9074052329999995,4.9022825260000005,1.208831787,3652.891497,97.75990688,145.11246269999995,98.07406996,-28.83046327,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1378,10.82208476,9.035127129,1.3192401120000001,2015.4308019999999,104.1945603,147.5829742,101.33424699999999,20.88915693,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1397,19.66403789,32.67952801,3.0594976810000003,2376.839377,97.48001511,245.8823673,96.27394033,-34.74427089,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1404,12.54457084,17.14062474,2.11321106,3099.6393989999997,100.99651429999999,214.882277,96.01271659999999,-27.55781461,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1409,28.61090249,43.85189265,3.6382586669999997,2326.9206489999997,109.4323663,232.84451659999996,70.17019164,10.04885548,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1412,19.57948214,33.9236394,3.6520648189999996,2761.525755,108.197846,321.4514569,104.0272733,17.35717293,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1422,11.25783343,2.103851025,1.326949463,2113.105773,109.7765606,118.6179341,68.93353637,-3.3789220999999996,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1439,19.50742202,30.0828543,3.0462249760000004,1805.461285,93.99266578,314.729829,102.39503859999999,35.75893915,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1442,15.621356299999999,23.14492238,2.481624146,1447.413683,100.9281147,262.5219108,100.7071783,-26.33791656,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1453,32.79709556,64.20963678,4.974519653,3620.302281,102.46303509999998,349.3871156,98.74128171,28.65539855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1456,67.11150545,101.7897499,5.981087036,5277.018259,66.08666058,50.94499919,84.99961257,52.57440032,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1458,28.00348596,54.25701481,4.809381714,2972.841163,108.5088297,366.7365731,94.48644642,-9.43136031,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1462,63.57007158,123.4163078,5.618878784,4488.177668,105.66127959999999,80.28544853,81.6082663,17.81595759,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1479,6.544485289,2.832550513,0.936663208,1089.744416,109.6937284,125.18677609999999,104.95820490000001,-4.565820093999999,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1498,40.96807127,88.36717607,5.0843621830000005,4090.672726,108.3831426,145.4246248,91.16331297,12.94890135,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1517,31.16547734,55.63636945,4.412141724,3909.1641299999997,108.8812718,273.46927200000005,79.03045899,13.09199859,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1524,12.53025462,15.00796833,1.626588135,1307.336529,106.3545199,199.2479645,106.8246699,-16.79467194,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1550,17.40127916,26.44083248,2.8755664060000004,1455.25379,109.9793317,285.6800293,92.96122195,-3.487446925,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1556,25.31350603,48.79446349,4.701206665,2554.990873,109.4999243,393.65727979999997,102.1333218,-2.988659232,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1559,29.52317137,64.09940237,5.426826782000001,2962.136498,105.33174450000001,161.1076049,100.69495129999999,18.25418343,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1562,28.0737753,57.52186070000001,5.1320452880000005,3827.526923,109.1909244,332.9197883,95.24014449,14.94587188,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
1569,27.69847984,54.13854542,4.7430230710000005,3243.871623,103.5405118,194.29781069999999,92.58503963,-25.98038656,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
