,PitchNo,PAofInning,PitchofPA,PitcherId,PitcherThrows,BatterId,BatterSide,Inning,Outs,Balls,Strikes,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,3B,5_6_Hole,SS,Up_the_Middle,2B,3_4_Hole,1B,PlayResult
0,31,4,4,8886490.0,1,8889935.0,1,1,1,2,1,0,1,85.62006513,0.259167132,-0.791529635,2208.333849,124.9864061,5.134113509,0.986867674,5.252559229,-34.6167182,3.898038329,-5.6215307060000015,2.492900439,-0.225285761,79.21802887,-6.123736289,-1.831816466,0.446668264,103.9757267,15.98800166,-20.39716055,1812.647997,100.8221606,26.47208281,-43.98738511,277.1008194,272.14353930000004,-29.29669066,2.546309204,2.7598965630000003,1.985714445,-0.910256595,50.0,5.132413342,1.918590141,-124.6146262,-0.649094163,4.3837058660000014,22.60828703,-29.02002163,0,1,0,0,0,0,0,1
1,53,3,1,8889942.0,1,8886477.0,0,2,1,0,0,0,0,86.76950437,-1.693263528,-2.170258812,2095.640842,240.5780376,6.067704423,0.991515821,5.584222692999999,-30.73071726,6.962383219,12.40801214,1.924189533,-0.001856816,79.08913436,-7.426762026,0.159922432,0.441878071,104.547354,7.450103232000001,23.96013299,972.1864084,100.202902,10.53262888,45.37975078,212.8224869,212.8224869,25.00970424,1.755407715,-7.389771114,4.29120297,-0.813252627,50.0,5.9025460160000005,4.365727298,-126.0527426,-4.747420697,-11.62819328,27.3634071,-25.42161512,0,0,0,0,0,1,0,1
2,63,1,1,8886490.0,1,8889937.0,0,2,1,0,0,1,0,90.82343728,-1.479251605,-2.227132108,2266.633097,210.4572518,5.471972444,0.624758253,5.667285626,-21.21590993,13.30701658,7.844151837,2.323575317,-0.7988874770000001,81.89597126,-5.470676114,-0.7466576709999999,0.42288796,91.95691569,31.73994315,8.43429633,3487.934783,109.0477949,63.69861216,14.44210541,361.0674344,356.1932321999999,4.650112222,5.183821411,-5.012525288,7.752188612,-0.441719018,50.0,5.333961071,4.862950247,-131.89797579999998,-4.129747793,-8.552502693,31.93728013,-18.94706013,0,0,0,1,0,0,0,0
3,93,7,2,8889947.0,1,8886477.0,0,3,2,1,0,0,0,89.68942858,-1.322146575,-2.558990936,2017.23714,195.0563016,5.590172625,2.388283327,6.071134245,-14.41810904,20.45260881,5.5106259710000005,3.163952391,0.478304348,80.73819904,-4.059008043,-1.511762408,0.425012754,103.0071548,5.343313619,21.82394606,1421.370866,102.8323141,3.587269934,39.05745087,131.84959270000002,131.84959270000002,21.01571024,1.029713135,-3.933134215,11.88716572,-2.193308945,50.0,5.480263386,5.6522543060000014,-130.3193866,-3.460916459,-6.483088856,31.29421783,-12.58011979,0,0,0,0,1,0,0,1
4,128,4,3,8889947.0,1,8881734.0,1,4,2,1,1,1,0,79.39259539,-0.499911478,-2.013747356,2496.471986,101.0547887,5.593552477,2.310839172,5.818089324,-43.90354121,1.100080353,-5.847249138,1.469890547,-0.049250017,72.03385586,-8.746397686,-3.12062178,0.482831116,80.15112326,9.107328945,1.6373306580000002,2014.75457,109.8173937,5.182564268,6.335468071,138.7484348,138.7484348,3.714679955,1.3808843990000002,2.556090518,0.778845858,-2.142847874,50.0,5.527071331,4.224836604,-115.3536922,-2.275180528,3.299176367,25.06034215,-31.16878296,0,0,0,1,0,0,0,0
5,142,4,3,8886490.0,1,8889930.0,1,4,1,2,0,0,0,88.35927562,0.769969529,-2.028299452,2000.452846,264.7091167,4.886191923,1.155618642,5.712190525,-34.45862338,1.35024128,14.94394523,2.732345488,0.5108335829999999,81.08512623,-5.666931853,0.770846558,0.430691989,77.63953195,15.0548747,8.359212472000001,2289.199005,108.1373889,17.96498632,20.15700005,193.7652342,193.7652342,12.9270173,2.183850098,-8.816307282,0.531291547,-0.995338711,50.0,4.929253939,4.054091936,-128.5387132,0.579902975,-14.34535922,25.92988736,-31.30956325,0,0,0,0,1,0,0,1
6,186,2,4,8886472.0,0,8889917.0,1,5,1,2,1,1,0,90.9826218,-1.414164211,2.34656753,2162.453955,155.2969076,5.636814593,-1.348966544,5.999088388,-14.39080889,19.23230664,-8.861672906,3.12602741,0.087812215,82.78773696,-4.1273069,0.6734581940000001,0.417340464,91.67253079,16.55197789,29.39211478,3054.891596,92.54857539,27.76239334,59.45328794,294.5299374,192.5848625,37.91123753,3.197356567,5.659905429,11.18631814,1.169442977,50.0,5.517731021,-5.134039237,-132.2989323,-3.735403113,9.676674289,29.20857127,-13.04893092,0,0,0,0,0,0,1,0
7,189,3,3,8886472.0,0,8889937.0,0,5,2,1,1,0,0,81.54061762,0.932682053,2.05317608,2267.249205,210.8199605,5.755425726,-1.181364133,5.68834157,-37.91444523,4.436298327,2.670415504,3.4656884710000004,0.955340856,74.47519726,-6.161522128,2.554187716,0.468383986,93.90537396,14.1034888,-16.27043706,1987.7680920000007,103.8240428,20.84270482,-36.33961892,229.0228654,229.0228654,-22.77161677,2.254436035,-0.8550537220000001,2.153579936,1.007250801,50.0,5.810265507,-4.33202645,-118.5503624,0.767091552,-1.186108002,23.50398504,-29.18665919,0,1,0,0,0,0,0,1
8,197,1,4,8889947.0,1,8886485.0,0,6,0,2,1,1,0,88.87979552,-0.729432593,-3.622070972,2147.797879,205.9628952,5.218809483,2.123038514,6.5813558610000005,-25.22471395,9.357595174,4.572337548999999,2.446988099,-0.8193091370000001,80.92210731,-5.530406576,-2.7505312560000004,0.423251507,83.85245826,20.56014896,19.4722581,1778.6993,103.162596,32.87165155,38.17637207,278.0840891,269.2689744,20.86381019,3.235473022,-3.681450943,5.508455388,-1.876998132,50.0,5.1581211080000005,8.05147374,-129.2231053,-2.357604255,-6.061939552,28.56196593,-23.1037325,0,0,0,0,1,0,0,0
9,218,1,5,8881736.0,0,8889930.0,1,6,0,2,2,0,0,89.69729307,-3.047386892,1.639231491,2188.432046,141.0470227,6.551470106,-0.859288796,6.336209395,-18.63054137,15.8480905,-12.83821663,2.189730977,-0.419667038,81.20207421,-6.5802548660000015,-0.812405851,0.422616579,101.0659515,9.739341438,-3.896510464,704.9878614,109.88884740000002,15.76038499,-4.939129896,248.2513354,248.2513354,-1.095930753,2.2971850590000003,7.760543921,9.913222426,0.7462277759999999,50.0,6.3209726339999985,-3.34875379,-130.3362621,-7.494735184,12.86150832,30.79936201,-15.74491756,0,0,0,1,0,0,0,1
10,227,5,1,8881729.0,1,8889935.0,1,6,1,0,0,1,0,80.96674746,-0.7070361190000001,-1.397311665,1880.3198,144.20030880000004,5.556749131,1.395010013,6.86042301,-33.96697444,7.20188402,-5.222020307,2.081521494,-0.313978665,73.91400054,-7.199110881,-2.401063149,0.461802129,97.76246277,17.87604906,2.60534476,1716.9658510000004,109.5543987,31.35925315,9.884868627000001,325.1214235,318.32910560000005,9.610657587,3.45097229,2.499160525,4.249501222,-1.304330748,50.0,5.499286877,3.002774378,-117.9579235,-2.272331179,3.486922573,24.35830558,-26.24498494,0,0,0,1,0,0,0,0
11,252,1,3,8881729.0,1,8889937.0,0,7,0,1,1,1,0,89.46247905,-0.639150003,-1.4841774419999998,1964.480878,216.1833636,5.426500235,1.220666024,6.699201927000001,-24.35596381,9.937705894,7.292455451,2.812269961,0.471149989,80.39679285,-5.3240986580000005,-0.07724861400000001,0.421481482,98.71430673,20.39291728,-1.32982511,2791.769901,109.8948518,40.14805666,-4.80722204,353.952649,348.1285318,-5.195389521,4.191856079,-4.723835933999999,5.953136669,-1.12511085,50.0,5.374440016,3.174784106,-130.210744,-2.117458574,-7.687155463,32.6300822,-22.48643711,0,0,0,1,0,0,0,0
12,289,6,1,8886471.0,1,8889937.0,0,8,2,0,0,0,2,91.75736569,-0.7870752879999999,-3.0228299130000003,2100.285209,207.5340193,5.404950996,1.965673694,6.555206788,-15.97076192,16.58491877,8.662039381,3.3514375160000003,-0.086298926,83.00869654,-3.839503686,-1.3667425869999998,0.410662369,98.11992264,19.34106993,9.37173878,1737.534623,108.4452158,37.6401959,18.42859556,354.4099486,354.4099486,9.326127035,3.92395874,-5.776275523,9.504730361,-1.761133059,50.0,5.343854098,6.7950221410000005,-133.44964950000002,-2.3006857480000003,-10.22436713,31.50827227,-15.35008434,0,0,0,1,0,0,0,1
13,293,7,4,8886471.0,1,8889949.0,1,8,2,1,2,1,0,79.46377707,0.7634868890000001,-1.5038717419999998,2199.719184,66.67418190000001,5.088865178,2.266557464,5.51509566,-50.29850513,-5.19638903,-11.95258599,1.611411868,-0.135816876,72.66317339,-8.602880228,-3.744617596,0.483359187,82.42530847,23.1845756,-26.24115259,2887.523451,97.92004058,39.66265787,-50.11631363,292.7188406,282.3033257,-29.37364797,3.872022095,5.939628142,-3.018462005,-2.127846194,50.0,5.122182274,3.398312143,-115.4876722,-0.0021334170000000003,7.910146484,23.47687176,-36.19390907,0,1,0,0,0,0,0,0
14,301,3,3,8889947.0,1,8886465.0,0,9,2,0,2,0,0,92.15568371,-1.2697493009999998,-1.841446543,2154.979793,179.64737730000004,5.639786073,1.851457227,6.466820103,-9.901896994,22.68153746,-0.139782184,3.647809595,0.148205402,82.72367797,-3.166572449,-1.868252497,0.410837377,94.57907848,17.07704822,12.71406177,731.2905379,107.2248277,30.73963273,24.55209545,296.7231172,296.7231172,13.3303865,3.097320557,-0.54211645,13.12814448,-1.721764361,50.0,5.545980303,4.313539124,-134.0389596,-3.265501313,-0.956010499,34.02872916,-9.022852972999999,0,0,0,0,1,0,0,1
15,3,2,1,8889914.0,1,999804.0,1,1,1,0,0,1,0,90.53944441,-1.031736632,-2.032738364,2272.174961,213.0948296,5.098209909,1.290566264,6.411432388,-21.08671248,11.8770651,7.761234459,2.391831464,0.067900112,83.66669428,-5.00593377,-0.5663064320000001,0.413228252,92.43806538,22.49174374,2.915156941,3495.187075,109.6480435,42.44937113,8.790236984,357.8609221000001,349.5389333,8.031455047,4.1650360110000015,-4.895208965,6.960931191,-1.149108062,50.0,5.014729664,4.447635587,-131.9048627,-3.0128775180000003,-8.472776305,25.28624658,-20.1258575,0,0,0,1,0,0,0,0
16,25,1,6,1110016.0,1,8889924.0,0,1,0,3,2,0,0,91.21629718,-2.25282282,-3.879007878,1964.739532,220.0830274,6.046613632000001,3.380482777,6.283272662999999,-22.45530167,10.28674035,8.682940681,2.093489581,0.524027331,84.4869856,-6.4586543060000015,-2.247382822,0.411836087,99.85726138,9.082239143999999,-15.45617223,2556.62029,104.6074393,12.24382114,-34.01675023,214.2171351,214.2171351,-21.14506564,1.85291748,-5.814618235,6.305173861,-3.098933471,50.0,5.869306843,8.718989944,-132.5782311,-5.927051127,-10.23489305,25.10991473,-21.07567933,0,0,1,0,0,0,0,1
17,87,2,3,8889914.0,1,8882062.0,0,3,1,1,1,1,0,91.20239015,-0.6987254540000001,-1.895855252,2223.550744,226.49241380000004,5.241071678,1.284682254,6.328559377,-23.34264663,9.382067744,9.916429943999999,2.652133418,0.364854229,83.90629044,-5.102439207,-0.020189195,0.411727098,88.43328264,22.36674709,-19.94572155,3115.635839,101.2219045,38.91829467,-43.05825324,299.8904294,291.1670568,-27.11060872,3.52463562,-6.050892594,5.431687339,-1.151416029,50.0,5.1789464380000005,4.091902245,-132.83623659999998,-2.339122317,-10.64239229,26.97285027,-22.6207229,0,1,0,0,0,0,0,0
18,100,4,7,8889914.0,1,8886502.0,1,3,2,2,2,1,0,76.64355788,1.631772424,-0.448349681,2313.826681,31.76230714,5.225985486,1.151511415,5.6496450970000005,-56.49857993,-8.943245106,-5.509222667,2.0399763980000003,0.274281956,71.06212095,-8.85250833,-1.477634386,0.496330702,102.4824363,5.189884567,-34.5241074,3079.312399,91.54510441,0.451781807,-60.98730643,113.0218119,107.9161917,-33.70088156,0.857927856,2.897111413,-5.335316908999999,-1.110068199,50.0,5.328272083,1.034288989,-111.54005320000002,1.521877254,3.578914065,18.9649222,-38.76497241,0,1,0,0,0,0,0,0
19,155,1,7,8889914.0,1,8886500.0,1,5,0,2,2,0,0,91.00268654,-0.524128928,-1.895244895,2170.093598,203.7696533,5.161887384,1.420892043,6.455191797,-19.85175514,13.15034799,5.805342457,3.025877727,0.163226288,82.85796548,-4.299726523,-0.789373543,0.413468403,103.952748,16.9152715,-11.41448407,1277.095362,108.00429540000002,33.52189786,-20.85821826,385.3217169,376.1411157,-10.70939254,3.757544556,-3.855186556,7.603223429,-1.289704507,50.0,5.115923089,4.212090413,-132.4930174,-1.801384078,-6.6377038310000005,29.55615477,-19.08312687,0,0,0,1,0,0,0,1
20,177,1,5,1110018.0,0,8889923.0,0,5,0,2,2,0,1,76.96877380000002,-1.562981777,1.598892349,1553.028051,137.5983016,5.815796216,-0.336452236,6.4770184660000005,-34.03293558,12.06104789,-11.053481800000002,1.543777771,0.210801486,70.58177663,-7.99936645,-0.507931072,0.4886452020000001,94.74150452,25.96156807,28.85082981,2432.982813,95.38181111,49.06219642,54.79258737,350.3911745000001,155.2979795,31.74461948,3.996228638,6.61135607,7.160989985,0.229127321,50.0,5.690814039,-2.85161026,-112.0480563,-3.908336945,8.303409906,21.06431852,-23.18033614,0,0,0,0,0,1,0,1
21,201,4,5,8889953.0,1,8886500.0,1,6,2,3,1,0,1,88.09640788,-1.798196277,-2.768636996,2091.295429,223.6256445,5.169505738,2.145832345,6.785856612999999,-26.39141321,8.28113426,7.924160644,1.326472661,0.277156635,80.91013519,-6.814919572999999,-1.254906513,0.423803359,95.35686319,11.49593727,-9.406767081,1332.0248390000004,108.1204861,17.31374718,-20.24684687,248.2334727,248.2334727,-11.72432717,2.290113525,-5.220688835,5.150637579,-1.969338745,50.0,5.04259593,5.988915601,-128.2312763,-4.737498701,-8.630268543,26.40892508,-23.65958104,0,0,1,0,0,0,0,1
22,282,2,2,1110018.0,0,8889917.0,1,8,1,1,0,1,0,88.84932909,-1.6969002480000002,1.411940214,2148.349052,150.3823658,6.036069737999999,0.023914283,6.0373337320000005,-17.93437812,17.44469695,-9.93598034,2.969599219,0.503364823,80.50136764,-5.086118385,-0.472413649,0.428099535,99.54049739,19.91189462,-13.99538856,1802.948008,106.6344764,38.46456328,-27.0011844,367.2287054,357.5506712,-12.89107967,4.0588763430000006,5.985051557999999,10.26156603,-0.128536225,50.0,5.894208784,-2.87377009,-129.2020133,-4.3897854989999985,9.762233107,29.46947045,-15.43638161,0,0,1,0,0,0,0,0
23,6,1,6,8889942.0,1,8882062.0,0,1,0,2,2,1,0,83.04691188,-0.320357508,-1.284684688,2105.663431,212.7889818,5.9466544070000005,1.554741256,5.083269788,-28.71872008,13.76904744,8.895532349,3.251424979,1.085070512,74.30009528,-5.692503755,0.384938004,0.469141092,78.8778368,23.02034164,-4.999545578999999,1174.79698,109.2383078,37.81571187,-12.92004505,258.3405526,251.0411127,-6.998171863,3.51515564,-5.2882180210000005,7.591781592,-1.440025064,50.0,5.894632856,2.401117556,-120.4987538,-1.646184256,-7.373663633,28.42638907,-21.58839501,0,0,0,1,0,0,0,0
24,15,3,3,8889942.0,1,8886502.0,1,1,2,1,1,1,0,88.05317539,-2.20507932,-2.276998795,2277.29776,210.8291281,6.4171310770000005,1.449799888,5.305764173,-20.62777313,16.67719149,9.974029189,2.625858199,0.142708201,79.34164131,-6.057477053,-0.405797987,0.439597116,93.05537569,20.48518336,-3.817866043,1796.129718,109.9414611,36.67545689,-3.5859722410000003,318.4549362,310.0754904,2.848585867,3.687272339,-6.220702233,9.867328429,-1.250354913,50.0,6.202449633,4.730694851,-127.72915259999998,-5.6419656,-9.799055575,30.1003515,-16.63070698,0,0,0,1,0,0,0,0
25,99,4,2,8886499.0,1,8889933.0,1,4,2,1,0,0,1,89.20734269,-0.447728289,-2.327582781,2019.712071,244.3541576,5.382346285,1.72192684,6.465767402000001,-27.25308601,7.042603105,14.73607942,2.699745811,0.811268937,81.49064261,-5.620975467999999,0.47805303,0.421493892,88.69053341,16.07317119,-4.475686918,2259.8782300000007,109.2323227,26.32507867,-12.96965191,283.0864898,283.0864898,-9.773293503,3.036264648,-9.049056302,4.128438704,-1.564620174,50.0,5.338555365,4.850415186,-129.8600449,-1.807030609,-14.96090701,27.95942406,-25.34845421,0,0,0,1,0,0,0,1
26,106,1,2,8889942.0,1,1110014.0,1,5,0,1,0,1,0,85.36272273,-0.6822544290000001,-1.998631313,2099.512679,231.5341514,6.037139591,1.100179323,5.215290012,-34.01459979,4.938392814,6.262111839,2.560744302,-0.257762625,78.8056859,-6.950779626,-0.838972278,0.44920226,105.4046578,7.360868063,2.693417349,2337.853306,109.6143134,14.17080316,9.198997051000001,270.4687633,268.3234761,8.904786087,2.416109009,-3.894839899,2.836352411,-0.920448594,50.0,5.948934434,4.112552036,-124.132655,-2.6702145930000003,-5.979773594,23.13818442,-27.81937784,0,0,0,1,0,0,0,0
27,122,4,3,8886499.0,1,8889924.0,0,5,2,0,2,0,1,89.42350937,-0.338700609,-2.86324894,2053.135798,208.0694835,5.334451898999999,1.819662348,6.590080351,-22.6306889,11.24523836,6.013688369,3.137865782,-0.304576414,81.86839185,-4.639328998,-1.719161793,0.418906514,80.97377702,27.55896236,-2.62510602,2855.181501,109.5975578,49.36079194,-9.396100165,263.582371,263.5169254,-9.262914389,4.028441772,-4.179285535,6.410030993,-1.626725542,50.0,5.301687168,6.339784604,-130.176573,-1.41387967,-7.06813071,27.12322278,-21.33321547,0,0,0,1,0,0,0,1
28,129,1,5,8889942.0,1,8882062.0,0,6,0,2,2,0,1,85.00166028,-1.708663801,-3.2416527260000003,2126.785984,229.2142878,6.074506518,1.2470465,5.335735274,-28.57751501,11.63780545,13.53315355,2.08718615,-0.669279156,76.33209741,-7.057244136,-0.696495401,0.456422752,93.70829314,25.72197493,28.98988302,2767.037245,93.7725517,48.91746269,57.50365422,369.866133,152.2808628,35.28920077,4.441292114,-8.537783185,6.966239917999999,-0.964033935,50.0,5.900359529,6.526129977,-123.1975152,-4.634424425,-12.47963495,29.17670461,-21.99153053,0,0,0,0,0,0,1,1
29,183,2,1,8889927.0,1,1110014.0,1,7,1,0,0,0,0,89.00042783,-1.311555409,-2.1182645,2080.107685,225.5735395,5.537532112,1.735441045,5.959679942,-27.66953255,7.311070371,7.492479962999999,2.014668784,0.394943918,81.78791491,-6.4925378,-0.70887039,0.42568188,104.9493923,15.33788755,-7.025327626,2225.208856,109.539621,30.36981511,-10.04753616,377.0254787,371.482976,1.917509183,3.906481323,-4.623261144,4.306910863,-1.571752849,50.0,5.41801154,4.548757404,-129.4888078,-3.855624248,-7.867418702,26.38924606,-24.84496417,0,0,0,1,0,0,0,1
30,211,4,3,999814.0,0,8889933.0,1,7,0,1,1,1,0,87.13915496,-1.192964908,2.337674337,1961.015631,116.748829,5.385013076,-1.527308046,5.8450082110000015,-29.00475051,7.283524529,-14.51867718,1.858407169,-0.563909431,80.92732965,-6.582898577000001,-0.373081149,0.433565464,101.8375621,5.80390532,39.53472135,2809.127006,83.2702472,4.202895294,71.87473709,141.16767019999998,133.8668223,41.2802104,1.120742798,8.579861691,4.309295811,1.345933482,50.0,5.270824217,-4.707482673,-126.8466873,-3.584121074,13.79172509,22.51489273,-25.24705774,0,0,0,0,0,0,1,1
31,229,2,4,8889953.0,1,999804.0,1,8,0,1,2,2,0,78.1497552,0.541328942,-2.7408529460000004,1305.864083,287.6160337,5.2629532160000005,2.084049066,6.786735726,-45.20924336,-0.792267031,2.363596815,1.990182684,-0.22254647,71.37701865,-8.088001829,-2.2873732280000003,0.479673818,82.91356295,8.226691133,4.852155817,2279.027954,108.9318649,7.917825016,15.28824172,163.7595819,133.364887,9.868392238,1.6296307369999998,-2.165280421,-0.6098882929999999,-1.907243869,50.0,5.280739288,5.389562402,-113.7427809,0.010610055,-2.802064827,22.76755382,-32.96329808,0,0,0,1,0,0,0,0
32,233,3,4,8889953.0,1,8886502.0,1,8,2,1,2,0,0,77.74174487,0.751697582,-0.823640576,1742.602073,89.78425948,5.372274543,2.244159951,6.551404437,-44.81372246,-0.065068737,-6.106916144,2.3270909680000003,0.980055875,71.74898235,-7.725278131,-1.985167218,0.481461434,86.59943822,13.29336263,8.793522664,2741.309522,107.808686,18.38418192,21.8467727,220.6412773,220.6412773,16.8179117,2.366422119,3.229349067,-0.246989423,-2.1847620290000003,50.0,5.404634882000001,1.781248629,-113.293677,0.367439266,4.098651341,20.32448701,-32.48752459,0,0,0,0,1,0,0,1
33,11,3,3,8889935.0,1,8886502.0,1,1,1,1,1,0,0,90.41316795,0.445241058,-1.907522583,2356.533902,284.9980871,5.493334994,1.614295921,7.050296537,-35.42482878,-2.982814138,11.01964771,2.945833921,0.7996858240000001,83.22596123,-6.330354806,0.207609437,0.409944842,96.25977088,5.47616172,-29.73593096,1812.64481,96.15178898,0.532647713,-53.43058942,112.4777885,111.8513493,-29.04705211,0.89920105,-6.7461533939999985,-1.806745333,-1.503162625,50.0,5.508190452999999,4.104940104,-131.8150985,0.108266066,-11.83925691,27.34225373,-35.34482173,0,1,0,0,0,0,0,1
34,24,1,2,999810.0,1,8889924.0,0,1,0,1,0,0,0,88.18267940000001,-1.6331006330000002,-2.491515567,1918.207945,195.5972632,5.524850607,1.49397065,7.240939871,-19.28392621,15.40556123,4.309621596,2.438428183,-0.402639964,79.08203470000002,-5.380417106,-1.651565795,0.423906875,81.67224904,13.88789349,5.152672993,1962.022641,109.6531673,18.18671448,8.727887925,218.3666324,218.3666324,3.618486207,2.325648193,-3.328631837,9.365902941,-1.353490764,50.0,5.426151712999999,5.483268162000001,-128.34015929999998,-4.1151087460000015,-5.406646809,32.39359293,-16.96115277,0,0,0,1,0,0,0,1
35,31,3,1,999810.0,1,8889923.0,0,1,1,0,0,0,2,87.72481093,-1.503132134,-1.969208865,1953.650086,233.8704231,5.488949033,1.234016205,6.862684862,-27.81857703,7.549540252999999,10.38733878,1.799652599,0.304179919,79.28447717,-6.847069534,0.037199656,0.428033233,98.93671648,26.7868466,16.90380525,2482.46069,105.14404170000002,54.16154570000001,32.32208026,399.1467874,389.7396795,15.9793733,5.02116272,-6.478570591,4.732536093,-1.1128016,50.0,5.38328419,4.121609547,-127.67492649999998,-4.070526055,-10.50061278,30.57777333,-24.50344772,0,0,0,0,1,0,0,1
36,43,5,6,999810.0,1,8889933.0,1,1,2,3,2,1,0,90.01618855,-2.717568305,-2.0806907,2064.422832,206.3996324,5.662995577999999,1.055136993,6.744811202,-17.91405303,15.78730467,7.852489052,1.68426774,-0.191951037,81.42703588,-6.145636127,-0.570087363,0.417825765,91.26011078,23.98856925,8.721134762,3317.831904,109.1712994,44.45023187,13.47324278,343.8205035000001,336.680658,2.303878586,4.299453735,-5.16888957,9.914039087999999,-0.921812047,50.0,5.4777032389999984,4.5412723580000005,-130.8953227,-6.7060086210000005,-8.631716382,31.24322319,-15.61823469,0,0,0,1,0,0,0,0
37,115,2,2,999810.0,1,8889917.0,1,3,1,0,1,1,0,74.82720002,1.433968367,-0.491797751,2156.631225,92.2785112,5.561570017999999,1.169693218,5.918682444,-49.22497005,0.414037314,-11.57895129,2.790363674,-0.251558873,68.87204492,-7.781299631,-2.670958816,0.507087684,96.56422111,17.72624003,-4.877620642,1403.838605,109.7635053,33.30590569,-7.2035269610000014,337.514363,328.5145999,-2.111289205,3.533434448,6.278284479,-0.181510435,-1.123789909,50.0,5.648218022999999,1.249273735,-108.90374540000002,1.3893375680000002,7.340237054,19.1971865,-32.38626093,0,0,0,1,0,0,0,0
38,124,1,3,8889935.0,1,1110024.0,1,4,0,1,1,0,0,85.98383651,-0.201637,-2.271718054,2250.48095,211.5370637,5.519268245,1.3780801319999998,6.639804865,-24.39855987,12.13897304,7.470660256,3.301352274,-0.079740381,78.75057827,-4.843523385,-0.84787887,0.435051959,106.1368056,10.28198941,-27.45029019,1279.694143,99.38164136,14.38041397,-47.15060191,201.4329498,201.4329498,-27.81483089,1.66079834,-4.766615956,6.781567521,-1.228097166,50.0,5.4955395660000015,4.766063585,-125.2376903,-1.101078986,-7.57547825,25.13248661,-21.39625195,0,1,0,0,0,0,0,1
39,159,2,4,8889935.0,1,999804.0,1,5,0,2,1,0,0,88.24760639,-2.9762153560000004,-2.990968408,2413.31159,194.716868,5.60547822,1.346834809,6.756976913,-14.2859845,20.33579155,5.349944638999999,1.69080176,-0.941313052,80.92360063,-5.689971677999999,-1.970865732,0.423492955,68.07231104,18.23228021,-5.05588649,2478.240824,109.6627502,21.37033851,-8.604581052,196.1264191,193.7942652,-4.507257325,2.584644165,-3.810397415,12.18456127,-1.153424955,50.0,5.405056582,6.560178173,-128.3208312,-7.066686343,-6.334526129,26.08277533,-11.91804548,0,0,0,1,0,0,0,1
40,184,10,2,8889952.0,1,8882062.0,0,5,2,1,0,1,0,87.26793502,-1.511713944,-1.3871263,1926.637137,192.7484784,5.692733559,1.055074068,5.676614297,-15.74076721,21.77351302,4.934215348,2.971189945,0.17306169300000002,78.23186853,-4.48415779,-0.452952028,0.440828666,87.08580262,22.51594688,-6.553173298,2926.676029,108.7062161,39.70374936,-16.82046596,309.1433079,299.847705,-12.58420265,3.735388794,-3.177612084,12.44526883,-0.941340404,50.0,5.555753901,2.90891431,-126.7489315,-3.857221235,-4.9747819810000005,30.68232828,-12.69007836,0,0,1,0,0,0,0,0
41,188,1,4,8886498.0,1,8889923.0,0,5,0,1,2,1,0,81.95499161,-0.721784744,-2.520139654,1688.867461,250.2238397,5.430829352000001,1.977791609,6.983362842000001,-34.35449366,5.880757514,16.46099642,1.910968944,1.0565101140000002,74.35763488,-7.325573021,0.66155181,0.45653584,91.20681738,22.88317649,1.506189005,2159.432098,109.9948893,40.37469099,-1.028175035,343.6668805,336.0132468000001,-2.786971276,3.935228882,-10.15760219,3.571175044,-1.828742185,50.0,5.374648551,4.864521375,-119.30836200000002,-2.31139282,-14.31163461,26.09738735,-27.142413,0,0,0,1,0,0,0,0
42,240,3,3,8886498.0,1,8889921.0,1,6,2,1,1,0,0,93.24943824,-2.28662644,-2.659528629,2162.473577,212.7655629,5.67136855,1.446720617,6.604058839,-15.42546579,15.96704901,10.29548018,2.288183574,-0.132978087,84.74031174,-5.226892611,-0.69146565,0.403259467,104.7291905,5.250086327,-17.62702519,1068.019536,105.3568995,1.961903482,-31.62144257,122.5544736,122.5544736,-16.85654773,0.8958691409999999,-6.593830068,9.670094019,-1.270127965,50.0,5.509203372000001,5.996903134,-135.60468319999998,-5.873145709,-12.02042169,31.61682622,-14.54565857,0,0,1,0,0,0,0,1
43,245,2,2,8889952.0,1,8886500.0,1,7,0,0,1,1,0,84.97206198,-0.548686881,-1.947251415,1809.169304,253.221639,5.556786566,1.390544933,5.939511637000001,-34.02463214,4.3089112510000005,14.41084744,2.212175962,0.7846494890000001,78.27935598,-6.912490677999999,0.761695883,0.445616231,98.9538578,17.53438272,-5.931233262999999,1843.349133,109.5034533,32.43864343,-10.43344479,350.5432774,340.6587097000001,-3.773124604,3.552911987,-8.468221375,2.522940825,-1.243693555,50.0,5.493828825,3.760522779,-123.675581,-2.234164537,-12.90272974,23.74891257,-28.32993275,0,0,0,1,0,0,0,0
