,PitchNo,PAofInning,PitchofPA,PitcherId,PitcherThrows,BatterId,BatterSide,Inning,Outs,Balls,Strikes,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,3B,5_6_Hole,SS,Up_the_Middle,2B,3_4_Hole,1B,PlayResult
898,45,3,4,8889936.0,1,8893324.0,0,2,2,1,2,0,1,75.9978075,0.88902778,-1.410243901,2283.880661,109.3989935,5.197495412,1.305052756,5.563060599,-45.92519992,3.090459283,-8.907201626,2.20114094,-0.754767368,69.58982649,-7.669944854,-3.078755848,0.503893716,93.85107672,36.25883528,24.65867005,2843.568154,98.08626597,75.00573972,49.79009898,369.769213,107.1684544,30.63085179,5.54128479,4.340536923,1.388731234,-1.177757191,50.0,5.244284534,2.980346481,-110.4972505,0.37419916,5.338107954,20.65977723,-30.46614988,0,0,0,0,0,1,0,1
899,66,1,2,8889936.0,1,1000001038.0,1,3,0,1,0,0,0,86.07168612,-0.121904156,-2.37545465,2101.975694,240.5115552,5.441694502000001,1.217050576,6.19730127,-30.77530635,6.400655117,11.38025465,2.764469318,-0.028432531,78.75841178,-5.929460497999999,-0.22142793,0.438836379,93.77160842,14.49241143,9.077952633999999,2248.909193,107.6843665,21.59729196,22.45127698,248.5307105,248.5307105,14.63168534,2.3206848140000003,-6.877301447000001,3.525865242,-1.044376411,50.0,5.416937192000001,4.858858679,-125.2534426,-1.178236473,-10.91123902,25.60461082,-26.58005814,0,0,0,0,1,0,0,1
900,83,2,1,8893350.0,0,8889917.0,1,3,0,0,0,0,0,83.43768056,-2.863592237,3.041757403,2119.536233,157.503554,6.167719652000001,-2.243951391,7.282979176,-19.41832658,18.55941448,-7.701000471,1.95483475,-0.133164193,76.56971386,-6.587229345,1.5575081709999998,0.443543361,102.1103759,10.68495629,-31.33754921,3169.375514,91.34450051,12.15361264,-61.28754366,197.0472025,184.7910027,-36.65646431,1.6035894780000002,5.214293489,11.32664195,2.0753414930000003,50.0,6.0008930010000014,-6.279908762000001,-121.4230785,-6.516819087999999,7.785763777,23.74199784,-15.26158308,1,0,0,0,0,0,0,1
901,92,5,3,8893350.0,0,8888946.0,1,3,1,1,1,0,3,84.28255109999998,-2.004739715,4.174132453,2076.8959210000007,146.4750005,5.939819028,-2.159823562,7.497285444,-24.89736107,12.18650621,-8.09682136,2.0545801740000003,0.930184503,77.10862177,-6.80717339,2.607163138,0.438292488,104.2631839,24.59890164,-31.94382747,2812.586524,89.61135959999999,43.47627146,-63.79446804,372.2765176,139.25254719999998,-44.62622524,3.815730591,5.846825712,7.558728047000001,1.942860624,50.0,5.828032685,-8.775707424,-122.5963503,-4.830265657,8.861774286000001,25.17011906,-20.71761986,1,0,0,0,0,0,0,1
902,98,6,6,8893350.0,0,8889930.0,1,3,1,2,2,0,0,84.89326506,-2.7240214380000003,1.695235197,2247.194377,163.9144798,6.194580221,-2.327162282,7.161059105,-16.58362654,20.72448823,-5.986257892,2.341175221,-1.2893561000000002,76.70608348,-5.925101122999999,0.533630425,0.439615676,93.82850064,15.17289781,35.40721683,2601.477784,85.24614851,22.31721999,69.52044067,232.2365463,144.16198,42.49648703,2.283429565,3.942863755,12.63155205,2.23024936,50.0,6.030515922999999,-3.517684683,-123.5542064,-6.2663243170000005,5.998527032,28.24880144,-12.95687263,0,0,0,0,0,0,1,1
903,101,8,2,8893350.0,0,8888763.0,1,3,1,1,0,0,0,83.46797055,-2.062640668,2.588480871,2145.472012,163.0586856,6.054519855,-2.332803291,7.261949208,-23.25597077,14.86378966,-4.538591954,2.248288449,-0.368316443,76.22019256,-6.535982774,1.711177177,0.444371912,97.32259335,10.41090238,12.17201299,2219.191764,105.9816083,12.46290523,29.45981262,201.9158641,201.4568408,18.07984622,1.806013794,3.343305851,9.050038601,2.187820059,50.0,5.930900627000001,-5.393152802,-121.5460563,-4.903298414,4.970327688999999,25.20867043,-18.71980313,0,0,0,0,1,0,0,1
904,141,1,5,8882415.0,1,8889937.0,0,4,0,2,2,0,0,75.40395538,1.3134630390000002,0.037657437,2396.459329,57.38535424,6.495526322000001,0.940912414,5.645190679,-59.21328302,-9.151857839,-14.22874708,2.78630392,-0.209695249,68.77662202,-9.761526187000001,-2.647286469,0.509240719,89.09031272,13.59410744,16.18776508,675.4543764,104.8342846,16.22835969,33.31299049,202.1627706,202.0206523,17.98041018,1.953231812,7.647567202999999,-5.3342837880000005,-0.935212691,50.0,6.569817112999999,0.331195727,-109.5886304,0.8346581609999999,9.159223125,22.10650917,-38.56273324,0,0,0,0,1,0,0,1
905,161,1,9,8889936.0,1,8893339.0,1,5,0,2,2,1,0,76.62272483,0.438880959,-0.393646848,2202.419007,68.44130408,5.239240589,1.186983414,5.544977126,-54.32051587,-5.85257383,-14.69776306,1.122639138,-0.405659699,70.18219938,-9.671073112,-3.155112232,0.501070469,69.64277779999999,61.52821589,-14.77696834,4742.163213,106.41338020000002,81.28988406,-27.85978891,134.8700164,64.86292131,-14.90717809,5.016201782,7.728921656,-3.262211205,-1.143384312,50.0,5.24184366,1.197346489,-111.3970324,-0.743229664,9.60507898,22.06639242,-36.22814532,0,0,1,0,0,0,0,0
906,187,1,3,8889973.0,1,1000001018.0,0,6,0,2,0,1,0,90.26371073,-0.649341396,-2.74936403,2405.184912,229.529795,5.339493385,1.56202554,6.925562432,-23.87501917,8.987765161,10.57062428,2.758103502,-0.06177042,82.57356984,-5.217248377,-0.722758552,0.412594749,91.14906854,46.60469065,-2.917091007,4543.537872,109.16200259999998,104.7119533,-13.55137041,282.86503710000005,151.80598730000003,-14.60258159,5.517028197999999,-6.695348967999999,5.217314824,-1.394229445,50.0,5.290363777,6.032625684,-131.461994,-2.125165677,-11.70263603,28.18585463,-23.05483211,0,0,1,0,0,0,0,0
907,200,1,2,8882415.0,1,8889937.0,0,6,0,0,1,0,0,81.83267729,-0.848144421,-2.34912556,1967.596452,236.2030136,6.219411901,1.455481569,5.866160229,-34.28592037,7.595371288,11.40594973,2.573779744,0.222898838,74.64468436,-7.282254002,-0.19711046,0.465780767,94.29780106,10.66548819,26.37273882,1682.375916,97.23141381,7.946085992,51.43907059,155.1228533,154.371198,29.13149605,1.315587769,-6.856460211,4.3524872110000015,-1.272026812,50.0,6.130958486,4.540436747,-118.9652418,-2.784280854,-9.758577771,24.28635632,-25.97929447,0,0,0,0,0,1,0,1
908,201,2,1,8882415.0,1,8889922.0,0,6,0,0,0,1,0,88.02824269,-1.6702397619999998,-2.181258785,1928.803952,189.633904,6.539692346,1.408863835,6.243826581,-17.94362232,17.91335296,3.04644392,3.502536563,-0.349801799,79.59812474,-5.076918931,-1.6012002909999998,0.430981218,84.12653539,37.47049295,-14.50001668,4111.0137380000015,104.8001092,72.17507308,-33.42053785,300.9209407,296.5194943,-24.01376265,4.845661011,-2.35545007,10.34023355,-1.24829591,50.0,6.406697745,4.784123159,-127.982268,-4.267856258,-3.857618272,29.51226599,-15.2394192,0,1,0,0,0,0,0,0
909,207,4,3,8882415.0,1,8889930.0,1,6,2,2,0,1,0,87.71306059999998,-2.884075412,-1.830729868,2075.640206,175.824462,6.309969112,1.198457006,6.360779342000001,-23.36900324,12.31405017,-0.901451104,1.705135841,-0.5618052689999999,80.35831649,-7.2865370610000015,-2.001908358,0.429934725,70.90806099,46.79916972,10.27664033,4579.118078,105.7050959,83.42557636,30.43661854,210.5033662,116.4493028,18.1936417,4.485708618,-0.029355888,7.586216155,-1.065766782,50.0,6.090376547000001,4.103061193,-127.5463039,-7.110248798,-0.048219201,26.93800503,-19.71313172,0,0,0,0,1,0,0,0
910,226,1,4,8882415.0,1,8899327.0,0,7,0,1,2,0,1,77.92261823,0.095996838,0.435831911,2054.604716,96.73818018,6.433965998,0.884556232,5.371830952000001,-45.6907554,1.405628981,-12.27191757,2.71639531,0.270462859,71.16303499,-8.398595563999999,-1.862533697,0.493929883,97.56522669,22.12646433,16.31635507,1944.708288,104.4332729,41.43440436,34.54799483,354.1643681000001,340.4305492000001,21.86018409,3.989927368,6.6444062960000005,0.716659178,-0.915044899,50.0,6.410865629,-0.483861863,-113.2717951,-1.216759123,8.554308254,22.44132355,-31.25138922,0,0,0,0,1,0,0,1
911,231,2,5,8882415.0,1,8888763.0,1,7,0,2,2,1,0,89.99683459999999,-3.038916883,-1.21162568,2007.786094,171.6611914,6.704705858,0.823822148,6.252588912999999,-12.85299089,21.48343,-3.153688237,2.828331803,-0.556331413,81.37669833,-5.473728137999999,-1.812530023,0.421744114,89.46052606,22.11353135,9.778916281,3224.009553000001,106.6603115,39.15488173,26.89827408,310.8528285,301.2152922,19.45085813,3.754873657,1.346263033,12.73472114,-0.732468149,50.0,6.472926844,2.861597886,-130.7808466,-7.334110667999999,2.301567903,30.89896806,-10.40280125,0,0,0,0,1,0,0,0
912,254,7,5,8893360.0,0,8899332.0,1,7,1,3,1,1,1,81.27686072,-0.489512215,2.8155140860000003,2228.442648,131.3355766,5.996948167999999,-1.701212079,6.274499739,-28.703855,13.11420607,-14.95360623,3.153236369,-0.350286684,73.93817519,-5.928796343999998,-0.026632963,0.4654290270000001,87.97789568,47.53593369,14.20449303,4338.843878,103.744253,107.2815486,36.5662026,272.1114566,101.4697509,23.80856159,5.389238892000001,9.033666891000001,7.330318756,1.5007552830000002,50.0,5.9468108210000015,-5.403401532,-118.2012844,-1.797517445,12.68797529,24.0535826,-21.87846158,0,0,0,0,0,1,0,1
913,255,8,1,8893360.0,0,8888946.0,1,7,2,0,0,0,1,75.08024147,0.18459053600000006,2.41920967,1622.066138,124.2642848,6.004621705,-1.751858295,6.735701047,-36.64734247,11.40719694,-16.8110604,3.119472809,-0.941231466,68.54683054,-6.809384999,-0.8027861079999999,0.4989289770000001,92.69404375,15.2495728,27.94027303,2654.8406,92.90030652,23.26256719,58.9023818,257.1823434,188.5202517,35.96830959,2.557510376,10.08135657,6.298244604,1.599498585,50.0,6.002311128,-4.232246753,-109.31728909999998,-0.489440022,12.11947586,20.44897596,-24.60250568,0,0,0,0,0,0,1,1
914,296,3,6,1000001036.0,1,8889917.0,1,8,0,3,2,1,0,87.13215671,-1.149414137,-2.598696704,2352.995106,216.3234237,5.424795154,1.657672623,6.301294716,-22.14191492,14.54268294,10.71717726,2.519562941,0.155208215,78.42838892,-5.370165762999999,-0.550414898,0.43592663,95.13733281,32.36138234,-3.242966731,4070.997424,109.9594872,65.50039872,-2.981514792,364.163117,358.0964383,2.810765325,5.288140259,-6.746915177000001,8.372458358,-1.4722816719999998,50.0,5.329906383,5.437622226,-126.6431766,-3.184689347,-10.765302,30.09353942,-18.81504814,0,0,0,1,0,0,0,0
915,300,4,4,1000001036.0,1,8899329.0,1,8,1,3,0,1,0,85.94828275,-0.7213009020000001,-2.422117144,2268.709754,223.6642257,5.298546198,1.632167929,6.29339773,-27.65766987,9.680471871,9.272809067,2.328549115,0.171983379,78.24240707,-5.961961877999999,-0.659341791,0.43979255,100.8560456,19.06217585,-29.55078716,2077.534325,93.74083939,28.98500494,-57.55561671,283.73863860000006,162.09615559999997,-36.55434262,2.747910767,-5.805058645,5.521319653,-1.45876869,50.0,5.232169697,5.021091256,-125.035106,-2.374275644,-9.125975021,26.84812669,-23.4941319,1,0,0,0,0,0,0,0
916,309,6,3,1000001036.0,1,8888946.0,0,8,2,2,0,1,0,87.14693839,-0.823997132,-3.087328509,2472.571724,225.70856630000003,5.630613704,1.778448838,6.216551036,-25.0242254,11.63669141,11.96346077,2.783819053,-0.075969877,78.79318471,-5.57508679,-0.810776249,0.435785905,92.89432169,60.92507227,-15.78638278,4586.433748,106.6760637,169.0120552,-26.8368669,218.8110452,50.37385206,-14.01677913,6.637250366,-7.521952079,6.629525247999999,-1.553434768,50.0,5.556475112999999,6.47693176,-126.6419738,-2.563833291,-12.06018488,28.93993917,-21.54471998,0,0,1,0,0,0,0,0
917,2,1,2,8889936.0,1,8883175.0,1,1,0,0,1,1,0,85.17852173,-1.243072544,-2.524070085,1810.126945,249.1224177,5.495208967999999,1.226413126,6.13248974,-32.83425521,5.271955663,13.91604776,1.60894409,0.051963653,78.09221361,-7.416304086,0.107762627,0.444292929,95.97655142,14.08218091,-2.913141067,1540.061735,109.9830232,21.826484,-1.927151314,294.3910717,284.7241923,0.94208482,2.797600708,-8.291025448,3.222563384,-1.041181495,50.0,5.383276613,5.048794764,-123.8925772,-3.664526477,-12.86101767,25.21088612,-27.1752164,0,0,0,1,0,0,0,0
918,17,3,4,8900173.0,0,8889917.0,1,1,1,2,1,1,0,90.02802379,-2.270638336,5.108641736,2333.268143,141.5433773,5.8955210870000005,-3.274057134,6.4281426,-15.17699114,18.8704896,-15.01237769,2.5346670380000003,0.182163265,81.76257121,-5.154623228999999,2.260700397,0.419965882,95.97743832,19.05649584,-23.14070069,1871.10071,100.1161295,34.32453755,-45.57071352,333.8326564,313.8675653,-27.56837823,3.541143188,9.762286506,11.05580259,2.916990997,50.0,5.7265429710000015,-11.22748665,-130.5198083,-5.641638267,16.75631758,28.74712005,-13.19749637,0,1,0,0,0,0,0,0
919,19,4,2,8900173.0,0,8889937.0,0,1,2,1,0,0,0,90.05943989,-0.819088092,4.90114657,2314.362448,117.9104857,5.772247791,-3.3198243260000004,6.543727662999999,-24.7886817,8.681190355,-16.44807068,2.9526383810000003,-0.185304304,82.76049888,-5.509954191,1.788948252,0.416388326,105.01041,3.154107207,3.734387463,718.4502397000001,109.8801957,0.92804852,5.119191154,118.365732,110.9499001,2.554757274,0.85531311,10.34922084,5.001153073999999,2.987856492,50.0,5.704667412,-10.74009027,-130.8068025,-2.59532255,18.04125512,26.00559146,-23.45580011,0,0,0,1,0,0,0,1
920,31,2,2,8889936.0,1,8895219.0,0,2,0,1,0,1,0,84.27992778,-0.546814728,-2.206379036,1892.067979,224.463207,5.359930752,1.188882684,6.253364051,-29.85050151,9.058957957,8.92668985,2.367816372,-0.102594969,76.69935076,-6.200288129,-0.50958586,0.44895118,100.1811147,18.90235621,5.670138581000002,1209.976392,109.7438583,31.01038822,7.502255881,315.1535516,301.98284069999994,0.989997553,3.16718689,-5.5507391460000015,5.123907094,-1.02970702,50.0,5.304693962,4.469440434,-122.6155298,-2.022633661,-8.384069384,26.02370746,-24.43468422,0,0,0,1,0,0,0,0
921,56,2,1,8889936.0,1,681818.0,0,3,0,0,0,0,0,85.2026856,-1.014024336,-1.515748831,1978.686464,234.5120583,5.40303592,1.211262258,6.320643909,-29.594658000000006,8.548703522,12.04047804,2.002613175,0.818513653,77.22325724,-6.6357963,0.7832479990000001,0.444509452,73.5380104,24.28178871,-2.095591015,2391.630401000001,109.5977019,35.46968411,-9.39862081,245.5324046,245.5324046,-6.798372798,3.282593994,-7.097843427999999,5.019785344,-1.1064286490000002,50.0,5.314983474,2.939163872,-123.9632654,-3.0331243860000003,-10.89488009,27.91650116,-24.46889699,0,0,0,1,0,0,0,1
922,66,5,4,8889936.0,1,8900165.0,0,3,2,2,1,0,3,84.88101138,-0.547360665,-1.833028283,1866.944128,239.9160882,5.302659858,1.155208919,6.46261006,-32.10295194,5.564919989,9.667342246,2.124453596,0.276821264,78.12487883,-6.615434042,0.002469761,0.441730168,94.30531231,26.8735119,-29.53192681,4067.432165,91.3334965,48.95312612,-61.30404064,327.8107484,126.9643487,-42.9870936,3.976602173,-5.814095567000001,3.209778716,-1.030408452,50.0,5.249561027,3.688232514,-123.6416913,-2.074140369,-9.025521682,24.00228016,-27.19134281,1,0,0,0,0,0,0,1
923,81,1,4,8900173.0,0,8889926.0,1,3,0,2,1,0,0,87.72896034,-1.5383067330000002,3.19963055,2267.270512,129.395649,6.029199877000001,-3.510945788,6.235620754,-22.79263421,13.65521184,-16.66842745,2.70840534,-1.945742359,78.70090631,-5.88286988,0.012593453,0.43451768,78.32628112,10.5019343,-4.289703165,610.6544247,109.3203601,3.770813633,-12.20896091,125.9940574,125.5713243,-6.715731674,1.282949829,10.23634407,8.018033843,3.280796402,50.0,5.903355467000001,-6.630309428,-127.3788261,-4.09674162,16.46389014,31.30408009,-19.27803534,0,0,0,1,0,0,0,1
924,82,2,1,8900173.0,0,8889924.0,0,3,0,0,0,1,0,87.37265958,-1.127916315,4.255111387,2291.920759,128.4235184,5.844624174,-3.533031972,6.558641055,-23.42406207,12.80359156,-16.18343712,2.855656584,-0.973767641,78.61131588,-5.612928668,1.15316176,0.433203166,75.30699693,35.80847184,-24.12230844,4982.907763,96.61510295,60.97494057,-52.5874885,250.468241,141.1949554,-32.23261091,3.967119751,10.37766895,7.474298656,3.246755748,50.0,5.756868984,-8.992090879,-126.836325,-3.1479921280000003,16.61362585,30.11987223,-20.20843259,0,1,0,0,0,0,0,0
925,83,3,1,8900173.0,0,8888760.0,1,3,1,0,0,1,0,88.65953274,-1.905781472,4.058618648,2298.783609,152.51055730000004,6.2000401410000014,-3.092749805,6.3079564060000015,-12.92931034,23.14096289,-12.05865053,3.362150578,-0.353044146,78.36269155,-4.394278956,1.739143509,0.43226118,96.66128315,18.20285867,-10.46032081,2303.952816,108.024168,33.14760956,-20.7539772,340.1080476,329.8169625,-12.07820803,3.605283813,8.18846997,13.49259275,2.801055995,50.0,6.054160842999999,-8.768623655,-128.502258,-4.661057704,13.23389411,34.92059735,-10.36783271,0,0,1,0,0,0,0,0
926,96,2,3,8889936.0,1,8880065.0,0,4,0,1,1,0,0,78.90838968,-0.05557543,-1.088846975,1788.918319,237.4793648,5.248566002,1.228335366,6.4477684810000016,-36.96561927,7.500150854,11.82910012,2.1170344780000003,1.21371094,71.21844128,-7.114849848,1.18210069,0.479937216,94.10129614,6.352730534,5.7854904760000005,618.2398965,109.5420101,1.6395313809999998,10.0204869,120.0762654,118.2166156,5.352533922,0.976154175,-6.905549933,4.165239349,-1.156625586,50.0,5.228117652,1.881613187,-114.8264736,-1.051415161,-9.03771417,25.17830108,-26.7227459,0,0,0,1,0,0,0,1
927,135,4,5,8900173.0,0,8888763.0,1,4,2,3,1,0,0,87.66000886,-1.419379984,4.658048192,2225.440974,146.75272859999995,5.871566193,-3.353683419,6.460719857999999,-15.84418871,20.01249892,-13.14150769,3.243046125,-0.161325609,79.44697556,-4.4363700580000005,2.159111648,0.430979489,80.6579854,62.40292525,21.75477014,4377.182047,91.93334668,130.3048857,60.40062789,179.95014780000002,49.99843095,34.63983219,5.633214722000001,8.643385029,11.46271068,3.030565164,50.0,5.764066272999999,-9.992817579,-127.222345,-3.612447493,14.06298521,27.87466294,-13.52395601,0,0,0,0,0,0,1,1
928,143,6,5,8900173.0,0,8889926.0,1,4,2,2,2,1,0,88.41833524,-0.010363766,4.864798432,2270.168582,133.4880144,5.805170725,-3.216993928,6.63578566,-23.88411416,11.06572719,-11.70037221,3.805306981,0.271759081,80.32129932,-4.565321332,2.636172945,0.425494669,47.63883471,27.2832533,-0.419278744,2616.966829,109.9270594,8.755031149,4.005077863,124.1559311,123.724747,2.281070947,2.357713013,7.926748451,6.142359595,2.893049345,50.0,5.794579047999999,-10.6029952,-128.3737401,-0.682792017,13.15275763,27.98279957,-21.98210573,0,0,0,1,0,0,0,0
930,157,5,2,8899331.0,0,8883182.0,1,5,2,1,0,1,0,76.97111142,-0.115214445,4.49720157,1612.320458,80.92814200000002,5.70954303,-2.540012613,6.749251062000001,-49.39973857,-3.352852305,-20.72744639,1.487338232,-0.15118152,70.35487365,-9.518187118,0.523920688,0.488395498,93.61985983,18.49968046,-19.3255431,1345.937371,102.5582925,27.80681474,-39.77152528,276.2896748,264.5713129,-25.06837563,2.811154175,12.94499576,-1.834281601,2.253188985,50.0,5.682696525,-8.309666828,-111.8053086,-1.37929383,16.21893147,22.07397147,-34.4722407,0,1,0,0,0,0,0,0
931,159,1,2,8900173.0,0,8889924.0,0,5,0,0,1,0,0,87.69544132,-1.229666881,5.678068645,2257.005864,137.86581,5.908749187000001,-3.348872207,6.245166679,-18.08873388,18.26164835,-16.55138913,3.261614609,0.525254187,79.13407037,-4.665484721,2.543290158,0.433936328,96.69106864,12.53892403,-19.56888413,2847.436945,100.8843026,18.30190532,-43.84466237,235.7134127,235.7134127,-27.61719432,2.186361084,10.82129901,10.38197424,2.934098742,50.0,5.808081315,-12.13901075,-127.0063743,-3.27385381,17.48973371,28.56326524,-15.39436576,0,1,0,0,0,0,0,1
932,169,3,4,8900173.0,0,8889917.0,1,5,0,2,1,0,3,86.59641484,-1.514552155,3.871838841,2192.071124,128.1923824,6.031254052,-3.30649132,6.2860148,-23.15487734,13.87621098,-17.68260095,2.702552928,-1.206829837,78.4302065,-5.909499482999999,0.508123478,0.437980481,94.2892952,26.79127833,18.49387458,2717.514329,101.948143,49.4600767,41.31005163,343.4711624,341.1448077,24.95964729,4.177526245,10.89358836,8.078474347,3.029929289,50.0,5.908403732000001,-7.997148182,-125.7396295,-4.003711923,17.25762799,27.98927717,-19.37612555,0,0,0,0,0,1,0,1
933,174,4,5,8900173.0,0,8889937.0,0,5,0,2,2,0,0,88.75793276,-2.050256769,4.346083165,2283.544842,127.9849429,5.698308246,-3.203617037,6.497067942999999,-23.61706099,11.37258373,-14.60626136,1.84229635,-0.424375647,80.53823975,-6.541685355,1.561290679,0.425736891,105.6178833,7.802930702999999,17.04544666,1035.168942,103.8157357,10.70263326,36.36294591,213.56237940000003,213.56237940000003,21.2109881,1.772572021,9.401465725,6.912448447,2.905920965,50.0,5.544229958,-9.374331736,-128.8184495,-5.297147961,15.64637813,29.15125159,-20.67001447,0,0,0,0,1,0,0,1
934,198,3,2,8891140.0,0,8883175.0,1,6,1,1,0,1,1,82.82939735,-0.61309658,1.893277172,2148.566936,154.2121458,5.565769665,-2.193231217,5.83774215,-21.64072818,19.31299326,-9.349819757999999,3.19229781,-1.212337543,75.10787688,-4.689575302,0.128347526,0.460593924,84.9993892,21.19565603,12.40600314,2462.623751,106.0803767,35.10877168,29.10135821,276.118951,264.0766465,18.31582687,3.304981079,5.616056829,10.6031815,2.044611073,50.0,5.50323407,-3.698036806,-120.4373451,-1.944831161,8.179396795,25.2297862,-16.73125098,0,0,0,0,1,0,0,1
935,204,1,3,8900171.0,1,8889930.0,1,6,0,0,2,0,0,88.94391616,-2.245376619,-1.773769268,2363.462165,195.2419279,6.264327115,1.19266892,5.602823078999998,-16.69925719,19.46270681,5.312461631000001,2.774829867,-0.02077482,80.02236304,-5.384672557999999,-0.7710909,0.432810236,101.0186555,5.6812724810000015,-3.303994502,1085.82761,109.7196682,0.4378335370000001,-7.844327561,112.6916502,109.68276609999998,-4.1057483480000005,0.851306763,-3.427429312,11.16695449,-1.044416628,50.0,6.061680262,3.82002331,-129.1153219,-5.625797699,-5.689028,31.07790565,-13.63854833,0,0,0,1,0,0,0,1
937,239,10,4,8900175.0,1,8889930.0,1,6,1,1,2,0,1,85.36998492,-0.7746702879999999,-4.263181949,2286.568041,246.6101256,5.129366257,2.355862374,6.121818601,-31.30173352,7.105933335,16.51229812,1.802805023,-0.215998831,77.32461501,-6.695594061,-1.131812289,0.446046855,101.7490939,8.239127943,-9.914029846,512.089121,107.8252241,5.4256986010000015,-21.76404498,147.3368829,143.55342030000003,-11.69607091,1.154923706,-10.33658374,4.1174672710000015,-2.03814749,50.0,5.053779678,8.748158949,-123.8858977,-2.602588989,-15.87748136,27.43544078,-25.84942414,0,0,1,0,0,0,0,1
938,244,12,1,8900175.0,1,8889924.0,0,6,1,0,0,0,2,75.08993176,1.4114185419999998,-2.306953355,2130.97631,154.8421843,4.8550162960000005,2.570192023,5.854537978,-43.03082554,7.1634786460000015,-3.38660273,2.581647477,0.14366243199999998,67.89081252,-6.7069899820000005,-2.947769943,0.509916115,90.55718439,11.8741137,36.56060243,3347.014233,84.79842949,10.86029449,70.06544833,168.8499851,138.55291609999998,41.98727842,1.536310425,1.081614109,3.4147820510000004,-2.3811420780000003,50.0,4.944749111,4.4861584930000005,-109.0739956,1.5202174,1.282107471,22.05921757,-28.12628555,0,0,0,0,0,0,1,1
939,250,13,6,8900175.0,1,8888760.0,1,6,1,3,2,0,0,85.5588157,-0.000977179,-3.652469226000001,2285.333599,233.1496635,5.204019011000001,2.219652384,6.225149039,-27.13634376,10.86423758,14.54363055,2.94175372,0.057540829,77.39264195,-5.153389579,-0.888132177,0.4436767170000001,95.39265841,4.0695093610000015,-1.354559131,1507.091182,109.9994588,2.265669617,-0.31789296100000003,127.5408792,124.5825188,0.054518581,1.038170776,-9.094131228,5.946479181,-1.95406979,50.0,5.190466047,7.512125557999999,-124.2898657,-0.7891557109999999,-14.06818974,27.48526283,-22.97512726,0,0,0,1,0,0,0,1
940,261,1,1,8891140.0,0,8883317.0,1,7,0,0,0,0,1,81.92910097,-1.23345184,3.2619724760000004,2128.379447,153.7775513,5.68513009,-2.266217335,6.074621471,-24.32860287,17.65944988,-8.717567466,2.51458234,0.028417782000000006,73.62431429,-5.852084857,1.602747133,0.466374059,96.54709326,41.67759504,-24.5238679,3761.586961,100.483856,94.05361023,-44.75481783,321.2842226,148.1245969,-21.48761392,5.457390747000001,5.847960647000001,10.04610835,2.018647209,50.0,5.576928327999999,-6.53154249,-118.94243020000002,-3.255644264,8.215213892000001,26.93684522,-18.06127765,0,0,1,0,0,0,0,1
941,268,3,2,8891140.0,0,8895219.0,0,7,0,1,0,1,0,81.42779119,-0.665616192,3.380400475,2140.884902,154.726601,5.405891187000001,-2.167477409,6.18091122,-25.60233912,16.76843779,-7.935690342000001,2.656699852,0.295969258,73.0778374,-5.540852164,1.866621681,0.468494754,91.46444248,55.5371687,-0.682406292,5228.532115,109.7762737,139.97900249999998,-7.010233888999998,243.5670121,71.16644586,-5.208128801,6.1757305910000015,5.491146392999999,9.409653087,1.916412961,50.0,5.342781403,-6.764666155,-118.2343529,-2.083072587,7.61303939,26.86936092,-19.12831011,0,0,0,1,0,0,0,0
942,301,2,2,8889943.0,1,8895236.0,1,8,1,0,1,0,0,91.55736039,-1.7791163719999998,-3.466393262,2188.023788,240.4335385,5.722086332999999,1.435334431,6.06156202,-24.62786274,8.547516848999999,15.12186246,2.019850282,-0.516175386,83.58886264,-6.412492194,-0.611252771,0.414552433,106.8582075,18.54746271,8.114408147,2126.40662,107.9766733,32.81267932,20.99948852,360.6167749,357.6377016,16.51415834,3.617695923,-9.205957831000001,5.152381387,-1.174653883,50.0,5.570809562000001,7.568799879,-132.99950859999998,-4.932679473,-16.44089814,29.31061441,-22.97242292,0,0,0,0,1,0,0,1
943,326,7,3,8891138.0,1,8895219.0,0,8,2,1,1,1,0,74.46694845,1.936397374,-0.076452169,2261.364619,62.77808686,5.92136223,1.275636802,6.097892817000001,-58.29547521,-7.267602725,-14.03466563,2.854773333,0.035382139,67.03437015,-9.141330315,-2.7629042530000003,0.514132726,94.2650221,37.1619586,-7.838336425,3919.131065,107.8605159,79.03298961,-21.58800053,342.9033762,158.13725019999995,-16.18738075,5.384631958,7.64967433,-4.6715022180000005,-1.26250837,50.0,6.040016262000001,0.502725716,-108.194764,2.169502888,8.817461402000001,23.72960182,-37.55869485,0,0,1,0,0,0,0,0
