,Batter_ID,Up_The_Middle,SS,3_4_Hole,1B,5_6_Hole,2B,3B
50,8882690,0.0,0.0,0.0,0.0,0.0,0.0,25.0
51,8888946,8.955223880597014,7.462686567164178,1.4925373134328357,0.0,8.955223880597014,5.970149253731343,5.970149253731343
52,8882664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8882695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8882687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8892804,0.0,0.0,0.0,0.0,0.0,100.0,0.0
56,8886413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8892832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8886417,0.0,0.0,0.0,100.0,0.0,0.0,0.0
59,8892824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8892755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8892770,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8892742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,8892751,100.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8892773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8892736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8892788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8889926,5.263157894736842,10.526315789473683,0.0,0.0,5.263157894736842,0.0,0.0
68,8892953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8880258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8880262,50.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8888763,10.0,2.0,0.0,2.0,14.000000000000002,2.0,0.0
72,8892954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8880259,0.0,0.0,0.0,100.0,0.0,0.0,0.0
74,8880246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8880257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8892789,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
77,8892803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8892785,0.0,0.0,0.0,0.0,0.0,100.0,0.0
79,8892778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,8884131,0.0,0.0,0.0,0.0,100.0,0.0,0.0
81,8884118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8893545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8884120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8884136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8893537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8884135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,642215,0.0,0.0,0.0,0.0,25.0,0.0,0.0
88,8884529,25.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0
89,8884539,0.0,0.0,0.0,0.0,50.0,0.0,0.0
90,8884522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8890878,7.6923076923076925,0.0,15.384615384615385,0.0,0.0,0.0,0.0
92,8884531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,8884523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,666179,5.555555555555555,0.0,16.666666666666664,0.0,0.0,0.0,0.0
95,8884520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8884540,0.0,0.0,50.0,0.0,0.0,0.0,0.0
97,8884528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,670133,0.0,0.0,0.0,0.0,0.0,0.0,25.0
99,8883994,0.0,0.0,0.0,0.0,50.0,0.0,0.0
100,8883999,0.0,0.0,0.0,0.0,0.0,0.0,50.0
101,8893300,50.0,0.0,0.0,0.0,0.0,0.0,0.0
102,8883991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,8882971,0.0,50.0,0.0,0.0,0.0,0.0,0.0
104,8882950,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,8882966,50.0,0.0,0.0,0.0,0.0,0.0,0.0
106,8882079,5.263157894736842,0.0,0.0,0.0,5.263157894736842,10.526315789473683,5.263157894736842
107,1123663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,8882084,7.894736842105264,5.263157894736842,2.631578947368421,0.0,10.526315789473683,2.631578947368421,0.0
109,8892144,17.24137931034483,6.896551724137931,0.0,3.4482758620689653,0.0,0.0,0.0
110,665052,30.0,10.0,0.0,0.0,0.0,0.0,0.0
111,8882085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,8892160,0.0,5.555555555555555,5.555555555555555,0.0,0.0,5.555555555555556,0.0
113,8882072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,8882091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,8882086,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
116,676939,18.75,6.25,0.0,0.0,12.5,0.0,0.0
117,8882077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,670365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,8894485,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,0.0
120,8894504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,680938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,670136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,900084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,8891418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,900067,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0
126,663728,12.5,25.0,0.0,0.0,0.0,0.0,0.0
127,900083,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0
128,663622,20.0,0.0,10.0,0.0,0.0,0.0,0.0
129,900068,0.0,50.0,0.0,0.0,50.0,0.0,0.0
130,900077,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
131,8891416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,8880056,20.0,0.0,0.0,20.0,0.0,0.0,0.0
133,8890000,15.384615384615385,7.6923076923076925,15.384615384615385,0.0,0.0,0.0,0.0
134,8882314,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0
135,8880069,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
136,8890004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,8880048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,8890002,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
139,8880067,0.0,0.0,50.0,0.0,0.0,0.0,0.0
140,8890001,9.090909090909092,0.0,0.0,0.0,27.27272727272727,0.0,0.0
141,8893356,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
142,8882402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,8882407,100.0,0.0,0.0,0.0,0.0,0.0,0.0
144,8893363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,8887754,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0
146,8883384,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
147,8883393,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0
148,8887744,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0
149,8887738,50.0,0.0,0.0,0.0,0.0,0.0,0.0
150,8887741,0.0,0.0,50.0,0.0,0.0,0.0,0.0
151,8887746,50.0,0.0,0.0,0.0,0.0,0.0,0.0
152,8883387,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0
153,8888744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,8882775,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0
155,8900669,0.0,0.0,100.0,0.0,0.0,0.0,0.0
156,8888760,17.322834645669293,2.3622047244094486,2.3622047244094486,2.3622047244094486,4.724409448818897,6.299212598425196,3.149606299212598
157,680968,50.0,0.0,0.0,0.0,0.0,0.0,0.0
158,8899333,20.0,20.0,0.0,0.0,0.0,0.0,0.0
159,8899326,13.333333333333334,3.3333333333333335,5.0,0.0,10.0,5.0,5.0
160,8894512,100.0,0.0,0.0,0.0,0.0,0.0,0.0
161,8882769,100.0,0.0,0.0,0.0,0.0,0.0,0.0
162,8900667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,8899819,50.0,0.0,0.0,0.0,0.0,0.0,0.0
164,8888552,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0
165,8890767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,663457,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0
167,8889850,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,8899327,25.0,12.5,0.0,0.0,0.0,0.0,0.0
169,8881636,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0
170,8891474,0.0,0.0,0.0,0.0,0.0,0.0,25.0
171,8899821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,9001022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2211528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,8890766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,8882693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,8882665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,8899329,20.0,0.0,0.0,0.0,0.0,20.0,20.0
178,8899332,22.22222222222222,0.0,0.0,5.555555555555555,11.11111111111111,5.555555555555555,5.555555555555555
179,8893965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,8888872,0.0,0.0,0.0,0.0,100.0,0.0,0.0
181,8893957,50.0,0.0,0.0,0.0,0.0,0.0,0.0
182,8893961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,8893954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,8893978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,8893959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,8893964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,8893960,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
188,8901580,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,8892092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,9999254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,8892087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,8892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,9999253,25.0,0.0,0.0,0.0,0.0,0.0,0.0
194,9999251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,8889930,0.0,0.0,0.0,0.0,9.523809523809524,4.761904761904762,4.761904761904762
196,9999249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,8892080,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,9999255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,8901125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,8893025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,8893010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,8893031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,8893029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,8893014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,656717,25.0,0.0,0.0,8.333333333333332,33.333333333333336,0.0,0.0
206,8900955,16.666666666666664,0.0,0.0,0.0,0.0,0.0,16.666666666666664
207,8888416,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0
208,656361,22.222222222222225,11.11111111111111,0.0,0.0,0.0,0.0,0.0
209,8883660,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,8883653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,8883670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,8882450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,680575,14.285714285714285,0.0,28.57142857142857,0.0,0.0,0.0,0.0
214,8892157,50.0,0.0,0.0,0.0,0.0,0.0,0.0
215,8893474,25.0,0.0,0.0,0.0,0.0,0.0,0.0
216,10000737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,8893485,20.0,0.0,0.0,0.0,40.0,0.0,0.0
218,8893483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,10000736,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
220,8893472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,663698,100.0,0.0,0.0,0.0,0.0,0.0,0.0
222,8889453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,8893477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,10000739,0.0,0.0,0.0,0.0,0.0,0.0,100.0
225,8893357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,8893346,0.0,0.0,0.0,0.0,100.0,0.0,0.0
227,1000001038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,8900165,20.0,0.0,10.0,0.0,0.0,0.0,0.0
229,8880065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,8883175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,674951,20.0,10.0,5.0,0.0,5.0,0.0,0.0
232,8894841,0.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,0.0
233,663837,9.523809523809524,0.0,4.761904761904762,4.761904761904762,9.523809523809524,0.0,4.761904761904762
234,641787,25.0,0.0,0.0,0.0,0.0,0.0,0.0
235,8894839,4.000000000000001,8.0,3.9999999999999996,0.0,0.0,4.000000000000001,0.0
236,8894849,100.0,0.0,0.0,0.0,0.0,0.0,0.0
237,8894845,11.76470588235294,5.88235294117647,5.88235294117647,0.0,0.0,0.0,0.0
238,9999668,10.0,0.0,10.0,0.0,0.0,5.0,0.0
239,9999677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,8882949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,8901359,25.0,0.0,0.0,0.0,0.0,25.0,0.0
242,8882945,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0
243,8901353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,8893818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,8886502,0.0,0.0,0.0,0.0,25.0,0.0,0.0
246,10000084,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0
247,8892512,0.0,0.0,20.0,0.0,0.0,0.0,0.0
248,10000074,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
249,8893321,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0
250,8888605,50.0,0.0,0.0,0.0,0.0,0.0,0.0
251,8884022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,8883990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,8882104,25.0,25.0,0.0,0.0,0.0,0.0,25.0
254,8882122,0.0,50.0,0.0,0.0,0.0,0.0,0.0
255,1000001146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,8882112,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0
257,1000001143,20.0,0.0,0.0,0.0,0.0,0.0,0.0
258,8882095,25.0,0.0,0.0,0.0,0.0,0.0,0.0
259,1000001151,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0
260,8891701,50.0,0.0,0.0,0.0,0.0,0.0,0.0
261,1000010416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,8891686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,8891433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,8894201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,1000024648,50.0,0.0,0.0,0.0,0.0,0.0,0.0
266,1000024649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,8898911,3.7037037037037033,3.7037037037037033,0.0,0.0,11.11111111111111,3.7037037037037033,3.7037037037037033
268,1000017371,5.0,7.500000000000001,5.0,0.0,0.0,2.5,2.5
269,1000017372,9.523809523809524,4.761904761904762,4.761904761904762,0.0,4.761904761904762,0.0,0.0
270,1000017374,0.0,10.526315789473683,0.0,0.0,5.263157894736842,0.0,5.263157894736842
271,1000025185,50.0,0.0,0.0,0.0,0.0,0.0,0.0
272,1000025189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,1000025193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,1000025204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,1000025207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,1000025200,100.0,0.0,0.0,0.0,0.0,0.0,0.0
277,1000025194,0.0,0.0,0.0,0.0,100.0,0.0,0.0
278,1000017373,10.344827586206897,13.793103448275861,0.0,0.0,10.344827586206897,0.0,0.0
279,1000025368,12.5,0.0,0.0,0.0,0.0,0.0,0.0
280,1000025371,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0
281,8882334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,1000025370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,8892913,40.0,0.0,0.0,0.0,0.0,20.0,0.0
284,8892890,0.0,0.0,0.0,0.0,0.0,100.0,0.0
285,8892908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,8892892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,8883558,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288,8882774,0.0,0.0,0.0,0.0,25.0,0.0,0.0
289,8882755,25.0,0.0,25.0,0.0,0.0,25.0,0.0
290,1000026384,0.0,0.0,0.0,0.0,0.0,100.0,0.0
291,1000026388,100.0,0.0,0.0,0.0,0.0,0.0,0.0
292,8897230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,1000017377,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0
294,8897231,0.0,50.0,0.0,0.0,0.0,0.0,0.0
295,1000025935,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.0,0.0
296,8897237,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0
297,8897229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,8897243,0.0,25.0,0.0,0.0,0.0,0.0,0.0
299,1000025942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,8900893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,8900901,50.0,0.0,0.0,0.0,0.0,0.0,0.0
302,8897242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,8891982,0.0,0.0,0.0,0.0,25.0,0.0,0.0
304,1000025937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,8900891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,8897333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,1000008907,0.0,100.0,0.0,0.0,0.0,0.0,0.0
308,1000017276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,8883891,0.0,0.0,100.0,0.0,0.0,0.0,0.0
310,681842,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0
311,8899405,40.0,0.0,0.0,0.0,0.0,0.0,0.0
312,8899401,0.0,0.0,0.0,0.0,100.0,0.0,0.0
313,8888956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,8896959,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0
315,8889826,25.0,0.0,0.0,0.0,0.0,0.0,0.0
316,1000023550,0.0,0.0,0.0,0.0,50.0,0.0,0.0
317,8895104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,10000620,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0
319,8901685,0.0,0.0,50.0,0.0,0.0,0.0,0.0
320,663618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,669471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,1000026978,50.0,0.0,0.0,0.0,0.0,0.0,0.0
323,10000625,20.0,0.0,0.0,0.0,0.0,0.0,0.0
324,10000623,25.0,0.0,0.0,0.0,0.0,0.0,0.0
325,10000626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,1000026985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,1000026983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,10000798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,8889834,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0
330,10000619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,1000026861,50.0,0.0,0.0,0.0,0.0,0.0,0.0
332,1000026860,0.0,50.0,0.0,0.0,0.0,0.0,0.0
333,1000026864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,1000026865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,1000018214,0.0,0.0,0.0,0.0,20.0,0.0,0.0
336,9999672,22.22222222222222,0.0,0.0,0.0,16.666666666666664,0.0,5.555555555555555
337,8888443,11.764705882352942,0.0,0.0,0.0,17.647058823529413,0.0,0.0
338,8899275,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0
339,1000018217,20.0,5.0,5.0,0.0,0.0,0.0,0.0
340,1000024474,0.0,0.0,0.0,0.0,0.0,50.0,0.0
341,1000001033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,8893339,50.0,0.0,0.0,0.0,0.0,0.0,0.0
343,1000001039,100.0,0.0,0.0,0.0,0.0,0.0,0.0
344,1000001031,100.0,0.0,0.0,0.0,0.0,0.0,0.0
345,1000001028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,8899287,18.181818181818183,0.0,9.090909090909092,18.18181818181818,0.0,0.0,0.0
347,8899244,0.0,0.0,20.0,0.0,0.0,0.0,0.0
348,8889983,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0
349,1000017379,10.0,0.0,10.0,0.0,0.0,0.0,0.0
350,1000017381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,1000017385,50.0,0.0,0.0,0.0,0.0,0.0,0.0
352,8891795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,8901251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,8901278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,8891799,50.0,0.0,0.0,0.0,0.0,0.0,0.0
356,8901249,50.0,0.0,50.0,0.0,0.0,0.0,0.0
357,1000018300,0.0,0.0,12.5,0.0,0.0,6.25,0.0
358,1000018296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,8895213,0.0,0.0,0.0,0.0,25.0,0.0,25.0
360,8895231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,8895147,100.0,0.0,0.0,0.0,0.0,0.0,0.0
362,9999983,0.0,0.0,0.0,22.22222222222222,0.0,0.0,11.11111111111111
363,8890876,9.090909090909092,0.0,0.0,0.0,27.27272727272727,0.0,0.0
364,8884530,16.666666666666664,0.0,0.0,0.0,8.333333333333332,0.0,8.333333333333332
365,8882417,33.33333333333333,0.0,8.333333333333332,0.0,0.0,0.0,0.0
366,9999989,27.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0
367,10000013,23.52941176470588,0.0,0.0,0.0,5.88235294117647,0.0,0.0
368,8899597,25.0,0.0,0.0,0.0,0.0,0.0,0.0
369,1000024871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,663600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,8897516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,1000024860,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,8883542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,8889396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,8893028,100.0,0.0,0.0,0.0,0.0,0.0,0.0
376,8893018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,1000001483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,1000026167,100.0,0.0,0.0,0.0,0.0,0.0,0.0
379,8881307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,681581,0.0,0.0,20.0,0.0,0.0,0.0,0.0
381,8888435,0.0,0.0,33.33333333333333,0.0,0.0,0.0,16.666666666666664
382,900146,0.0,0.0,20.0,0.0,0.0,0.0,0.0
