,Batter_ID,Up_The_Middle_BIP,Up_The_Middle_Hit,Up_The_Middle_BIP+Hit,SS_BIP,SS_Hit,SS_BIP+Hit,3_4_Hole_BIP,3_4_Hole_Hit,3_4_Hole_BIP+Hit,1B_BIP,1B_Hit,1B_BIP+Hit,5_6_Hole_BIP,5_6_Hole_Hit,5_6_Hole_BIP+Hit,2B_BIP,2B_Hit,2B_BIP+Hit,3B_BIP,3B_Hit,3B_BIP+Hit
242,8882945,3,2,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,8901353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,8893818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
245,8886502,1,0,0,0,0,0,1,0,0,0,0,0,2,1,25,0,0,0,0,0,0
246,10000084,1,1,33.33333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
247,8892512,0,0,0,0,0,0,2,1,20,2,0,0,0,0,0,1,0,0,0,0,0
248,10000074,1,0,0,0,0,0,0,0,0,0,0,0,1,1,33.33333333,1,0,0,0,0,0
249,8893321,1,0,0,1,0,0,1,1,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0
250,8888605,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
251,8884022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
252,8883990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253,8882104,1,1,25,1,1,25,0,0,0,0,0,0,1,0,0,0,0,0,1,1,25
254,8882122,0,0,0,1,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,1000001146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
256,8882112,2,2,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
257,1000001143,3,1,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
258,8882095,4,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1000001151,2,1,33.33333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,8891701,1,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1000010416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,8891686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,8891433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,8894201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,1000024648,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
266,1000024649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,8898911,4,1,3.703703704,5,1,3.703703704,0,0,0,1,0,0,9,3,11.11111111,1,1,3.703703704,7,1,3.703703704
268,1000017371,8,2,5,8,3,7.5,9,2,5,6,0,0,0,0,0,7,1,2.5,2,1,2.5
269,1000017372,6,2,9.523809524,2,1,4.761904762,3,1,4.761904762,2,0,0,2,1,4.761904762,4,0,0,2,0,0
270,1000017374,4,0,0,5,2,10.52631579,1,0,0,0,0,0,5,1,5.263157895,1,0,0,3,1,5.263157895
271,1000025185,1,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1000025189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
273,1000025193,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,1000025204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275,1000025207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,1000025200,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1000025194,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0
278,1000017373,7,3,10.34482759,8,4,13.79310345,0,0,0,8,0,0,3,3,10.34482759,2,0,0,1,0,0
279,1000025368,2,1,12.5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
280,1000025371,1,0,0,0,0,0,2,1,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0
281,8882334,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282,1000025370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,8892913,3,2,40,0,0,0,0,0,0,1,0,0,0,0,0,1,1,20,0,0,0
284,8892890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0
285,8892908,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
286,8892892,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
287,8883558,2,2,40,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
288,8882774,2,0,0,1,0,0,0,0,0,0,0,0,1,1,25,0,0,0,0,0,0
289,8882755,1,1,25,0,0,0,1,1,25,0,0,0,0,0,0,1,1,25,1,0,0
290,1000026384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0
291,1000026388,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,8897230,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,1000017377,0,0,0,0,0,0,1,1,33.33333333,0,0,0,1,0,0,0,0,0,1,0,0
294,8897231,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
295,1000025935,4,1,16.66666667,0,0,0,0,0,0,0,0,0,1,1,16.66666667,1,0,0,0,0,0
296,8897237,1,0,0,1,1,33.33333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
297,8897229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,8897243,0,0,0,1,1,25,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
299,1000025942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,8900893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,8900901,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,8897242,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303,8891982,2,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,0,0,1,0,0
304,1000025937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,8900891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,8897333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
307,1000008907,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,1000017276,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
309,8883891,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
310,681842,0,0,0,0,0,0,0,0,0,0,0,0,2,2,66.66666667,0,0,0,1,0,0
311,8899405,2,2,40,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
312,8899401,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0
313,8888956,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
314,8896959,0,0,0,1,0,0,1,1,33.33333333,0,0,0,0,0,0,1,0,0,0,0,0
315,8889826,2,1,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,1000023550,0,0,0,0,0,0,0,0,0,1,0,0,1,1,50,0,0,0,0,0,0
317,8895104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,10000620,5,3,42.85714286,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,8901685,0,0,0,0,0,0,1,1,50,0,0,0,1,0,0,0,0,0,0,0,0
320,663618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,669471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
322,1000026978,1,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,10000625,2,1,20,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
324,10000623,6,2,11.11111111,3,0,0,0,0,0,1,1,5.555555556,4,1,5.555555556,2,0,0,2,1,5.555555556
325,10000626,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,1000026985,1,1,25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
327,1000026983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
328,10000798,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,8889834,0,0,0,1,1,33.33333333,0,0,0,0,0,0,2,1,33.33333333,0,0,0,0,0,0
330,10000619,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,20,0,0,0
331,1000026861,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,1000026860,0,0,0,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,1000026864,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
334,1000026865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,1000018214,2,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,0,1,0,0
336,9999672,8,4,22.22222222,1,0,0,1,0,0,0,0,0,3,3,16.66666667,1,0,0,4,1,5.555555556
337,8888443,5,2,11.76470588,4,0,0,2,0,0,0,0,0,5,3,17.64705882,1,0,0,0,0,0
338,8899275,7,0,0,2,0,0,0,0,0,0,0,0,2,1,7.692307692,2,0,0,0,0,0
339,1000018217,9,4,20,2,1,5,1,1,5,3,0,0,1,0,0,3,0,0,1,0,0
340,1000024474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50,0,0,0
341,1000001033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
342,8893339,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
343,1000001039,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1000001031,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1000001028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
346,8899287,4,2,18.18181818,0,0,0,2,1,9.090909091,3,2,18.18181818,0,0,0,2,0,0,0,0,0
347,8899244,3,0,0,1,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
348,8889983,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,14.28571429,3,0,0
349,1000017379,4,1,10,0,0,0,2,1,10,0,0,0,0,0,0,3,0,0,1,0,0
350,1000017381,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
351,1000017385,1,1,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
352,8891795,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353,8901251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,8901278,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
355,8891799,1,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,8901249,1,1,50,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
357,1000018300,2,0,0,1,0,0,4,2,12.5,3,0,0,0,0,0,6,1,6.25,0,0,0
358,1000018296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,8895213,1,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,0,0,2,1,25
360,8895231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,8895147,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,9999983,2,0,0,1,0,0,1,0,0,3,2,22.22222222,0,0,0,0,0,0,2,1,11.11111111
363,8890876,2,1,9.090909091,1,0,0,0,0,0,0,0,0,5,3,27.27272727,0,0,0,3,0,0
364,8884530,4,2,16.66666667,1,0,0,0,0,0,0,0,0,3,1,8.333333333,1,0,0,3,1,8.333333333
365,8882417,4,4,33.33333333,0,0,0,2,1,8.333333333,1,0,0,1,0,0,4,0,0,0,0,0
366,9999989,6,3,27.27272727,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0
367,10000013,7,4,23.52941176,4,0,0,0,0,0,0,0,0,3,1,5.882352941,0,0,0,3,0,0
368,8899597,2,1,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
369,1000024871,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
370,663600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
371,8897516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,1000024860,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
373,8883542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
374,8889396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,8893028,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,8893018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1000001483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
378,1000026167,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,8881307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
380,681581,1,0,0,0,0,0,2,1,20,0,0,0,1,0,0,1,0,0,0,0,0
381,8888435,2,0,0,0,0,0,3,2,33.33333333,0,0,0,0,0,0,0,0,0,1,1,16.66666667
382,900146,2,0,0,0,0,0,1,1,20,0,0,0,2,0,0,0,0,0,0,0,0
383,1000010510,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
384,8899476,1,1,20,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
385,900150,5,2,20,0,0,0,0,0,0,0,0,0,2,1,10,3,1,10,0,0,0
386,664983,1,1,25,1,0,0,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0
387,1000018389,1,1,25,1,0,0,0,0,0,0,0,0,1,0,0,1,1,25,0,0,0
388,8890686,3,0,0,0,0,0,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0
389,8890690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
390,8889423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,8899226,3,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20
392,8899258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
393,1000018391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
394,8892146,5,1,5.882352941,4,2,11.76470588,1,0,0,1,0,0,2,1,5.882352941,1,0,0,3,0,0
395,1000017380,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
396,8882087,2,1,12.5,2,1,12.5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
397,1000024859,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398,8901616,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,8900750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,8900199,0,0,0,0,0,0,1,1,50,0,0,0,1,0,0,0,0,0,0,0,0
401,1000010302,3,2,22.22222222,2,0,0,2,2,22.22222222,0,0,0,0,0,0,2,0,0,0,0,0
402,8900757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,1000025378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
404,1000017366,2,1,33.33333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,8883666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,1000017363,0,0,0,1,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
407,8898876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
408,8892151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409,663492,2,0,0,0,0,0,1,1,25,0,0,0,0,0,0,1,1,25,0,0,0
410,8900208,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
411,8888431,2,1,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33.33333333,0,0,0
412,1000024842,1,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,8892290,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,8889383,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
415,1000010175,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0
416,8892286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,8882584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
418,8891796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,8893997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1000018229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100
421,10000501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,1000010214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
423,1000018302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,8898953,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,10000197,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
426,10000485,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0
427,1000009965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,66.66666667,0,0,0
428,8881902,3,0,0,2,1,14.28571429,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
429,8885574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,8888852,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0
431,8900200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
432,1000025717,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,8883024,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0
434,8892772,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,1000025605,2,2,33.33333333,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
436,1000025722,2,1,25,0,0,0,1,1,25,0,0,0,1,0,0,0,0,0,0,0,0
437,1000010379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,1000010375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1000010388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
440,1000010387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,1000010378,1,1,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
442,1000010393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
443,1000010394,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
444,10000602,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
445,10000594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,8895424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
447,1000025959,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
448,1000026255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
449,1000026275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1000026263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
451,1000026260,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
452,1000026276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,1000013630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
454,10000163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33.33333333,1,0,0
455,8881495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
456,10000135,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,33.33333333,0,0,0
457,10000170,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,1000018532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,10000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
460,10000162,0,0,0,0,0,0,1,1,33.33333333,0,0,0,1,0,0,1,0,0,0,0,0
461,8881509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,8881506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1000018534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
464,1000001307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,1000001276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,1000024446,2,1,10,4,1,10,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
467,8891132,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
468,1000024442,4,3,50,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
469,8899523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
470,1000008922,2,0,0,0,0,0,3,1,10,1,0,0,1,0,0,2,0,0,1,1,10
471,8891120,4,2,28.57142857,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
472,8886192,2,0,0,0,0,0,0,0,0,1,0,0,1,1,16.66666667,2,0,0,0,0,0
473,1000017389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
474,1000017384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,1000024342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0
476,1000024339,0,0,0,0,0,0,1,1,33.33333333,0,0,0,1,0,0,1,0,0,0,0,0
477,1000024346,0,0,0,1,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0
478,8882111,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,8893163,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
480,8881999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
481,1000026075,2,1,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
482,10000636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,10000662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
484,1000026072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0
485,10000643,1,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,10000669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,1000026074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,1000026068,1,1,50,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,0
489,10000075,1,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,8881192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
491,8889498,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
492,1000018218,0,0,0,0,0,0,2,0,0,0,0,0,1,1,25,1,0,0,0,0,0
493,1000028164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,8893429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,8893427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,1000028145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,9999665,1,0,0,2,0,0,0,0,0,0,0,0,1,1,16.66666667,1,0,0,1,0,0
498,8893455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,8893434,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500,8901379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0
501,8886173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,8882066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,1000026613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,1000026622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0
505,1000026627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,1000026611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1000018484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,8888861,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
509,10000340,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
510,1000026078,2,1,33.33333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
511,10000341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
512,10000356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0
513,8899577,3,1,14.28571429,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,8900845,4,1,16.66666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
515,8895544,0,0,0,0,0,0,2,1,33.33333333,1,0,0,0,0,0,0,0,0,0,0,0
516,8900834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,1000026189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33.33333333
518,8895412,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
