,Angle,Direction,HangTime,LastTrackedDistance,ExitSpeed,PlayResult,cluster #
0,0.1885398993679032,0.27328815482870905,0.2865591761281847,0.6593878464895299,0.8489417457025399,1.0,0
1,0.06631763329484754,0.7663916621729627,0.16053362411590222,0.5014214872191272,0.8572269651657869,1.0,3
2,0.4140330930611163,0.5937967200447603,0.7068314052860547,0.8832042396256768,0.6747399766387856,0.0,4
3,0.03615838476179202,0.7426444678907853,0.04489841377832061,0.2857983183968308,0.8349031741412551,1.0,3
4,0.09004125612141267,0.5182373848220347,0.10085551211734146,0.3041692832672783,0.5036257187646633,0.0,3
5,0.17518194101938986,0.5929620407672396,0.2288034258219309,0.4506738233642114,0.4672224797917632,1.0,3
6,0.19661336773054866,0.8267769800928604,0.3902997866205945,0.44753060502112585,0.6706180753430749,0.0,3
7,0.16156260113281867,0.31916340249060504,0.2400508843214421,0.5445615649303498,0.7029811127460504,1.0,0
8,0.2539913929102907,0.7165016289412102,0.3963734220213824,0.6517331516827416,0.5572732138755456,0.0,4
9,0.09908868151916783,0.4567197346551382,0.24686269264715174,0.5957651642825447,0.8067671922466204,1.0,0
10,0.2155677954745797,0.5289984369683849,0.43071197693077,0.7823756470102907,0.7588861181229516,0.0,4
11,0.25159742733888346,0.4852526195383246,0.5487674993748255,0.8617287042254563,0.7726822333598657,0.0,4
12,0.15262741574701433,0.93190867005403,0.19408061257332046,0.3214796432169523,0.7031128070930637,1.0,3
13,0.23653995531996966,0.6042179185250404,0.5060796166237328,0.8784555238419597,0.7640671748573897,1.0,4
14,0.29156075190282144,0.20832267245054545,0.4978038143312543,0.6864423980128427,0.5365879715558091,0.0,4
15,0.20412988788144013,0.6413732780503035,0.3743596302841885,0.7248409407314358,0.7127458489676783,1.0,4
16,0.281642681238136,0.5324425035666166,0.544493877537319,0.8654844701980862,0.6817138051741323,0.0,4
17,0.08968208900793595,0.3282152812581407,0.17607123800540264,0.5051353036418618,0.7892483247830506,1.0,0
18,0.2798533212517911,0.2783066340118729,0.4424498001052474,0.7100456766933613,0.623668110184542,0.0,4
19,0.03396200744774691,0.11624414957353953,0.01752542875469655,0.22206593220388773,0.8272978552054282,0.0,0
20,0.2018140115000321,0.37314522283563,0.4795624843475113,0.9363235691749476,0.8486086902790497,1.0,4
21,0.27664911963742483,0.027120377139465968,0.3064102869403977,0.3439829613630916,0.4494240144547206,1.0,0
22,0.1242348137872015,0.395464264644116,0.2457358848356626,0.5957175975996963,0.7240191331818993,1.0,0
23,0.2447114611923571,0.3444542691147521,0.5275779519167254,0.8868189714634701,0.7846571179334063,0.0,4
24,0.2892096994832328,0.4444577042082199,0.4409392204323277,0.6031940777192896,0.4851705859172981,0.0,4
25,0.2529182405898698,0.4575939953850718,0.4683650153052549,0.7603970493419381,0.6906611584500779,0.0,4
26,0.19027298476489932,0.08259787867872542,0.4856178356406167,0.3129396098075677,0.7411459683212036,1.0,0
27,0.0823513200090839,0.944699406580286,0.17838952872362207,0.2924783644771681,0.9116483477525938,1.0,3
28,0.189759123635416,0.4502812457833799,0.364630726315294,0.688527890036047,0.6273967268663192,1.0,4
29,0.06504020833359192,0.529977507129589,0.2658125323612999,0.64921537901849,0.8696528064957503,0.0,3
30,0.3541812511973313,0.4708534642079596,0.5227283800498401,0.6364159885153032,0.5155493391793378,1.0,4
31,0.17923334455229606,0.4219378398799347,0.5032946918817669,0.9239193831463476,0.8630541458272609,1.0,4
32,0.042751876345862125,0.9395285587880259,0.05940346110548155,0.2911700102807814,0.8179509883339793,1.0,3
33,0.07743469375950005,0.553975398458325,0.1404917942504299,0.28983340398803303,0.5436647775808423,0.0,3
34,0.14996543150876168,0.5977901053730621,0.25789521544242433,0.522242187517195,0.5970881979215157,1.0,3
35,0.038060140338371976,0.16947252326180312,0.02410207215403655,0.2325448851906903,0.7371059615518938,1.0,0
36,0.15847629745221894,0.5573161359487483,0.2513981274949038,0.516185023003944,0.5256730578586892,1.0,3
37,0.30307013288691514,0.5969853960340376,0.5659125600191958,0.8312440976244273,0.6646404212074444,0.0,4
38,0.2134232397294845,0.4458130983107301,0.4438518421688717,0.8094986562430202,0.7415186916142718,0.0,4
39,0.106856830247698,0.1948811402054784,0.14545817050285176,0.4710922257399061,0.8802646250749773,1.0,0
40,0.22066733826792367,0.4438313832899696,0.2926676291891377,0.4507511301750389,0.3285542865604145,1.0,0
41,0.2819891555657273,0.4271866036471519,0.4760320925412787,0.7331614229045861,0.6041376089505381,0.0,4
42,0.28724614421250344,0.5167795319213633,0.5078754481989176,0.8294668446402865,0.6638679816914475,0.0,4
43,0.03482381150770804,0.3040827176349937,0.02357115183485671,0.26104629421979875,0.8598625203761987,1.0,0
44,0.21067675177479311,0.4341004793176717,0.4469554747178753,0.8418372735478951,0.7761543089370915,0.0,4
45,0.3256119872900736,0.38826914959339376,0.5873382450405616,0.80561641503903,0.5824116855084338,1.0,4
46,0.6482009658372889,0.6056027947128506,0.6877034898422331,0.2637683231897153,0.4811881820087114,0.0,2
47,0.13720589097264554,0.5753453106072733,0.33909947785465344,0.7742099392982901,0.8612166832287145,1.0,4
48,0.04056168743435369,0.5281767764955636,0.028442703319728768,0.25162616653399505,0.7556953126027519,1.0,3
49,0.24647890322184884,0.7785926992979211,0.2969822931486504,0.4474522106796743,0.3618670856671746,1.0,3
50,0.4311196889818088,0.7028382884071274,0.7084913702903721,0.7303381819544892,0.5850348949399888,0.0,4
51,0.6124037647515177,0.4072890493076829,0.848948055121437,0.2700284221423198,0.7089363661154255,0.0,1
52,0.14247967514552248,0.3428679281551079,0.20724420830329765,0.4299741191030579,0.4563740307889985,1.0,0
53,0.1891126484812471,0.6344303349002214,0.2520898120729708,0.5122385163027339,0.5351617608841692,1.0,3
54,0.4090366353394384,0.8464104265865541,0.4433828739121807,0.26314407768240977,0.3470391970878006,1.0,2
55,0.1251121297235817,0.3697413566413949,0.2350945255598059,0.5742640415555392,0.7739151664558457,1.0,0
56,0.42248948885419396,0.3826778836236148,0.7408151703321434,0.3371459830692426,0.7531769054672397,1.0,1
57,0.2344975336835836,0.3593876548768871,0.4634114769356672,0.8111876267185558,0.692125955007225,1.0,4
58,0.02001231737382525,0.5992612312156532,0.04739769765886971,0.2908536965132393,0.7897673676880546,0.0,3
59,0.8730514001892902,0.1633339676021474,0.8274163611236237,0.057159518918495016,0.5772372572127793,1.0,1
60,0.6738242250947111,0.3217517090949844,0.6378701137205514,0.2325512335575055,0.5145876147755839,0.0,1
61,0.19367548584755093,0.6581505422352485,0.3511225527720516,0.7103860442203853,0.7977474469168331,1.0,4
62,0.3026165536185033,0.2627585517776049,0.523699675586731,0.8246556461746103,0.6366808437346048,1.0,4
63,0.4449729457144208,0.8226072289585671,0.6295255513853428,0.2835867481814828,0.5738707961805889,0.0,2
64,0.3855949558226623,0.9408597804844754,0.3860388081066736,0.2350403072898453,0.3745551980516242,1.0,2
65,0.7885916393398509,0.1954657488583978,0.6179073529884503,0.1781385542993099,0.35784577613338064,0.0,1
66,0.6643419611556003,0.4043745603990814,0.6938749648025232,0.2934491301547556,0.4503665776670296,0.0,1
67,0.11334420964015865,0.660091303400353,0.17850137304341399,0.4529178059332512,0.6308804326490121,1.0,3
68,0.31312708766171643,0.2418545644766069,0.3748626381233964,0.5154234653048791,0.3492898929558184,1.0,0
69,0.04036895597371376,0.5267162403745226,0.05247455663503527,0.2772693323173833,0.7396468359815502,1.0,3
70,0.07343501581170174,0.3131810750219327,0.08066517251676003,0.30253464032547484,0.6343267571502982,1.0,0
71,0.33664467314764923,0.7360461461948905,0.5318046964482254,0.7445516719646402,0.622118235038561,0.0,4
72,0.16506029270559938,0.3553182340845622,0.31687298712752504,0.7322553812765532,0.8699011526399059,1.0,4
73,0.4343111826504255,0.37422099254822494,0.6103332524461359,0.7768729098164863,0.6010666271148755,0.0,4
74,0.4225478798121045,0.5209215635116401,0.6669426467558103,0.8087309933004162,0.6317573834196568,0.0,4
75,0.2424113247295163,0.21137380038505452,0.3918947846111264,0.797426094091093,0.8423361061280894,1.0,4
76,0.5424177893736934,0.7852120718842361,0.4829781140826076,0.26151965071143257,0.3625803807306767,0.0,2
77,0.7288264632267571,0.7370961137704896,0.7204353760743989,0.16002769298845312,0.5808071560351455,0.0,2
78,0.2034828993819208,0.7430563031425763,0.3605281776679718,0.6348954694500785,0.6961530723242351,0.0,3
79,0.27797079037269723,0.419804317573065,0.5323165545820744,0.9311844746340688,0.8459332748624409,1.0,4
80,0.1869788316174016,0.2631429992166593,0.3342791800637885,0.5933150704278383,0.5908312268079414,0.0,0
81,0.15668061684756324,0.3638486211860649,0.31840224002662354,0.6905816372959791,0.7501180015595883,1.0,4
82,0.24664228389723936,0.5140130006330155,0.4625399660727264,0.7982523228478918,0.8166858395065313,0.0,4
83,0.3113385769999573,0.5464812241847511,0.4203245528480694,0.6480950879991595,0.5185303818319524,1.0,4
84,0.09556288265650513,0.6958211528853883,0.1758252776699435,0.4635305241216293,0.7178727822934496,1.0,3
85,0.5929698645766894,0.33157857576413874,0.7611572293377226,0.4261423809678587,0.6355600828912679,0.0,1
86,0.27662124438364954,0.30869345315226904,0.5816429354356999,0.9003069938670939,0.7318306040718283,1.0,4
87,0.1688964643902001,0.3896906326130917,0.3035335525415225,0.6698734394313045,0.7855618440250718,1.0,4
88,0.06906490898986099,0.5260424443757334,0.07003742904204129,0.07463933062557629,0.5457437148188151,0.0,3
89,0.06005997472995527,0.7128621539431336,0.12736126562541755,0.3993882001303095,0.731662743628197,0.0,3
90,0.6743046280176386,0.7400364780746619,0.7422018460394296,0.18368315372633665,0.5938963594072808,0.0,2
91,0.3805325264952664,0.6629464726508416,0.5667015004790203,0.7299107086568192,0.530408989245293,0.0,4
92,0.32372240571422845,0.4987545549458331,0.6058087102074254,0.8563754811891917,0.6753718205502035,0.0,4
