,Unnamed: 0,Angle,Balls,BatterId,BatterSide,Bearing,Direction_x,Distance,ExitSpeed_x,Extension,HangTime_x,HitSpinRate,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,LastTrackedDistance_x,Outs,OutsOnPlay,PAofInning,PitchNo,PitcherId,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpinAxis,SpinRate,Strikes,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0,PlayResult_x,3B_x,5_6_Hole_x,SS_x,Up_the_Middle_x,2B_x,3_4_Hole_x,1B_x,cluster #,Direction_y,HangTime_y,LastTrackedDistance_y,ExitSpeed_y,3B_y,5_6_Hole_y,SS_y,Up_the_Middle_y,2B_y,3_4_Hole_y,1B_y,PlayResult_y,hit_prob,shifted_hit_prob
120,1745,-2.508727663,2,8882087.0,0,35.32830297,36.50667650000001,34.347770000000004,96.87758827,7.137216823999999,0.24715271,,-1.5569396219999998,10.75364411,-3.6202324110000004,11.415467800000002,6,33.57402446,1,1,2,182,8889809.0,1,4,2.9921011539999998,0.649125398,,,,5.699138476,3.039706807,86.3787102,0,223.2064901,2006.053911,1,-5.3876046870000005,-24.10900442,-0.7682197690000001,79.31377176,0.42897831200000003,-11.31082933,24.83665071,-21.50151432,-7.042778445,6.645338895,7.696950492000001,-125.7618297,-2.272360972,-2.830284522,50.0,5.646155597000001,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,36.50667650000001,0.24715271,33.57402446,96.87758827,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
121,1788,-69.737502,1,8883558.0,0,-2.873175124,39.42125997,3.0601696830000003,55.79400321,5.652574694,0.038609009,,-0.353260009,8.52203106,-1.954571118,10.11888994,6,2.818638889,1,1,2,141,8898949.0,1,2,2.88873821,0.828050697,,,,5.918750747000001,1.941262579,91.17220525,0,220.01477799999998,2148.6369329999998,0,-5.585203461,-23.86550462,-1.115777451,82.94048186,0.41957662700000004,-9.088826481,29.91077768,-22.01129611,-5.141340199,5.748835432000001,4.228922217,-132.5268384,-3.4054643039999997,-1.781231861,50.0,5.80933004,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,39.42125997,0.038609009,2.818638889,55.79400321,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
122,1796,-2.274404859,0,8892144.0,1,38.71077427,38.18017463,28.46361045,96.91361312,6.047372951,0.20315918,,-0.266031205,15.2128661,-3.1343277639999996,12.68193314,8,28.46361045,2,0,6,252,8892920.0,1,1,2.08608536,-0.09396629699999999,,,,4.684932322,1.54241387,87.50098201,1,230.10880830000002,2286.2713280000007,0,-5.114428862,-23.50521222,-0.69044027,79.99117407,0.43296090299999995,-14.95261237,26.05653103,-20.58404289,-9.121219652999999,7.0700012029999995,6.4951701889999995,-127.22509170000001,-2.264070276,-1.306887991,50.0,4.618509734,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,38.18017463,0.20315918,28.46361045,96.91361312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0
123,1810,-29.71865717,0,8892913.0,0,18.26758108,36.00718766,3.8775365760000002,66.16442363,5.367742748,0.038278198,,0.605127991,5.983341599,-0.511144776,16.31081202,8,3.5768956210000002,1,1,2,293,8889451.0,1,1,1.8931337259999999,0.661532247,,,,6.582745647,0.642126161,91.79889521,0,200.10864990000002,2180.316813,0,-6.681119392,-17.50246474,-3.442231065,83.95910263,0.41851897,-5.951061071,28.89512926,-14.91583563,-3.311420863,9.603196078,0.970801945,-133.2823717,-8.65580296,-0.6005353689999999,50.0,6.261869589,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,36.00718766,0.038278198,3.5768956210000002,66.16442363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
124,1834,-3.715544126,2,656717.0,1,43.13345693,42.12758329,34.44890514,95.7739998,4.801788952,0.243398438,,-1.775191965,-15.76316537,1.175965597,21.73658014,6,34.44890514,0,0,1,137,8882088.0,0,4,2.7310373539999997,-1.10710247,,,,5.477808373999999,-0.9077334429999999,88.38874698,0,144.0955638,2119.3438969999997,1,-4.5135008569999995,-16.37085693,-1.4587190769999998,78.53515676,0.444300077,13.99236515,33.29945369,-12.97374083,8.661782073,11.88568762,-2.040945931,-128.0950435,-3.873815535,0.803804306,50.0,5.319195073,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,42.12758329,0.243398438,34.44890514,95.7739998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0
125,1843,-5.3431877210000005,1,680575.0,0,36.95187025,38.27576302,24.09432252,99.96548627,5.464362286,0.162588501,,1.506783542,1.641456145,1.197961085,-0.279549342,1,20.23548703,0,1,2,7,8889496.0,0,4,2.291067244,-0.5006585170000001,,,,5.932858987,-1.75866603,78.28828928,0,278.1669495,2110.986494,2,-8.493387083,-47.05387498,0.298461091,71.06921207,0.492238168,-0.6303396370000001,23.85049337,-32.49060711,-0.488632279,-0.245392672,-2.4283199769999997,-113.7454248,-0.833265057,1.652296941,50.0,5.927679365,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,38.27576302,0.162588501,20.23548703,99.96548627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
126,1858,-1.836498535,0,665052.0,0,38.98945347,40.05845553,45.40492285,100.8920707,7.106567763999999,0.311873169,4926.883156,-1.082242081,13.91020384,-3.794799008,15.70758639,6,41.85958287,2,1,4,197,8899456.0,1,2,2.6213212809999997,-0.096494621,,,,5.33891704,2.191783996,76.6201335,0,221.4480484,1530.717651,1,-6.166924622000001,-30.87151614,-0.159458236,68.24282979,0.491209861,-11.3147051,25.72596431,-21.25243588,-9.29857967,8.975530928,7.093921872999999,-111.34841340000001,-0.9579091340000001,-1.9712208569999998,50.0,5.31963038,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,40.05845553,0.311873169,41.85958287,100.8920707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
127,1863,-19.92164378,1,656361.0,0,34.14348725,43.89133209,6.374629056,91.79418431,5.548070138,0.035316772,,-0.84920172,11.95277867,-3.087333117,14.88045396,9,4.5207549789999995,1,1,2,277,8892138.0,1,2,1.55193753,-0.5062344089999999,,,,6.208880195,1.385122231,87.86577464,0,218.70827599999998,2138.956184,0,-7.105369886,-21.95862942,-3.0185307569999997,80.11707341,0.43684354799999997,-11.91021376,27.273790899999998,-17.73765297,-7.273234236,8.815902787999999,6.470322275,-127.4491841,-7.472295258,-1.1259183879999999,50.0,5.933099212999999,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,43.89133209,0.035316772,4.5207549789999995,91.79418431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
128,1894,-23.37903765,1,8892160.0,1,24.44415228,34.072882,7.63131158,79.48602262,4.7819210839999995,0.054293823,,1.436635111,5.318785816,0.44734535799999997,0.5101609,6,7.138095582999999,0,1,1,169,8901257.0,0,3,2.430281765,0.088022741,,,,5.513094678,-0.779200332,69.16514133,0,263.9031619,1928.9822570000001,1,-9.169394372000001,-61.13096438,2.121237464,62.75031084,0.5650759160000001,-2.630540285,18.65311491,-32.5986894,-2.623743852,-0.423543711,-0.940690158,-100.3115172,1.9056538490000001,0.730072356,50.0,5.673637364,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,34.072882,0.054293823,7.138095582999999,79.48602262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
129,1897,-0.549248878,1,8892160.0,1,34.33341259,35.68622687,34.86121761,95.66402585,6.080123573,0.248186646,,-1.242770205,4.569775611,-2.111037242,15.52993638,7,33.59937301,0,1,2,219,1000025525.0,1,3,1.5331223230000002,-0.43564004,,,,5.325013066,1.137384091,88.55751963,0,196.36333480000002,2024.687775,1,-6.095983779,-20.19888818,-2.276589789,80.05438827,0.43021037799999995,-5.226583345,30.15280256,-16.98969955,-3.1619262910000003,9.186076097,4.601759396,-128.66159620000002,-5.741044642,-0.97679785,50.0,5.138443943,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,35.68622687,0.248186646,33.59937301,95.66402585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
