,Angle,Balls,BatterId,BatterSide,Bearing,Direction,Distance,ExitSpeed,Extension,HangTime,HitSpinRate,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,LastTrackedDistance,Outs,OutsOnPlay,PAofInning,PitchNo,PitcherId,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpinAxis,SpinRate,Strikes,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0,PlayResult
8,19.45147454,1,8886469.0,1,-24.70989405,-18.23701189,348.8554824,98.56749894,5.5108905,4.075188599,1953.169124,-0.041085652,17.66801571,-3.358336421,13.10452392,1,338.0771458,1,0,2,9,8889942.0,1,4,2.465475481,-0.395239023,103.439012,37.99881484,-37.42152786,6.176307231,1.2760558000000002,82.12748149,0,233.3520278,,2,-6.832330692999999,-29.29902777,-1.354905536,74.43344414,0.468675915,-14.88561902,25.21870016,-21.63338365,-10.54758754,7.468858747,6.433904448,-119.1621817,-3.749734231,-0.994998255,50.0,6.038824411,Double
18,-5.922391283,1,8889924.0,0,-19.20177278,-20.17872184,21.66660557,97.49085055,5.5546332000000005,0.14956481900000002,,0.126277679,12.21149232,-2.152218382,8.150857001,1,21.44020473,0,0,1,19,8886490.0,1,3,2.480116274,0.084186817,,,,5.083775543,1.07817949,91.12500897,0,236.1748216,2200.468438,1,-5.273918622,-25.66884412,-0.49693188,83.68631218,0.418558727,-12.63462961,27.07070367,-24.18485038,-7.167703147999999,4.532321302,4.549448607,-132.5447327,-2.05788163,-0.900392903,50.0,5.024001356,Single
26,-1.774046741,3,8889923.0,0,-0.62433201,0.190045145,33.65103236,102.6935971,5.549674913,0.222020874,,0.742815102,14.11470192,-1.891360506,4.2249508360000005,1,33.11731665,1,0,3,27,8886490.0,1,5,1.510897612,0.492579339,,,,4.965453934,1.084129105,89.42225239,1,253.2130139,,1,-6.679338969,-30.90602053,-0.94025432,82.32361432,0.426595822,-13.7899421,26.14142111,-27.87543864,-8.148385381,2.540020104,3.805335254,-130.07264890000002,-3.208802303,-0.92998193,50.0,4.863850182,Single
30,15.98800166,2,8889935.0,1,-29.29669066,-20.39716055,277.1008194,103.9757267,5.252559229,2.546309204,1812.647997,-1.831816466,-5.6215307060000015,-0.791529635,3.898038329,1,272.14353930000004,1,0,4,31,8886490.0,1,4,2.492900439,-0.225285761,100.8221606,26.47208281,-43.98738511,5.134113509,0.986867674,85.62006513,1,124.9864061,2208.333849,1,-6.123736289,-34.6167182,0.259167132,79.21802887,0.446668264,4.3837058660000014,22.60828703,-29.02002163,2.7598965630000003,1.985714445,1.918590141,-124.6146262,-0.649094163,-0.910256595,50.0,5.132413342,Single
45,1.5331787630000002,0,8886492.0,1,-35.94697820000001,-36.39754398,85.70989156,105.9441968,5.319046452,0.594855347,3130.124847,0.613972229,11.68432887,-1.5665178480000002,12.41556352,2,80.31288012,0,1,1,46,8889942.0,1,3,2.1830368,0.385317653,,,,6.31361684,0.881921871,86.48592705,0,223.1794838,2090.0617230000007,2,-6.890812797000001,-25.78246739,-2.110532044,78.99299040000002,0.444827887,-10.56095248,26.30161959,-20.74682883,-6.663711067,7.210305196,3.031738723,-125.6328389,-5.523133108,-0.74855983,50.0,6.104357632999999,Out
52,7.450103232000001,0,8886477.0,0,25.00970424,23.96013299,212.8224869,104.547354,5.584222692999999,1.755407715,972.1864084,0.159922432,12.40801214,-2.170258812,6.962383219,2,212.8224869,1,0,3,53,8889942.0,1,1,1.924189533,-0.001856816,100.202902,10.53262888,45.37975078,6.067704423,0.991515821,86.76950437,0,240.5780376,2095.640842,0,-7.426762026,-30.73071726,-1.693263528,79.08913436,0.441878071,-11.62819328,27.3634071,-25.42161512,-7.389771114,4.29120297,4.365727298,-126.0527426,-4.747420697,-0.813252627,50.0,5.9025460160000005,Single
53,29.67110614,0,8881728.0,0,0.122466297,3.500696716,309.8467266,83.77669528,5.236539417,4.685245972,,0.721717135,15.01645525,-2.1040145530000003,13.685833,2,305.2259905,1,1,4,54,8889942.0,1,1,2.740039332,0.679691192,109.9263187,56.40673831,4.020376115,6.027228432999999,1.406527505,79.99526756,0,227.5651231,1761.137553,0,-6.642082885,-31.88475476,-0.670018829,71.67547707,0.485863007,-11.57208979,26.40479492,-22.202485,-8.789422026,7.573764281,3.785127941,-116.0480429,-2.373637484,-1.223987714,50.0,5.942737781,Out
61,25.97598549,2,8886485.0,0,-28.89769793,-18.2232516,288.2149773999999,88.09007541,5.545241184,3.825686646,,0.362289915,15.78773711,-2.607172796,12.33881223,2,279.9285995,2,1,5,62,8889942.0,1,8,1.842954437,-0.128936435,102.01781,44.67675069,-41.13835057,6.215979037,0.993232667,88.2522165,0,231.9131207,,2,-7.057393583,-24.37351705,-2.502137616,79.93778162,0.436091366,-15.17553979,29.41551541,-20.07378694,-9.397908034,7.493449813,5.297709513,-128.046369,-6.423922285,-0.777932307,50.0,5.983447242,Out
62,31.73994315,0,8889937.0,0,4.650112222,8.43429633,361.0674344,91.95691569,5.667285626,5.183821411,3487.934783,-0.7466576709999999,7.844151837,-2.227132108,13.30701658,2,356.1932321999999,1,1,1,63,8886490.0,1,1,2.323575317,-0.7988874770000001,109.0477949,63.69861216,14.44210541,5.471972444,0.624758253,90.82343728,0,210.4572518,2266.633097,0,-5.470676114,-21.21590993,-1.479251605,81.89597126,0.42288796,-8.552502693,31.93728013,-18.94706013,-5.012525288,7.752188612,4.862950247,-131.89797579999998,-4.129747793,-0.441719018,50.0,5.333961071,Out
79,0.637003136,0,8881734.0,1,-21.9447801,-23.73958202,63.68671558,96.67719183,5.457647008,0.47048645,2216.016483,-0.315029364,10.6414138,-2.305939183,10.11453452,3,63.68671558,0,0,3,80,8889942.0,1,2,2.323458859,-0.434114864,,,,6.250541204,0.8384516540000001,86.70366351,1,226.3536047,2124.769706,1,-6.88559255,-27.73889022,-1.7241910669999998,79.11208876,0.442816818,-10.11899218,26.67562684,-22.77342051,-6.38409776,5.9308800160000015,4.710888457,-125.9415866,-4.733928802,-0.642638303,50.0,6.079939195,Single
92,5.343313619,1,8886477.0,0,21.01571024,21.82394606,131.84959270000002,103.0071548,6.071134245,1.029713135,1421.370866,-1.511762408,5.5106259710000005,-2.558990936,20.45260881,3,131.84959270000002,2,0,7,93,8889947.0,1,2,3.163952391,0.478304348,102.8323141,3.587269934,39.05745087,5.590172625,2.388283327,89.68942858,0,195.0563016,2017.23714,0,-4.059008043,-14.41810904,-1.322146575,80.73819904,0.425012754,-6.483088856,31.29421783,-12.58011979,-3.933134215,11.88716572,5.6522543060000014,-130.3193866,-3.460916459,-2.193308945,50.0,5.480263386,Single
97,41.02420883,2,8881728.0,0,-23.1392772,-15.97842899,279.19050330000005,83.43184339,6.3230431839999985,5.211891479,,-1.526976815,6.238447917,-2.717407862,18.14208713,3,117.2927531,2,1,8,98,8889947.0,1,5,3.400519431,0.412619315,103.4799697,89.65530056,-37.30810062,5.561183584,2.396871376,91.61154351,0,198.9461996,2124.234387,2,-3.841461699,-14.93305033,-0.99381064,82.52952981,0.413925657,-7.612338361,32.52720657,-13.96133399,-4.4369166280000005,10.61543671,6.131430457,-133.176291,-2.766555275,-2.201634863,50.0,5.481577859,Out
98,-24.69485069,0,8889924.0,0,-4.367928472,-0.334214988,4.359957895,92.73697077,5.575302757,0.025021973,,0.244210826,6.5192071889999985,-0.979053166,10.10524537,3,4.359957895,0,0,1,99,8886490.0,1,1,1.85614915,0.373695257,,,,5.413170689,0.744826379,89.54946733,0,212.7418153,2144.524637,0,-6.262454772000001,-25.18447839,-1.560966441,81.63714972,0.427558601,-6.433360611,28.65666249,-22.17995023,-3.843251304,5.970414804,2.001054107,-130.1920628,-4.413091007,-0.664901455,50.0,5.2626974,Single
121,27.87969951,1,8886485.0,0,3.130599494,4.12656395,111.7433617,44.82990103,6.35515314,2.209613647,2109.679122,-3.013622512,0.045584017,-3.022351603,18.51414719,4,111.42924709999998,0,0,1,122,8889947.0,1,4,2.857163894,-1.00896374,109.8320133,1.204211456,6.072756104,5.689147697999999,1.771169729,90.3314288,0,180.1408236,,2,-4.659965706,-15.76149887,-1.64735549,80.84490714,0.421370709,-1.825847427,33.77070518,-13.82250062,-1.093569875,10.99144413,6.925072277999999,-131.184731,-4.243531456,-1.5524086190000002,50.0,5.562489325,Single
127,9.107328945,1,8881734.0,1,3.714679955,1.6373306580000002,138.7484348,80.15112326,5.818089324,1.3808843990000002,2014.75457,-3.12062178,-5.847249138,-2.013747356,1.100080353,4,138.7484348,2,1,4,128,8889947.0,1,3,1.469890547,-0.049250017,109.8173937,5.182564268,6.335468071,5.593552477,2.310839172,79.39259539,0,101.0547887,2496.471986,1,-8.746397686,-43.90354121,-0.499911478,72.03385586,0.482831116,3.299176367,25.06034215,-31.16878296,2.556090518,0.778845858,4.224836604,-115.3536922,-2.275180528,-2.142847874,50.0,5.527071331,Out
141,15.0548747,2,8889930.0,1,12.9270173,8.359212472000001,193.7652342,77.63953195,5.712190525,2.183850098,2289.199005,0.770846558,14.94394523,-2.028299452,1.35024128,4,193.7652342,1,0,4,142,8886490.0,1,3,2.732345488,0.5108335829999999,108.1373889,17.96498632,20.15700005,4.886191923,1.155618642,88.35927562,0,264.7091167,2000.452846,0,-5.666931853,-34.45862338,0.769969529,81.08512623,0.430691989,-14.34535922,25.92988736,-31.30956325,-8.816307282,0.531291547,4.054091936,-128.5387132,0.579902975,-0.995338711,50.0,4.929253939,Single
143,17.67099934,1,8889924.0,0,-40.40675413,-34.74194304,271.8106317,89.38796695,5.664011068,3.038126831,,0.58877057,11.97431063,-1.658751686,12.48217342,4,186.1802924,1,0,5,144,8886490.0,1,2,2.164881438,-0.07033495299999999,86.56253221,28.84568013,-67.87408162,5.472957516,0.478730011,89.66406985,1,223.73496040000003,2116.626158,0,-5.745533916,-22.54083922,-1.532444525,81.83796233,0.425939845,-11.81512095,28.13885006,-19.95414116,-7.053504856,7.295158172000001,3.368889159,-130.365749,-4.25399506,-0.346224391,50.0,5.329431493,Double
156,-0.996017829,0,8889935.0,1,-36.44611370000001,-38.48822184,41.07104031,100.9956354,5.765505258999998,0.282745972,,0.287397925,-13.35919339,2.821136124,17.38509717,4,41.07104031,2,1,8,157,8886472.0,0,3,2.079530718,0.015410129,,,,5.616419379,-1.498659412,90.77284756,0,142.5122022,2308.806065,2,-5.519583119,-17.31082451,-2.246742679,81.27948772,0.423946186,14.04039192,33.52841868,-14.73556494,8.404180136,10.43818139,-6.045116586000002,-131.6701112,-5.746551873,1.273342619,50.0,5.420211984,Out
158,2.120816634,1,8886465.0,0,28.93005362,29.45397822,80.68089029,103.7452171,6.388469582000001,0.585714111,,-1.455390901,3.363430519,-2.096270902,15.90294147,5,80.68089029,0,0,1,159,8889947.0,1,2,1.925481385,-0.004910504,,,,5.574219165,1.643559774,89.93845168,0,191.9186166,,0,-5.763202361,-18.15049083,-2.319941482,81.717072,0.420002586,-4.267698633,29.77593378,-15.94166558,-2.487238698,9.460323834,4.687472481,-130.7808909,-5.8389045,-1.494665689,50.0,5.399175495,Single
177,0.380507863,0,8881728.0,0,8.888650545,8.893017389,42.62088796,67.16197564,6.495269935,0.443517456,937.3626497,-2.674514973,3.740166599,-3.387553767,12.47295856,5,41.05307969,2,1,5,178,8889947.0,1,2,2.786385589,-0.181010841,,,,5.265966845,2.620082719,91.48444478,0,196.653077,2182.352596,1,-4.7285514410000005,-20.35030333,-0.852345937,82.963624,0.412346571,-5.502810968,31.02770159,-19.48537575,-3.200922772,7.3808571610000016,7.7625175,-132.9971561,-2.5804951000000003,-2.384749224,50.0,5.197325017,Out
185,16.55197789,2,8889917.0,1,37.91123753,29.39211478,294.5299374,91.67253079,5.999088388,3.197356567,3054.891596,0.6734581940000001,-8.861672906,2.34656753,19.23230664,5,192.5848625,1,1,2,186,8886472.0,0,4,3.12602741,0.087812215,92.54857539,27.76239334,59.45328794,5.636814593,-1.348966544,90.9826218,0,155.2969076,2162.453955,1,-4.1273069,-14.39080889,-1.414164211,82.78773696,0.417340464,9.676674289,29.20857127,-13.04893092,5.659905429,11.18631814,-5.134039237,-132.2989323,-3.735403113,1.169442977,50.0,5.517731021,Out
188,14.1034888,1,8889937.0,0,-22.77161677,-16.27043706,229.0228654,93.90537396,5.68834157,2.254436035,1987.7680920000007,2.554187716,2.670415504,2.05317608,4.436298327,5,229.0228654,2,0,3,189,8886472.0,0,3,3.4656884710000004,0.955340856,103.8240428,20.84270482,-36.33961892,5.755425726,-1.181364133,81.54061762,0,210.8199605,2267.249205,1,-6.161522128,-37.91444523,0.932682053,74.47519726,0.468383986,-1.186108002,23.50398504,-29.18665919,-0.8550537220000001,2.153579936,-4.33202645,-118.5503624,0.767091552,1.007250801,50.0,5.810265507,Single
196,20.56014896,2,8886485.0,0,20.86381019,19.4722581,278.0840891,83.85245826,6.5813558610000005,3.235473022,1778.6993,-2.7505312560000004,4.572337548999999,-3.622070972,9.357595174,6,269.2689744,0,1,1,197,8889947.0,1,4,2.446988099,-0.8193091370000001,103.162596,32.87165155,38.17637207,5.218809483,2.123038514,88.87979552,0,205.9628952,2147.797879,1,-5.530406576,-25.22471395,-0.729432593,80.92210731,0.423251507,-6.061939552,28.56196593,-23.1037325,-3.681450943,5.508455388,8.05147374,-129.2231053,-2.357604255,-1.876998132,50.0,5.1581211080000005,Out
200,24.65565445,1,8881730.0,1,11.72037756,3.74609928,256.319989,76.56717751,5.653107075,3.501813965,,-2.821722342,-10.91549233,-0.773579938,0.593047812,6,256.319989,1,0,2,201,8889947.0,1,4,1.926929387,0.287198507,109.2843701,38.74885125,12.52429153,5.571905638,1.91824012,76.37836016,0,93.34743465,2491.773678,2,-8.531698595,-47.69633378,0.353543558,70.16352866,0.500146622,6.992910171,20.72372381,-31.90680412,5.642594295,0.21564011,1.816133699,-111.109088,-0.694692566,-1.845950616,50.0,5.571830323,Single
207,29.2260878,2,8886469.0,1,6.844132413,-2.360510732,370.1058654,96.43151504,6.398361629,5.263361206,,-2.775306061,2.000287859,-3.157742981,18.39440385,6,364.8634022,1,1,3,208,8889947.0,1,7,2.769529063,-0.32878743,109.9998703,61.25129812,-0.112109781,5.377479941,2.411028729,90.64742412,0,186.1955762,2079.924601,2,-4.382884382,-15.43736055,-1.434707294,81.46180028,0.418633368,-3.710064318,32.76825882,-13.85899968,-2.193059196,10.82622373,7.206168037,-131.6896809,-3.758632172,-2.185725125,50.0,5.267562616,Out
212,27.66906787,1,8881734.0,1,24.45865616,13.86783895,306.6413211,85.07497159,6.518490038,4.433252563,,-3.395042232,1.530720953,-3.686280617,15.93216466,6,299.5688929,2,1,4,213,8889947.0,1,5,2.8521880860000004,-0.718631413,104.9103597,52.85290841,33.07222218,5.791692166,2.540310571,91.51156413,0,185.4774687,2193.522075,2,-4.866383499,-16.79946168,-1.674199706,83.23439207,0.411770577,-3.453936719,30.25597709,-15.62711185,-1.985110964,9.510164239,8.522541609,-132.9795351,-4.387470658,-2.284539547,50.0,5.667763507,Out
217,9.739341438,2,8889930.0,1,-1.095930753,-3.896510464,248.2513354,101.0659515,6.336209395,2.2971850590000003,704.9878614,-0.812405851,-12.83821663,1.639231491,15.8480905,6,248.2513354,0,0,1,218,8881736.0,0,5,2.189730977,-0.419667038,109.88884740000002,15.76038499,-4.939129896,6.551470106,-0.859288796,89.69729307,0,141.0470227,2188.432046,2,-6.5802548660000015,-18.63054137,-3.047386892,81.20207421,0.422616579,12.86150832,30.79936201,-15.74491756,7.760543921,9.913222426,-3.34875379,-130.3362621,-7.494735184,0.7462277759999999,50.0,6.3209726339999985,Single
225,-7.756621382,1,8889923.0,0,38.43233841,41.41773951,16.32002459,91.77745099,6.450429023,0.107062378,,-0.633518932,-12.19696156,1.692513684,9.174813029,6,14.89088441,1,0,4,226,8881736.0,0,2,1.951473945,-0.602072403,,,,6.449975104,-1.140849645,86.90814187,2,127.0535205,2015.356484,0,-7.565957139,-27.12742246,-2.433668308,79.40812374,0.433648854,11.61744309,27.32742548,-22.88061693,7.279779457,5.82349594,-3.390628436,-126.422655,-6.142709805,1.026729659,50.0,6.2655954660000015,Double
226,17.87604906,0,8889935.0,1,9.610657587,2.60534476,325.1214235,97.76246277,6.86042301,3.45097229,1716.9658510000004,-2.401063149,-5.222020307,-1.397311665,7.20188402,6,318.32910560000005,1,1,5,227,8881729.0,1,1,2.081521494,-0.313978665,109.5543987,31.35925315,9.884868627000001,5.556749131,1.395010013,80.96674746,0,144.20030880000004,1880.3198,0,-7.199110881,-33.96697444,-0.7070361190000001,73.91400054,0.461802129,3.486922573,24.35830558,-26.24498494,2.499160525,4.249501222,3.002774378,-117.9579235,-2.272331179,-1.304330748,50.0,5.499286877,Out
241,29.11961046,1,8886492.0,1,1.034087796,-4.595608578999999,368.8938624,98.72107086,6.2029587039999985,5.4570678710000005,,-1.925696477,5.125121682,-2.8982880810000005,11.34149212,7,368.8938624,1,0,2,242,8889947.0,1,3,1.881921081,-0.098275801,109.8013993,60.95248688,-6.606650012,5.42501452,2.151792068,88.95577726,0,204.2554043,1890.487591,1,-6.181771535,-23.74697534,-1.692161789,80.8458202,0.426337681,-6.1751408460000015,29.14813156,-20.91236314,-3.734679767,6.810984512,6.3895808270000005,-129.2797925,-4.54498872,-1.936876164,50.0,5.286009084,Triple
244,-3.470251552,1,8886462.0,0,-12.32318024,-11.48700118,18.63863695,98.11801658,6.1621798960000005,0.128720093,,-1.62846192,9.202911611000001,-3.3794250580000003,13.0562279,7,15.61524619,1,1,3,245,8889947.0,1,3,1.3289546,0.425012111,,,,5.489052892,2.7830593560000003,90.53642229,1,215.1123963,2045.396742,1,-6.596875657999999,-21.15957554,-2.588708768,81.69585838,0.421002708,-10.53905832,31.92704562,-18.4509147,-6.153890212,8.013112417,7.472993907,-131.3708263,-6.604118474,-2.531654752,50.0,5.281886361000001,Out
248,-2.533406272,2,8886477.0,0,31.63021462,32.98042063,43.36575381,104.122067,6.300856049,0.287841187,,-1.687282384,4.070356187,-2.4647404980000003,11.91465094,7,40.30302257,2,1,4,249,8889947.0,1,4,2.699875229,0.215179579,,,,5.26474421,2.147922849,89.57125734,0,198.8136418,2032.58829,1,-5.064566352,-22.77581845,-0.7232155659999999,80.65457334,0.423912874,-5.141704474,31.7488257,-20.72253581,-3.098671953,6.901307055,5.484000639,-130.21966909999998,-2.323629555,-1.96916967,50.0,5.200812173,Out
251,20.39291728,1,8889937.0,0,-5.195389521,-1.32982511,353.952649,98.71430673,6.699201927000001,4.191856079,2791.769901,-0.07724861400000001,7.292455451,-1.4841774419999998,9.937705894,7,348.1285318,0,1,1,252,8881729.0,1,3,2.812269961,0.471149989,109.8948518,40.14805666,-4.80722204,5.426500235,1.220666024,89.46247905,0,216.1833636,1964.480878,1,-5.3240986580000005,-24.35596381,-0.639150003,80.39679285,0.421481482,-7.687155463,32.6300822,-22.48643711,-4.723835933999999,5.953136669,3.174784106,-130.210744,-2.117458574,-1.12511085,50.0,5.374440016,Out
252,-16.16926012,0,8889949.0,1,-4.240452758,-5.80944616,10.23315826,67.02734620000001,7.396566127000001,0.069019775,,-1.7353327369999998,-5.709387047000001,-0.631840836,1.338320945,7,10.23315826,1,1,2,253,8881729.0,1,1,1.771288555,0.024861192,,,,5.36016514,1.070640052,80.7329849,0,103.5508027,1994.121276,0,-7.843494285,-38.79776846,-0.394311363,74.57681955,0.455972915,4.332695475,22.13296354,-30.94888708,3.109706414,0.879335399,1.419519631,-117.8170195,-1.6278016730000002,-1.03484891,50.0,5.328084782,Out
253,7.245474354,0,8889930.0,1,-1.174002823,-2.8932836889999995,191.5243582,98.06292174,7.185028515,1.645665894,681.3938568,-0.425919336,3.666200616,-1.136099119,14.03704422,7,190.6528841,2,0,3,254,8881729.0,1,1,2.029506309,0.222888054,109.9338801,9.456354977,-3.80950233,5.636262791,0.946557556,88.49838055,0,194.6056139,,0,-6.001476697,-20.06692712,-2.134343933,80.39452301,0.420314135,-4.0447147260000005,29.54839346,-17.82990917,-2.483568019,8.807702953,2.468101653,-128.92480849999998,-5.2909636330000005,-0.881976359,50.0,5.506520488,Single
254,-42.18631288,0,8889924.0,0,26.90588518,45.78586516,4.639001097,76.07864601,7.28496014,0.025837402,,-1.91603598,-2.13027061,-1.505411039,3.598614505,7,4.639001097,2,1,4,255,8881729.0,1,1,2.325768082,-0.080029413,,,,5.352832053999999,1.458745966,80.74440214,0,149.6382397,2028.108891,0,-7.008198361,-36.71349137,0.035820038,74.44762637,0.456971654,1.121050886,22.0380229,-29.31569134,0.812832746,2.07248964,3.141699417,-117.7844208,-0.7238426929999999,-1.373654161,50.0,5.343989234,Out
257,30.45403503,1,8881728.0,0,-18.69698404,-10.39699156,301.9949367,86.26569765,6.7176528410000005,4.617902222,,-0.330656027,9.816531252999999,-2.228831202,3.252636335,8,295.9897677,0,1,1,258,8889947.0,1,3,2.4028857930000003,0.958486289,106.95229679999998,58.30673712,-25.71213292,5.399557356,2.178473099,83.32128428,0,251.4716932,1483.586692,1,-6.972194,-36.44296165,0.043998240999999993,74.76412405,0.453463873,-9.095490656,29.265167100000006,-29.56021417,-6.398871825,1.838888288,4.469917263,-121.20248329999998,-0.824907597,-2.035152088,50.0,5.388196374,Out
269,57.79301256,2,8881730.0,1,-15.66091283,-15.14566185,167.695973,78.37432985,5.864164477999999,5.210796509,,-2.954659803,-5.533437655,-1.912256424,1.939805402,8,81.08652339,2,1,3,270,8889947.0,1,5,1.81779141,0.118936835,105.8759044,115.8134242,-29.83736007,5.413821098,2.356876489,76.72114845,0,109.7302143,,2,-8.32116745,-45.64973566,0.223935615,70.31536478,0.496509173,3.031381955,21.25434938,-30.94571418,2.445402001,0.990891743,3.880211554,-111.5814669,-0.840532672,-2.198934185,50.0,5.4055311060000015,Out
271,49.41171646,0,8889921.0,1,-15.96365965,-12.44515266,299.6870411000001,93.9319733,6.863512862,5.814037476,,-2.359256498,-5.606168782999999,-1.285685543,13.9525786,8,93.66951798,0,1,1,272,8881729.0,1,2,2.637380213,0.034517288,107.2581779,121.7049395,-24.40569112,5.5439112060000015,1.673652491,83.37399603,0,158.1610343,,1,-5.632258103,-24.59692562,-0.939770029,76.43851538,0.446869709,4.138568376,24.07997689,-20.13390096,2.810549089,8.176601852000001,2.866783858,-121.5163698,-2.606144832,-1.589982613,50.0,5.475131407,Out
283,-14.32489497,0,8889925.0,1,36.63718801,39.14485021,6.435745548,71.80906034,6.318794981,0.05545166,,-1.522404906,8.895866954,-3.209069441,10.40300839,8,6.435745548,1,1,4,284,8886471.0,1,1,1.548308988,-0.170299521,,,,5.420025759,2.0466871280000003,90.59111157,0,220.4489447,2090.827777,0,-6.474358677000001,-23.12852499,-2.107098315,82.80586155,0.416771704,-10.14165111,28.64268658,-21.13670574,-5.912494146,6.4346746,7.111929506,-131.6626867,-5.553937185,-1.816595009,50.0,5.254882788,Out
288,19.34106993,0,8889937.0,0,9.326127035,9.37173878,354.4099486,98.11992264,6.555206788,3.92395874,1737.534623,-1.3667425869999998,8.662039381,-3.0228299130000003,16.58491877,8,354.4099486,2,0,6,289,8886471.0,1,1,3.3514375160000003,-0.086298926,108.4452158,37.6401959,18.42859556,5.404950996,1.965673694,91.75736569,2,207.5340193,2100.285209,0,-3.839503686,-15.97076192,-0.7870752879999999,83.00869654,0.410662369,-10.22436713,31.50827227,-15.35008434,-5.776275523,9.504730361,6.7950221410000005,-133.44964950000002,-2.3006857480000003,-1.761133059,50.0,5.343854098,Double
292,23.1845756,1,8889949.0,1,-29.37364797,-26.24115259,292.7188406,82.42530847,5.51509566,3.872022095,2887.523451,-3.744617596,-11.95258599,-1.5038717419999998,-5.19638903,8,282.3033257,2,1,7,293,8886471.0,1,4,1.611411868,-0.135816876,97.92004058,39.66265787,-50.11631363,5.088865178,2.266557464,79.46377707,0,66.67418190000001,2199.719184,2,-8.602880228,-50.29850513,0.7634868890000001,72.66317339,0.483359187,7.910146484,23.47687176,-36.19390907,5.939628142,-3.018462005,3.398312143,-115.4876722,-0.0021334170000000003,-2.127846194,50.0,5.122182274,Out
294,25.05694648,0,8886469.0,1,7.314629218999999,-0.296551857,359.1804627,97.32506929,6.405685322,4.895169678,,-2.327440869,3.932540635,-3.0759920060000003,14.06248775,9,359.1804627,0,1,1,295,8889947.0,1,2,2.474176949,-0.14921014300000002,109.95907520000002,50.84101313,2.996423823,5.337930216,2.353797979,87.67419435,0,195.5880124,2027.582271,1,-5.273911193,-21.7543619,-1.141246342,79.63520165,0.430740007,-5.050890231,28.25410083,-18.9781391,-3.1246258460000003,8.163368807000001,6.737149566,-127.4740572,-3.1683568330000003,-2.135649105,50.0,5.246269245,Out
300,17.07704822,0,8886465.0,0,13.3303865,12.71406177,296.7231172,94.57907848,6.466820103,3.097320557,731.2905379,-1.868252497,-0.139782184,-1.841446543,22.68153746,9,296.7231172,2,0,3,301,8889947.0,1,3,3.647809595,0.148205402,107.2248277,30.73963273,24.55209545,5.639786073,1.851457227,92.15568371,0,179.64737730000004,2154.979793,2,-3.166572449,-9.901896994,-1.2697493009999998,82.72367797,0.410837377,-0.956010499,34.02872916,-9.022852972999999,-0.54211645,13.12814448,4.313539124,-134.0389596,-3.265501313,-1.721764361,50.0,5.545980303,Double
304,44.43149496,2,8886492.0,1,16.73347264,8.172084472,287.9530533,91.78614515,6.384602447000001,5.769696655,,-2.679968188,6.803682936,-3.97257811,19.00154834,9,160.8099389,2,1,4,305,8889947.0,1,4,2.344796804,-0.6019694560000001,107.6017371,104.8120938,22.84369033,5.525445332,2.4906863,90.52537852,0,199.6701055,2083.260579,1,-4.911150172,-14.69952295,-2.12025773,82.13205174,0.41782399,-8.568694892,29.85478988,-12.92551828,-5.03797866,11.31720594,8.924632782,-131.429604,-5.315304995,-2.208129634,50.0,5.365932287,Out
307,22.49174374,0,999804.0,1,8.031455047,2.915156941,357.8609221000001,92.43806538,6.411432388,4.1650360110000015,3495.187075,-0.5663064320000001,7.761234459,-2.032738364,11.8770651,1,349.5389333,1,1,2,3,8889914.0,1,1,2.391831464,0.067900112,109.6480435,42.44937113,8.790236984,5.098209909,1.290566264,90.53944441,0,213.0948296,2272.174961,0,-5.00593377,-21.08671248,-1.031736632,83.66669428,0.413228252,-8.472776305,25.28624658,-20.1258575,-4.895208965,6.960931191,4.447635587,-131.9048627,-3.0128775180000003,-1.149108062,50.0,5.014729664,Out
329,9.082239143999999,3,8889924.0,0,-21.14506564,-15.45617223,214.2171351,99.85726138,6.283272662999999,1.85291748,2556.62029,-2.247382822,8.682940681,-3.879007878,10.28674035,1,214.2171351,0,0,1,25,1110016.0,1,6,2.093489581,0.524027331,104.6074393,12.24382114,-34.01675023,6.046613632000001,3.380482777,91.21629718,0,220.0830274,1964.739532,2,-6.4586543060000015,-22.45530167,-2.25282282,84.4869856,0.411836087,-10.23489305,25.10991473,-21.07567933,-5.814618235,6.305173861,8.718989944,-132.5782311,-5.927051127,-3.098933471,50.0,5.869306843,Single
338,-5.031635794,2,8889923.0,0,-6.277346419,-4.55844615,25.08837353,103.3824143,6.247022808,0.161987915,,-1.756775395,10.13205231,-3.667299065,8.063430496,1,23.72861059,1,1,3,34,1110016.0,1,3,2.359181251,0.8172747690000001,,,,5.994085457000001,3.359352798,90.32293505,0,231.376775,2113.545049,0,-6.432006283,-25.55314938,-1.628793544,83.113058,0.417299901,-11.39815793,26.53735682,-23.70047978,-6.704546489,4.984264664,8.102032872999999,-131.2923544,-4.530456765,-3.091888946,50.0,5.860193889,Out
