,Angle,PositionAt110Y,HangTime,HitSpinRate,PositionAt110X,LastTrackedDistance,ExitSpeed,PlayResult,cluster #
130,24.61666389,44.040232,4.262648315,2309.183361,105.1538763,318.6175616000001,93.98499255,0,0
131,24.88046192,45.13109198,4.242971802,1591.924257,96.54771242,184.466947,85.46819167,0,2
132,14.30721834,24.06306495,2.7399005130000003,1443.774954,96.26152016,275.1849781,103.0658109,0,2
133,16.614113,23.63833748,2.7932263180000003,1922.280261,109.1110615,252.8975857,91.02802703,1,2
136,4.008049831,1.060604239,0.938344116,1375.85547,93.50827057,92.77575118,95.14892993,0,2
141,36.68750195,75.87403959999997,5.105702515,1515.914653,106.37544040000002,169.6321403,86.27685903,0,2
142,72.67295883,21.05643612,6.160493774,546.1931913999998,95.6972104,24.52384879,83.84150335,0,2
144,22.51776034,40.99066899,4.031480103,1139.928305,105.6882396,303.8564934,93.20568852,0,2
145,8.047974421000001,10.15141949,1.557805176,1698.0886239999998,104.9465186,193.7699888,102.4602783,1,2
147,23.89031481,45.06012343,4.595409546,1172.582232,109.2676996,363.1773926,99.39528549,1,2
148,9.223461397000001,9.622946671000001,1.635606689,1778.532355,94.78576295,180.4422952,96.24275029,1,2
150,22.67485668,41.07694484,4.085239868,1638.209323,103.8414174,354.1674717,105.1425635,1,2
151,12.37433131,12.51320645,1.7118176269999998,840.5850377999999,95.61639916,175.9179146,87.61406014,1,2
152,19.6687209,34.83595349,3.660649414,1235.795111,108.0221677,314.9485799,95.10116522,1,2
153,29.48964639,58.40760645,4.197720337,1291.358839,103.1033869,180.6364161,88.65185770000002,1,2
155,15.51685436,24.67250722,2.7275543210000004,778.9541508,100.0570554,257.60211200000003,96.87833392,0,2
161,8.328794236,4.828151988,1.241173096,2351.179989,89.818216,138.036342,88.34796686,1,0
162,25.46957164,50.57496908,4.570392456,1402.035885,108.3852649,337.049552,89.83573831,0,2
163,11.9204673,18.17330398,2.331210327,1175.96763,109.455105,255.8662837,97.6898537,1,2
165,27.85405803,52.71189735,4.853667603,3001.188315,109.97561129999998,374.4536885,98.5139255,0,0
166,12.51003532,17.44434522,1.965060425,1880.932656,93.72695007,216.4407927,101.6601458,1,2
168,54.41294607,108.6561376,5.016837769,3113.883965,90.48866519,76.21258844,76.19937063,0,0
169,44.79519396,83.32961597,4.572445678999999,1920.449977,104.3015987,121.990728,73.18384872,0,2
170,8.542707434,9.162930019,1.613788452,1493.077484,108.2828166,146.1187431,96.31935264,0,2
172,9.366074784,2.335525427,1.106826782,3013.6172420000007,87.50710287,109.377507,86.05469159,0,0
174,15.07391961,24.55337526,2.897716675,2403.267135,89.99916157,150.39257780000003,103.9405865,1,0
175,27.50690925,53.62184835,5.227777099999999,2904.279337,109.5016935,386.3264666,107.1530547,1,0
176,19.95370329,36.77480841,3.679152222,915.6869891,109.2194009,304.5993393,91.7028395,0,2
178,5.517592927000001,6.457173519,1.439194946,3356.150982,100.7227225,173.9905605,106.2923929,1,0
179,9.323522548,11.04949682,1.5837323,1031.447514,106.1228731,187.2243407,100.4465924,1,2
180,38.11260589,84.70614648,5.79473938,2047.265451,109.9643313,178.080304,96.27197671,0,2
181,6.661042471,1.572680695,0.983904419,1218.3942960000004,107.4336705,118.1564603,94.1019225,0,2
184,32.5965646,63.29597791,4.763242798,1649.692534,109.9460415,297.9827981,83.52069838,0,2
185,25.246004100000004,44.68909779,4.352839966,1376.9774220000004,109.728649,326.8208357,92.61429666,1,2
190,57.09982866,131.8991924,5.7355999760000005,2752.085179,89.95228893,63.25629686,87.08547056,0,0
191,27.20949051,50.51916379,4.407778931,1793.3799170000002,109.869724,323.4420389,89.45978666,0,2
193,26.26949244,48.24461816,4.100040894,618.3219829,101.473251,273.2369686,86.73941497,0,2
194,8.263073868,8.360727489,1.437880249,1238.597408,109.471406,170.7456114,99.13077237,1,2
196,18.99038116,33.25486025,3.404169312,1533.675362,100.4548148,313.4781149,103.5256259,0,2
201,21.36936312,40.62568002,4.118700562,1687.0500129999998,100.2352509,250.4673836,109.52546,1,2
203,23.75628827,45.10418993,4.387404175,1538.384917,105.74731409999998,358.481613,100.0261676,1,2
204,20.07236587,39.29369229,4.314971313,1397.027182,109.6997033,366.0752372,101.4797681,0,2
205,25.48164366,51.13217245,4.627870483,2102.601832,102.8877316,216.2132122,103.0730008,1,2
206,18.00964923,30.47053671,3.141353149,1152.861343,108.9255468,304.1796954,102.0981124,0,2
207,48.92723265,116.6976843,5.67579895,2361.281692,106.1001938,93.1193624,86.45990789,0,0
210,52.25308353,119.9613636,5.814890747000001,2501.481645,93.06578452,72.93204967,87.43587112,0,0
213,18.99922749,29.01224242,3.150952148,2439.686894,109.9991986,247.1756257,79.36520533,1,0
214,24.16859047,40.64503381,3.709857788,2029.051204,105.1279437,274.5253264,85.52229529,1,2
215,30.57075645,58.92264622,4.69704895,2222.701427,106.7898245,310.7195522,86.01977477,0,0
219,18.23848283,35.33221537,3.865442505,2178.304997,109.9000327,314.6037398,96.49393195,0,2
221,60.11941519,41.07561039,4.598931274,1931.666151,105.6151943,57.90979741,61.76966669,0,2
222,12.84600208,17.183426100000002,2.232654419,1971.564381,94.96920895,221.51598430000004,90.91505716,1,2
223,29.03575379,59.98785978,5.17019104,1525.693024,109.6879658,343.7909733,93.94423805,0,2
226,5.493932017000001,3.335327211,1.087398071,2784.428304,100.6724227,137.9820691,102.3187948,1,0
227,19.98950166,34.62679499,3.250647583,1133.9583289999996,104.3041249,283.1112137,89.35696526,1,2
228,35.16045774,57.38826510000001,4.097145386,1555.510004,105.625954,223.957911,66.25896557,0,2
230,29.66111738,51.36454812,4.083397827,1759.2293510000004,102.4236066,284.5191051000001,86.55570798,0,2
231,35.30080863,70.63715918,4.926946411,2416.172682,98.00813833,119.7133514,89.18496149,0,0
232,17.56841741,32.31247221,3.648021851,1400.6797869999998,109.3145564,342.5516083,102.3010383,0,2
233,36.02941721,58.94879627,4.180332642,1977.165129,107.8997859,233.6239412,71.70845159999998,0,2
234,39.39955328,87.46165069,5.13536438,3409.413374,109.5461132,174.3469357,92.73991221,0,0
236,14.59441147,21.58152029,2.427784424,841.140206,109.9689473,267.0210976,104.1035432,1,2
238,32.29356742,55.74228898,4.138098755,1800.686394,90.76266881,120.94311090000002,79.10301654,0,2
240,33.65212097,71.45363814,5.575601196,3103.445172,107.0264087,140.52538,100.1369492,1,0
244,30.84830687,57.02598783,4.4086676030000005,2385.288637,106.0528928,300.2873278,79.47993079,0,0
246,17.51862772,31.67593818,3.599873657,1619.53282,109.7001041,335.92577,102.486819,0,2
247,29.89355626,60.10601748,4.861255493,2229.885924,104.9793825,190.5301357,97.67116801,1,0
250,19.50764706,26.37256864,2.73467041,1487.561472,109.48852340000002,238.4797598,80.58224757,1,2
251,5.933460819,0.99857813,0.92928894,2989.482974,90.41709623,96.24074492,94.25267537,0,0
253,24.31098167,43.76382604,4.101998901,3488.714601,107.4191847,317.1709723,89.82503495,0,0
254,30.47496361,61.71262997,5.180619507,3093.503077,109.8462746,370.1208633,96.91403437,0,0
255,13.00026413,19.62152261,2.190571289,1768.056853,107.6427428,251.5316026,105.3270097,1,2
258,13.47991748,14.40780502,1.72975647,2212.921847,88.88168089,148.24936,94.43127893,1,0
259,46.25669953,100.7135044,5.092390747,2427.679581,102.5792329,130.0171835,83.44142167,0,0
267,12.82553928,10.9047106,1.696273804,1311.123434,109.8869528,139.98430009999998,79.04904852,0,2
272,26.02753593,50.17843222,4.680585327,2347.392878,101.5877399,198.086645,101.7959474,1,0
274,42.10575435,91.46308349,4.892727661,2477.009607,108.2954309,135.65516340000002,85.18256159,0,0
275,32.32593857,58.43548235,4.529009399,1805.334309,107.74727659999998,291.0703647,80.61382257,0,2
277,43.5974227,92.69794862,4.965619507,2326.005876,106.4336924,125.2875079,86.52449439,0,0
278,52.85007272,107.2004881,5.352108765,2637.7107530000008,68.51747057,46.44192984,78.53196376,0,0
279,18.59450555,32.81120107,3.4396112060000004,1160.691462,109.6515279,307.5543808000001,93.89513316,0,2
280,35.38114877,75.62221143,5.330435181,1790.9783710000004,107.1552165,191.0186181,93.76549298,1,2
281,15.82845636,20.29228976,2.271831055,1583.467659,109.9646366,208.3309395,80.00689314,1,2
283,25.71877826,37.8193291,3.338060913,1848.529299,100.8907554,232.8264151,69.80170214,1,2
286,7.528201168,8.620986203,1.5943084719999998,3055.371575,100.5784948,188.5019793,100.3066608,1,0
287,15.63786237,23.79328596,2.825063477,2148.662564,109.74664380000002,271.739464,91.89742455,1,2
291,16.92868493,31.37843532,3.15104187,1463.6931960000004,100.2446732,297.1419261000001,104.3938255,0,2
292,24.73870025,49.32250808,4.708717651000001,2271.56308,109.7755591,327.7878767,91.85898796,0,0
294,25.43386725,47.98904589,4.498120728,2436.153796,107.8554712,331.4957191000001,94.3502967,0,0
295,65.92434899,121.3928922,6.26663147,2490.074095,109.9709293,35.77223499,85.99086866,0,0
296,5.927144061,6.4146899789999985,1.403710327,806.2159766,109.9881608,163.0103436,99.19003326,1,2
297,6.4123891770000006,5.709228247,1.358283081,1362.442776,108.702185,153.3685158,94.48576277,0,2
298,22.56961921,25.07920236,2.68788208,1843.101335,105.1485518,192.9916893,67.93891912,1,2
302,16.78638796,21.7900063,2.481671143,689.0949048,108.1964233,205.440115,78.60514871,1,2
303,26.804046600000003,39.15679428,3.492355347,1175.201397,98.36395414,221.1095987,71.52733848,0,2
306,27.67719465,55.73614469,5.123439331,2253.661398,108.2852978,319.6580390000001,94.28991395,0,0
307,38.48637556,77.87079712,4.974746704,1981.683132,109.152847,125.7483921,80.38030841,0,2
309,11.66327147,15.470348199999998,1.996096191,2575.92886,105.42260520000002,200.500525,89.25045205,1,0
310,18.96865399,36.96457591,4.123912354,2828.460997,109.8885832,335.59508,94.06360854,0,0
311,23.39972358,46.40563970000001,4.633456421,1729.794895,105.4061122,370.3081999,109.2463907,1,2
313,2.8174513,0.438595267,0.913196411,3141.993825,106.79948020000002,109.3995544,96.57951095,0,0
315,28.98504613,52.82982955,4.330076294,1479.193523,103.5433056,275.0269383,90.38883573,0,2
316,18.02591191,26.47686818,2.80359436,3366.276101,90.77911377,209.6225366,82.77931945,1,0
318,14.86574001,21.04440836,2.484313965,904.8025616,104.4332003,227.7967662,83.08982979,1,2
320,41.80552877,82.63079273,4.951267700000002,2169.740263,90.54083432,79.85308009,77.85606912,0,2
321,43.26471751,85.87246953,5.164672241,2235.465515,90.02125277,75.55961607,79.87221834,1,0
324,55.05517018,113.18848909999998,5.417704467999999,2629.65935,108.387669,79.49679499,74.66486768,0,0
326,24.75566584,50.15401891,4.510681152,2385.890045,109.9464503,342.05241980000005,96.17674688,0,0
328,8.105524741,7.259787887000001,1.477272339,1597.565199,95.0281418,110.232235,93.34230932,0,2
329,16.91118673,22.86064059,2.300628052,2113.829658,94.68790491,221.557438,104.86639270000002,1,2
330,44.41071216,99.63859163,5.500840454,2489.80349,97.78664242,85.00178790000002,83.11848085,1,0
331,16.03868461,20.36737489,2.399584961,964.2173072,104.9667337,215.0769784,83.68485078,1,2
332,10.6478542,18.95128352,2.606339722,1497.389005,109.8397729,263.76910860000004,97.78940767,1,2
334,36.52238698,73.23479569,4.9053143310000005,2218.158924,98.7827182,113.6792739,84.34407127,0,0
341,15.72067416,26.81132678,3.131054077,1956.373047,109.6827712,284.3094856,96.56469923,0,2
344,8.426262657999999,7.937183084,1.510205688,733.6289168,100.2240852,170.72372869999995,100.4251274,1,2
346,21.1796714,39.30194137,4.211920776,1232.622955,109.7644611,361.2360291,106.9210085,0,2
347,27.32113365,46.86707046,3.903001099,1237.189479,96.63132803,161.923967,81.73442658,0,2
349,20.8615808,39.38375031,4.082750854,1784.3480309999998,109.8929038,333.0736892,100.2144633,1,2
350,25.44045491,27.83519629,2.747543335,985.2339112,88.56859417,166.71922680000003,63.37121898,1,2
353,30.1767327,63.14412051,5.379944458,2054.25252,107.8589854,202.9621904,98.99844888,0,2
356,20.64074405,32.9258794,3.313236694,2591.499991,108.4475959,253.5277893,81.60976431,0,0
358,29.32480071,58.78220714,5.073346558,1997.138156,108.7993492,262.6119102,99.00676881,1,2
359,11.60814778,13.83720291,1.578651733,2486.223556,83.33964423,166.28075280000004,103.61716640000002,1,0
360,25.73999382,48.68200839,4.841404419,641.3434808999998,107.22421029999998,353.6430174,96.88051189,0,2
361,19.08143374,36.92486417,4.089468384,1463.203992,106.90047340000002,363.6821723000001,104.2914042,1,2
363,28.88904296,59.94847566,5.205657349,3099.833604,96.82672405,135.6001034,97.93345642,1,0
364,6.2320009989999985,0.75450667,0.816831665,1388.149726,103.0760341,113.3300587,108.5428612,1,2
365,5.586291336,1.122376066,0.8679815670000001,1057.308721,99.47451748,115.7093647,102.7085765,1,2
366,8.377673722,5.394034099,1.10170166,2646.937553,95.02771163,144.12761640000005,107.2266044,1,0
367,19.61956595,12.1747353,2.117598267,2406.937406,108.6211521,135.07590280000002,59.80034428,0,0
368,24.07888616,45.38026282,4.563346558,1375.8681800000004,107.5372315,342.67762,98.05326847,0,2
370,29.63270462,57.37155663,4.618226929,1520.9296470000004,106.276327,276.3512387,85.84139324,0,2
371,28.43046642,57.36777932,4.283328247,2048.163613,102.4187653,165.27846619999997,95.67335605,0,2
376,7.666692156,5.498765749,1.134282837,2415.227412,82.49212178,105.6422988,102.6839902,0,0
377,8.625558996,5.9297244860000005,1.254663086,975.2078738,109.9443844,149.2834444,97.25702653,1,2
378,20.00906066,34.42111782,3.074563599,1991.913371,92.54700621,186.7571419,100.2344847,1,2
382,48.06990863,109.1153852,5.796454467999999,2644.019814,87.08964214,56.20722167,87.09454422,0,0
383,9.91799687,12.29486162,1.622214355,1787.363832,95.85646996,194.5555767,102.6513973,1,2
385,14.96793678,27.40452568,3.192822876,925.9107583,109.9235259,303.4371592,100.7478679,0,2
