,Angle,Balls,BatterId,BatterSide,Bearing,Direction,Distance,ExitSpeed,Extension,HangTime,HitSpinRate,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,LastTrackedDistance,Outs,OutsOnPlay,PAofInning,PitchNo,PitcherId,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpinAxis,SpinRate,Strikes,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0,PlayResult,3B,5_6_Hole,SS,Up_the_Middle,2B,3_4_Hole,1B,cluster #
112,-35.0929786,2,8882690.0,1,-14.99027308,-32.70764275,4.572971616,77.09408158,6.707371907000001,0.032952271,,-1.069379164,12.2111426,-3.396109439,19.71141675,2,4.007764635,1,1,2,37,8891138.0,1,3,2.110210366,-0.45997328,,,,5.602436175,1.63049899,89.47901271,0,211.7368121,1837.466049,0,-5.203746963,-14.02952853,-2.535250908,81.95014877,0.418071094,-13.23382554,26.789373200000004,-12.18976094,-7.706243185,11.63713242,7.382096587,-130.0987937,-6.159279477999999,-1.410418035,50.0,5.428617447000001,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
115,-9.895002182,1,8882690.0,1,-25.40188598,-31.33845829,17.83207526,72.38509706,6.179938362000001,0.145840454,,-1.604438664,0.981709638,-1.792929842,5.935253894,3,16.71420398,2,1,8,80,8889953.0,1,3,2.8373382,-0.182003379,,,,5.797642881,1.392172705,77.16157883,0,189.3229488,1969.234455,1,-7.399038429,-41.57470798,0.545848906,68.89498652,0.496093868,-1.481595315,26.09276743,-28.40336829,-1.201222412,3.057127409,3.4838232560000004,-112.1090437,-0.011210578,-1.257468239,50.0,5.818102839,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
124,-40.15703942,2,8882687.0,1,-28.26615024,-31.39265006,3.788514846,59.47580176,6.891905042,0.037184448,,-1.4790140019999998,10.02670735,-3.390432385,9.002754167,6,2.511688524,2,1,4,185,8889946.0,1,5,2.128739843,0.514077392,,,,5.39952464,2.7704458560000003,83.95304084,0,227.9678063,1734.69306,2,-6.42708649,-28.79699513,-0.954482226,77.55046413,0.442502754,-9.861267497,22.39618380000001,-24.13738215,-6.468600627000001,5.271734628,6.99072994,-122.2394873,-2.761438343,-2.5604543680000003,50.0,5.328713078,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
139,-9.636757193,2,8889917.0,1,-19.44111768,-27.48056398,14.02290256,68.91950727,5.79116867,0.11690979,,-1.553709518,-10.61127682,0.452236599,-3.613652054,2,12.96695749,2,0,3,69,999767.0,1,5,1.7447999930000002,-0.637841749,,,,6.237209144,-0.174204241,72.61801835,0,71.43763315,,2,-10.39420163,-57.13307969,0.288860529,66.51541294,0.526535004,6.537769355,20.09745113,-34.44777919,5.862465799,-2.038870955,-0.550434958,-105.6096571,-0.992133273,0.143330324,50.0,6.227106816,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
150,4.008049831,0,8892742.0,1,-32.07623362,-29.16551489,118.0208498,95.14892993,7.010346591,0.938344116,1375.85547,0.137635621,9.319508021,-1.668831699,14.41479914,5,92.77575118,2,1,3,174,8889953.0,1,1,2.596270234,0.478752018,93.50827057,1.060604239,-57.93192075,5.548241346,1.219231008,85.05984679,0,212.8199704,2046.69897,0,-5.58137622,-23.00513323,-1.138065005,76.63574403,0.440273978,-8.860772248,29.09786823,-19.20176203,-5.813688326,8.511315792000001,3.38370182,-123.8600871,-3.016868085,-1.120751665,50.0,5.47111716,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
160,-15.61064762,0,8888946.0,1,-12.65480578,-27.99636983,8.125802491,69.07163879999999,4.608982751,0.067560425,,1.968055888,3.274058581,1.3639589909999998,-9.976271066,2,6.116150157000001,2,1,5,61,8880260.0,0,3,1.740273053,-1.256935213,,,,5.938055781,-2.826784035,67.24064302,0,341.72614460000005,,2,-11.53859569,-75.12907797,2.168218719,61.97743443,0.580949101,-1.227026275,16.37054517,-37.72054988,-1.282927116,-5.799188722999999,-2.419517083,-97.53749578,1.4647783840000002,2.6836278730000003,50.0,6.094147565,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
165,-1.66620076,0,8888763.0,1,-24.26181264,-26.93413871,28.5642118,84.42749166,5.44341907,0.220324097,,0.182031783,-21.85964107,4.2632495310000005,7.776749673999999,4,26.85942856,2,0,7,120,8880260.0,0,1,1.963732777,-0.629177615,,,,5.73442623,-2.806061264,77.58339409999998,0,109.6870701,1777.163013,0,-7.86327371,-39.62678955,-0.499002898,70.90602249,0.49553793,16.40915218,21.09359506,-26.71153714,12.84338698,4.275488903,-7.724519973,-112.5261159,-2.186051514,2.444051657,50.0,5.663357061,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
176,-7.360628742,0,8892789.0,1,-23.19842167,-25.9057253,20.36870294,103.8706411,5.342649123999999,0.127324829,,-0.157046625,15.26629022,-3.010102158,10.16998932,1,19.18153522,2,0,3,12,8889942.0,1,1,2.803445035,-0.30016063600000004,,,,5.987218147,1.253518777,89.55986478,0,236.2422535,2358.849645,0,-5.885329142000001,-25.5720529,-1.120744947,81.31620623,0.430289947,-15.27154888,29.08143349,-22.44957954,-8.988569322,5.723654132999999,6.293317355,-129.99975700000002,-3.455723675,-0.993097306,50.0,5.8682597020000005,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
185,4.186140989,1,8892789.0,1,-33.33517323,-32.32237006,66.75174888,75.72194619,5.398702467000001,0.615205688,2348.251089,1.499311725,16.39832326,-1.578487033,11.49848978,5,64.83138766,1,1,3,124,8889942.0,1,2,2.207173857,0.909581466,,,,6.119419277,1.022397428,86.84465539,0,234.8781773,2323.913233,0,-6.7649707370000005,-26.55430071,-1.812444152,78.68876351,0.4439813970000001,-14.6527635,28.58835573,-21.54696628,-9.212088332,6.681171145,2.916979473,-126.1092044,-4.895955358999999,-0.893089975,50.0,5.939776518,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
190,0.025680472000000003,2,8884131.0,1,-23.49607378,-23.07124624,57.33819733,102.769837,6.285328302000001,0.390801392,,-0.349673821,12.83254935,-2.793637939,4.220710153,1,53.4606056,0,0,1,3,8889936.0,1,3,2.73636408,0.152684971,,,,5.126076168,1.65962578,85.92464271,0,251.65157,1911.919298,0,-5.909372704,-33.30906458,0.4184335770000001,77.88034192,0.440919694,-12.35745644,27.79256154,-28.75887472,-7.906574036,2.1851037840000003,5.726836424,-124.9358566,-0.045950947,-1.4602296819999998,50.0,5.140765855,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
199,-3.953127888,3,8889935.0,1,-20.90704066,-23.45689459,29.16988283,105.3695595,5.878998107999999,0.189983521,,0.7817231259999999,-13.75910638,3.381112824,13.98588362,5,27.61756664,0,1,1,143,8884130.0,0,9,2.780777684,-0.05562093,,,,6.132026194,-2.052280005,87.28733594,0,135.5394774,,2,-5.87752347,-23.02171127,-1.539930566,79.01749785,0.437841526,13.64603211,28.50359877,-19.24724742,8.484145384,8.036978027,-7.052151206,-126.7174743,-4.139257835,1.787224448,50.0,5.994419335,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
204,2.205498148,1,8888763.0,1,-32.59717346,-31.98036447,62.48869302,95.68469237,5.835251381,0.461776733,3429.248496,0.910884757,-2.086646118,1.309332743,21.69979779,8,61.15818646,1,2,8,335,8884135.0,0,3,1.66519555,-0.032745172999999995,,,,6.517849419,-1.075877382,76.37106139,0,174.5189706,,1,-7.962566793,-27.56276305,-2.747269567,68.13725661,0.505161228,1.946222536,25.52510688,-16.77645597,1.616323571,12.78758795,-2.47499177,-110.7835871,-6.071576889,0.970481719,50.0,6.278208086,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
212,-12.59536993,0,8884522.0,1,-24.76590137,-31.94815996,11.83470136,84.53261263,5.276557764,0.083751221,,-2.755196923,-12.90341246,-0.337518274,-9.54987074,2,11.83470136,1,1,3,51,8889942.0,1,3,2.149674442,-0.38094913,,,,6.065051236,1.011297294,76.5644824,0,53.62768526,,2,-9.864938877,-58.76701245,1.045430526,69.87259656,0.5049283,8.301866133999999,22.62909351,-38.82990294,6.725181609,-5.391779242,1.049369584,-111.2163895,0.234165726,-0.971322078,50.0,6.118397955,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
216,-24.11970693,2,8884539.0,1,-19.65242601,-32.44318996,9.182749762,89.68475781,5.254445797,0.059326782,,-0.709425273,13.30067431,-3.194263045,9.944323952000001,3,7.233635512,2,0,4,87,8889942.0,1,6,3.069184069,-0.7051455209999999,,,,5.958037884,1.190495505,82.21697624,0,233.1054552,,2,-6.268959102999999,-32.73133215,-0.171364312,74.47656257,0.470177261,-11.43137817,25.15270589,-24.60147387,-8.014810713,5.309311948,6.218917533,-119.2963514,-1.43719365,-0.907416014,50.0,5.9187017310000005,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
220,-3.310906355,1,8889918.0,1,-18.71607866,-22.96310825,21.09475848,79.99844103,6.9503050810000016,0.17098938,,0.513889502,-15.25519472,3.438779041,6.192663788,4,20.31363462,0,0,1,137,8884545.0,0,4,1.67630637,-0.8907862059999999,,,,5.700527298,-2.7521334860000004,73.58298866,0,112.2439005,1778.9268949999994,2,-8.699814158999999,-43.26940248,-0.459047768,67.77544319,0.506183105,11.04711055,18.70393105,-27.99572171,9.521317913999999,3.601229303,-6.108202244,-107.1060437,-1.7895073730000002,2.544316368,50.0,5.6566863110000005,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
235,3.841239204,1,8889937.0,0,-28.67547666,-24.73837372,77.60801306,82.40013528,6.602306145,0.691201782,2281.638316,-1.114321251,11.87378962,-3.376331232,15.3866169,2,76.7323929,0,1,2,47,8890885.0,1,3,2.864733552,1.514654539,,,,5.421657066,3.621295252,86.69141612,0,217.596097,2187.998899,1,-4.851741637,-20.76014196,-0.901153455,79.14908033,0.432719234,-12.10445532,26.02963512,-18.06835588,-7.5285004,8.773192198,7.114474072,-126.1092977,-2.556212165,-3.396426937,50.0,5.351495612,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
244,-7.473161332999999,1,642215.0,1,-28.39899129,-31.01050359,20.84225294,96.67885674,6.4710383610000015,0.13894104,,-0.588087412,14.84606427,-3.42681583,9.973948168,5,20.84225294,1,0,3,175,8889936.0,1,2,2.878888812,-0.078460092,,,,5.141328313,1.834756024,84.91597742,0,236.0102591,2115.113267,0,-5.298660489,-28.29506211,0.103798322,76.69950436,0.445240984,-14.13777352,27.65812638,-23.83880959,-9.291012044,5.477722889,6.984687673,-123.4212063,-0.549519929,-1.600167194,50.0,5.136062419,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
246,-17.40148805,0,8889921.0,1,-24.683689,-31.80845552,9.001612023,95.50164725,6.5164968389999975,0.051659546,,-0.401614967,11.90067801,-2.678765928,15.47608055,5,6.950342009,2,0,5,206,8890890.0,1,1,2.086564711,0.143066423,,,,6.2821482,1.610753479,87.86494239,0,217.4993776,2234.242444,0,-6.576580386,-20.18970551,-2.7341786060000004,79.62128394,0.429830687,-12.10433925,29.25482551,-16.81445949,-7.423333014,9.41970827,5.6397597820000005,-127.6719406,-6.66994429,-1.429615708,50.0,6.0829594170000005,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
248,-35.14396195,1,8889918.0,1,-23.13217626,-28.67816611,4.232509274,79.36842606,6.662300854,0.037637329,,-0.5526651020000001,11.79508283,-2.813323332,16.10070775,7,4.046880069,1,1,2,301,8890890.0,1,6,2.590344404,-0.039237339,,,,6.228799042,1.553817279,89.40139507,0,216.1713646,2267.137678,2,-5.779155283,-18.08346924,-2.325677221,81.06322142,0.420808092,-12.56977421,29.87869107,-15.80518044,-7.4246764060000014,9.668713761,6.060662912000001,-129.97718,-5.785827007000001,-1.370088603,50.0,6.065433085,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
250,-21.65377157,0,8889937.0,0,-29.00997861,-32.43099299,9.265832261,85.23903622,6.520079476,0.08081543,,-0.475596734,-13.4090677,2.089407764,13.61500382,8,9.265832261,1,2,4,329,8884546.0,0,2,3.798201998,-0.433062563,,,,5.943796367999999,-1.233274547,91.67188,0,135.501048,2306.793912,1,-4.240427461,-18.99621476,-0.612810448,83.01223784,0.4110125020000001,14.37802896,31.48616535,-18.40456174,8.060326272000001,7.71917741,-4.47442793,-133.419333,-1.984945937,1.093958131,50.0,5.892935906,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
253,-2.315984095,0,8883994.0,1,-26.60833314,-28.11680308,46.17111071,99.12393967,7.066372212999999,0.315779419,,-0.834063632,7.232828032,-2.23173093,14.2963434,1,42.18055606,2,0,7,28,8889953.0,1,1,2.8983067360000003,-0.066575392,,,,5.545448026,1.3577843369999998,88.01359291,1,206.7833059,,0,-4.97237035,-20.37080329,-1.045053758,79.75625412,0.42377035,-7.857048702999999,29.36487625,-18.36976047,-4.777748478,8.394171766,4.816198601,-128.1833062,-2.844763225,-1.226410536,50.0,5.476049701,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
254,-6.9912665910000005,2,8889921.0,1,-26.35647327,-30.98483046,19.21944508,91.4398148,6.056593087,0.127090454,,-2.7334600210000004,15.24459721,-5.6056320789999985,6.423297087999999,1,17.81406407,1,1,6,56,8884012.0,1,4,2.148693578,-0.085288183,,,,3.996780883,3.84879461,82.85321421,0,247.029338,2330.839511,1,-5.400206854,-34.46072881,1.100649949,75.09810633,0.460201835,-14.42488081,24.73771433,-27.59673052,-9.961827963,3.161097509,11.33582329,-120.0023379,1.316506905,-3.42094553,50.0,4.064096181,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
282,-9.995027013,3,8889921.0,1,-22.2225163,-25.23062425,13.62282315,93.90163584,6.025973909,0.083638306,,0.286114127,13.3289832,-2.248750353,8.689282695,7,12.47377858,0,0,2,262,8882954.0,1,7,1.869644341,0.387869866,,,,5.777733542999999,1.360545976,87.94955027,0,236.7962735,2323.370909,2,-6.961599414,-27.682589,-1.727299925,79.42343236,0.434064575,-12.98544927,30.4270479,-23.56935919,-7.988079367999999,5.293227839,4.606427307,-127.77404,-4.709821821,-1.192069029,50.0,5.627864898,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
283,-49.5873177,2,8882971.0,0,-35.3080556,-32.65698794,3.539599488,38.21333174,5.466829572999999,0.064318237,,-2.251410827,-8.031092512999999,-0.750868302,-9.207718145,8,1.72906478,2,1,3,286,8889943.0,1,7,2.877033167,0.8099349370000001,,,,6.008957616,2.181868582,79.7569696,0,41.22475396,2660.87945,2,-8.538865827999999,-53.73783327,1.438214801,73.37043349,0.480284341,5.513538593,22.05983155,-39.38074064,4.055480031,-5.300878074,1.770712569,-115.9767798,1.2343355459999998,-2.11050251,50.0,6.099058677,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
296,4.536093586000001,0,8882079.0,1,-35.66463228,-33.71819261,85.21669728,92.20769668,6.005051104,0.678145752,3379.154061,-3.422940885,-7.962637045,-1.919759803,2.200791161,4,85.21669728,1,1,2,152,8889947.0,1,2,2.140848492,-0.267555969,,,,5.577086235,2.1750717930000003,80.76511049,0,105.7183147,,1,-7.669199486,-40.50370413,-0.065734866,73.9580491,0.470336102,5.209579125,23.55586823,-30.48890707,3.750295235,1.213107228,4.1667366910000005,-117.4913992,-1.297599039,-2.020091293,50.0,5.549776406,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
303,-24.31786697,3,8888763.0,1,-11.99163427,-23.94484583,5.5953201120000005,89.20581219,6.616725529,0.032614136,,-0.633178931,11.82613733,-2.899077207,8.963779603999999,7,4.588809558,1,1,2,275,8888795.0,1,5,1.705746349,-0.417456184,,,,5.693912709,1.253970037,88.27552191,0,232.7376403,2226.503214,1,-6.9603496589999985,-26.18857626,-1.968739077,80.14257072,0.426725638,-12.31468073,29.43269866,-22.95670023,-7.469770219,5.591007638,6.173143798,-128.3415165,-5.13987608,-1.0622911659999998,50.0,5.549405742,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
307,-12.84913701,2,8882072.0,0,-21.21187372,-23.70874934,13.49456408,86.43394908,5.7368236060000015,0.104729614,,-0.496164492,9.006030851,-2.190808114,9.188437262999999,1,12.88469848,2,1,4,19,8889942.0,1,5,3.020856085,-0.208245768,,,,6.17470025,1.082002506,88.90791413,0,224.3213667,,2,-5.977573617000001,-26.44433744,-1.019658068,80.93050402,0.429631721,-9.22120443,28.47571953,-23.37030566,-5.485833118,5.237478977,4.645604371,-129.23730590000002,-3.178155562,-0.905305415,50.0,6.073803612000001,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
309,-2.40099987,1,8889917.0,1,-30.00486513,-32.68906133,28.82892227,93.38343195,6.086855889,0.205480347,,-0.224878433,11.81424858,-2.460924267,6.801428498,2,27.34046371,1,1,2,47,8892147.0,1,3,2.085259603,-0.468235616,,,,5.977013379,0.82485847,82.37198082,0,239.9310955,,1,-7.552900127999999,-34.13370544,-1.131071675,75.30775084,0.460489388,-10.32962652,24.2895047,-26.34828411,-7.147472175,4.031074038,4.8073756130000005,-119.78598,-3.3516586910000004,-0.641493741,50.0,5.871761921,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
311,-36.18706683,1,8882086.0,1,-23.9473017,-31.59138313,4.270822585,79.09772757,5.443397312,0.030840454,,0.232208072,15.52199814,-2.666871278,4.31377099,3,4.016667096,1,0,5,70,8889942.0,1,3,2.115562288,0.229090301,,,,5.841038544,1.434048475,87.71085891,0,254.3498139,2252.042991,1,-7.133366953,-32.60097834,-1.076207942,80.28702132,0.437291948,-14.7683458,26.61541985,-27.9137365,-8.997467587000001,2.595552687,5.401048735,-127.4290338,-3.519059532,-1.209128579,50.0,5.723788754,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
329,-73.67643739,2,8889924.0,0,-8.076022167,-26.70899837,2.435297009,41.95086498,6.610636787000001,0.038995972,,-0.43837971,18.41277843,-3.961628508,13.7640436,9,2.207266571,2,0,3,260,8882079.0,1,4,2.26694445,0.036812127,,,,5.907395267,2.136270221,86.95989219,0,233.1528725,2061.482458,1,-6.217583097,-22.51460892,-1.921114035,78.81625857,0.433507976,-18.2866718,28.26028778,-19.01709647,-11.4423974,8.232612035,8.245613541,-126.2978613,-4.859081295,-1.874682794,50.0,5.767265912,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
