,Angle,PositionAt110Y,HangTime,HitSpinRate,PositionAt110X,LastTrackedDistance,ExitSpeed,Bearing,PlayResult,3B,5_6_Hole,SS,Up_the_Middle,2B,3_4_Hole,1B,cluster #
197,32.56205102,68.3000996,5.9525311279999995,2614.861724,86.22271878,91.84960634,100.3194811,42.73271566,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
208,9.876002488,7.388572963,1.3544061280000002,2681.026449,90.63599369,125.5261123,92.04515894,36.59817861,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
210,52.25308353,119.9613636,5.814890747000001,2501.481645,93.06578452,72.93204967,87.43587112,38.61210149,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
222,12.84600208,17.183426100000002,2.232654419,1971.564381,94.96920895,221.51598430000004,90.91505716,34.7403875,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
238,32.29356742,55.74228898,4.138098755,1800.686394,90.76266881,120.94311090000002,79.10301654,39.90404602,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
318,14.86574001,21.04440836,2.484313965,904.8025616,104.4332003,227.7967662,83.08982979,-18.57861727,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
319,12.81531955,13.35301998,1.720523071,1066.004956,102.279165,194.7950761,100.27577140000001,24.65462552,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
332,10.6478542,18.95128352,2.606339722,1497.389005,109.8397729,263.76910860000004,97.78940767,-0.7678442609999999,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
338,31.32725911,50.42675399,3.900946655,2362.35206,103.1983993,219.9052392,72.12571636,-27.54410373,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
341,15.72067416,26.81132678,3.131054077,1956.3730469999998,109.6827712,284.3094856,96.56469923,8.243706321,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
345,10.51388742,10.43055946,1.7247784419999999,1897.4542969999998,95.53883743,166.6002868,81.86685792,-32.37484166,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
348,34.77751577,72.1083376,5.2062640380000005,1622.0476310000001,109.3589577,134.92530369999997,89.36359459,4.51262995,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
360,25.73999382,48.68200839,4.841404419,641.3434808999998,107.22421029999998,353.64301739999996,96.88051189,-11.9876291,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
380,37.70202325,80.71572561,5.616781616,660.0297622,99.09696943,105.909827,91.97595025,-34.81427854,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
388,49.92951667,126.46894250000001,6.152582397000001,1966.4761579999997,87.63382805,75.20379731,94.63758288,-43.34671777,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
400,31.91018747,47.52830867,3.796886597,1371.828815,104.2851216,227.59806519999998,67.87317379,-15.97472064,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
407,38.31352614,87.50814062,5.940559692000001,2346.577012,109.9940347,206.3693977,101.7637014,4.336065025,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
420,23.88487921,45.30453856,4.665021362,1591.991265,109.7681473,361.3858767,100.2931615,-0.20253768600000002,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
431,28.34444158,52.28984702,4.489954224,1486.211022,104.1123363,305.0937509,85.21391286,20.94056787,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
437,30.83811693,56.56388657,4.565756226,677.6824237000002,108.46477720000001,289.772828,86.35470388,-17.56722464,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
455,30.8574822,60.31808931,4.801393433,580.7620571,104.2990219,152.2392908,88.80517618,-26.53259659,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
462,18.07228456,28.09329276,3.048441162,1567.200624,107.3744236,258.30397830000004,83.06636814,11.72135816,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
484,12.29060739,16.91490909,2.2145336909999997,1232.796369,109.33611909999999,223.3942926,89.97968527,8.854205852,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
503,52.80679318,118.16269059999999,5.636692505,1739.0878530000002,87.96081305,77.82588052,86.49489366,-39.89599865,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
512,63.238144299999995,167.46409930000004,6.5011688229999995,3543.427582000001,82.25817265,43.76567415,89.80101751,-43.49928148,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
517,6.386395437999999,2.125510957,0.94184021,4235.225304,79.96064697,106.9924167,99.99470607,-43.98376598,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
523,9.974317453,16.01071935,2.4453137209999998,1225.883036,105.83537949999999,256.6970545,96.88328307,16.20180808,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
524,49.96901549,106.77056599999999,5.558412476,4576.560411,90.93878589,69.47091008,83.05507011,41.42946519,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
535,26.61372733,37.71452925,3.275636597,4190.714690999999,101.1996452,208.4556161,69.60460779,28.14872778,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
538,27.83119952,53.21344917,4.969188843,2499.17653,109.99605829999999,400.1830866,101.36787840000001,2.499226417,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
541,24.49021102,46.82187438,4.508247681,2622.626814,101.39738259999999,360.3801806,97.04263542,22.28380726,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
544,58.05821849,118.42229569999999,5.352799683,5317.382081000002,109.74544640000002,69.48537536,78.22803246,-4.217766077,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
545,10.67295639,6.720167435,1.354264526,2695.78145,92.24834729,113.02901809999999,85.60756139,34.58751715,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
547,46.08178807,97.72868459,5.7059393310000015,3937.328905,83.88810549,65.02439449,86.8617225,-48.715403,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
551,8.539451336,3.1245950510000005,1.183427124,1777.0015329999999,83.12676048,93.00759953,80.0836918,-41.53817908,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
585,25.14546371,44.16149367,3.93116394,1651.566571,103.7300239,328.13942139999995,100.2594577,-21.93775455,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
587,29.27459406,55.19360085,4.453938599,3651.281484000001,100.6454486,198.224645,93.29767435,30.904643100000005,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
591,42.50013545,98.12239517,5.64460022,4642.697642,109.4656562,186.77345060000002,93.98220926,9.509063616,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
623,7.268879636,6.16210723,1.254147339,1942.5808989999998,90.78566609,154.9367207,100.49906,-36.12777855,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
635,15.99652562,24.689512899999997,2.7043908689999996,2111.901418,109.95408190000002,262.2736134,88.33982678,2.185977336,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
648,13.5579074,21.99784789,2.865018311,1371.7315019999999,107.0011775,272.09644330000003,98.67353659,-10.56001935,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
662,14.998647,19.56660683,1.993302612,2053.927768,95.04448788,206.70781609999997,103.63713270000001,-34.74739344,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
665,41.93644746,45.88468066,3.4568334960000002,4714.329025,101.70135259999999,168.48342759999997,59.21054568,-26.07286553,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
689,13.47106012,20.54241128,2.4488848880000003,739.8597788,109.960652,244.6508566,91.48794157,0.35182693600000003,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
696,22.14137101,41.01862607,3.899699097,2003.544481,109.9670761,306.4087505,86.55418753,-5.382904607,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
708,17.85299201,16.84909922,2.244047241,3224.447051,105.21247140000001,171.7210146,66.19060434,-18.8771291,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
714,7.055580774,3.589468016,1.2216790770000001,1629.64966,109.83628429999999,132.7889879,89.08618132,-3.903159472,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
729,10.01675565,8.569404459,1.594269409,1951.979547,108.2006355,143.65808169999997,87.93482529,12.57897965,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
738,24.19072745,44.10311038,4.109556274,2225.301816,94.73452174,155.6289104,89.12860195,-37.90321332,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
741,6.595411781,3.3985997969999997,1.155963745,3119.013865,104.0485272,134.54145119999998,91.87345356,20.06083661,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
742,26.804397899999998,50.65098037,4.678051147,2471.551057,108.3764476,337.4864292,90.76531647,10.74348916,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
743,35.67516098,70.11796792,4.931008911,3647.6896479999996,99.90346013,111.5708488,83.06524731,-31.08574249,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
766,55.16462576,126.1668044,5.840873413,4864.562929,73.64883179,53.22482164,84.89155336,54.19361649,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
772,31.28495288,65.0502619,5.166665649,3357.240028,96.51049425,121.33110959999999,99.15755162,-33.35850112,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
806,45.16738554,99.65847678,5.735258179,4790.145899,87.71514664,68.09992086,86.72248001,45.51847961,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
835,10.0112155,5.3376845369999995,1.31109436,695.3222718999997,105.24229140000001,136.8852637,83.46922591,-17.222916899999998,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
837,13.66822758,18.77594495,2.123950195,546.2781497999998,109.1589295,233.5045336,97.81025849,6.964008729,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
879,18.72196985,36.44505554,3.839824829,1797.734315,109.91453929999999,347.3762397,99.46084040000001,3.2635916560000005,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
885,10.79455824,16.96254133,2.087359619,606.2999426,106.0446223,258.61585959999996,108.36994990000001,-18.46091973,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
896,35.88180678,72.91087905,5.2220013430000005,4245.001665,93.69994229,98.99745832,89.04996145,40.77251498,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
910,22.12646433,41.43440436,3.989927368,1944.7082879999998,104.4332729,340.4305492000001,97.56522669,21.86018409,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
919,3.154107207,0.92804852,0.85531311,718.4502397000001,109.88019569999999,110.9499001,105.01041000000001,2.554757274,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
927,62.40292525,130.3048857,5.633214722000001,4377.182047,91.93334668,49.99843095,80.6579854,34.63983219,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
941,55.5371687,139.97900249999998,6.1757305910000015,5228.532115,109.77627369999999,71.16644586,91.46444248,-5.208128801,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
949,56.01519962,146.4467165,6.423447876,3662.1324990000003,103.1613177,66.56630097,94.4602015,-21.52580206,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
966,22.21814456,40.4826511,4.060720825,2043.498521,107.6514114,330.7882145,95.96291855,-15.22114162,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
984,25.81341717,50.65680234,4.5469500730000005,3502.2398450000005,109.2069325,349.58934300000016,92.84726248,-5.526219285,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
990,11.6245223,18.39696943,2.407155762,2113.946192000001,108.85661670000002,262.56411260000004,100.6019651,11.53997942,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
997,10.38342518,7.542669897000001,1.199458008,714.6610921,109.43721399999998,148.11441200000004,97.92843242,5.952900862000001,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1006,45.44688279,99.14858959,4.766954956,4343.0995219999995,99.75212254,133.5659349,90.88982748,-27.70367479,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1014,30.47348241,61.45322149,5.430541382,2376.858015,106.69444250000001,175.54448969999999,100.74337249999999,14.97515605,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1026,14.70214299,25.98101468,2.900333862,4386.614289,94.62680427,208.2688989,97.00517018,37.86586494,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1029,36.50332586,69.92604369,4.822610474,3513.4560130000004,100.1775172,110.52529320000001,80.81975776,-32.676026300000004,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1048,10.08289861,12.28046869,1.997057495,3667.18602,103.0236019,192.51711550000002,87.81728393,24.11067304,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1053,28.0379092,55.72157643,4.788369751,2953.1261449999997,109.9928233,399.5136372,100.84675759999999,2.201533088,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1056,5.557344136,4.526045156,1.194258423,3402.61385,100.1742584,155.1965636,108.0235649,26.107908300000002,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1079,33.75175421,72.90821158,5.913475952000001,3401.186411,99.98777,115.0579799,99.93258418,-26.74132412,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1082,26.40779425,41.74627061,3.588086548,4194.98044,100.5794613,248.11045550000003,75.91811992,29.89124206,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1097,17.25502549,22.83509695,2.520507812,876.901791,109.52546090000001,232.2144,84.66444576,-4.581856847,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1105,12.21705001,16.64713762,2.241899414,814.4625826,106.9002949,233.7899653,92.48048679,-12.47518119,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1125,54.85439479,100.695894,4.790328979,4529.841279,109.35653740000001,101.7780313,72.14242765,-7.410046078,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1127,10.80734711,13.87593913,1.831672363,2725.358537,102.5449762,210.9705969,98.0689282,24.43815493,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1150,14.19143602,22.84732641,2.696127319,925.4969042000001,105.3921442,253.2886499,91.14240378,-19.24547383,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1168,49.62269012,121.66811820000001,6.517868042000001,4039.1836789999998,74.30857871,48.49052168,90.04858936,-55.4700828,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1169,57.67864969,152.5064275,6.380492554,3700.209473,109.881804,60.31359741,91.0476036,3.8609770230000002,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1203,24.83359582,37.30085101,3.42447937,2497.716535,108.1037065,242.43287569999998,71.19213946,-9.42151337,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1227,8.946984125,11.32792835,1.6572955319999998,679.2320812999999,109.9830759,206.81034530000002,107.48756259999999,-0.040141714,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1231,21.07747992,39.34849583,4.261835327,1792.716591,109.6176719,374.95932660000005,102.78767679999999,-3.6350542480000003,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1235,46.96162142,116.0714571,5.966245728,4477.449418,106.5224317,117.51765449999999,95.96183081,18.11752205,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1256,26.94915803,50.78458728,4.504451294,3434.9033659999996,108.1354185,317.7553278,91.4886962,21.14583495,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1268,10.03726656,10.11817739,1.5254797359999999,1737.622485,98.46766009,173.87210249999995,93.41827634,28.71060417,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1286,6.914474519,1.943644568,0.89336853,1428.281869,105.01101740000001,121.1537428,106.30413,17.63840406,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1289,40.48540176,96.37952419,6.123651732999999,3833.558932,108.6295925,179.25671119999996,100.5999342,-20.01143718,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1295,25.19606443,40.38389542,3.4761163330000002,4206.636703,90.87963833,137.0527429,81.6464447,-42.66584398,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1310,29.59992983,53.09703367,3.70368103,4013.2245049999997,93.31459182,146.50753390000003,83.69926976,-40.00220447,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1314,43.8516701,110.20009309999999,6.455615845,3794.807154,106.4856949,118.5263061,102.44514579999999,-18.16081691,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1318,20.3933629,32.6423031,3.25482605,4140.705709000002,97.59554305,221.8185144,86.21994899,35.64924459,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1334,37.49741122,78.16184345,5.358075562,3146.150554,109.9479439,297.70179029999997,88.99777082,4.46394461,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1335,26.39902555,50.9713036,4.567455444,2152.592372,108.8274,342.28940719999997,93.48751361,-8.050186616,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1345,37.52326012,86.32102957,5.592555542,3036.947642,106.84524920000001,167.1191015,97.06827149,-15.53816208,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1347,8.337888575,11.21617088,1.741773071,5039.087511,87.78698235,174.0753611,98.40977509999999,40.79502014,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1356,30.61004362,49.40955148,3.922156372,2800.349181,107.1624111,262.2025005,72.24587407,-12.62262546,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1362,51.95678517,38.85633937,3.7535870360000003,5469.832616,73.45345655,67.04817317,55.73708891,-48.21525142,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1368,9.953137221,11.33799149,1.714783325,858.1709224,106.1355672,142.56573640000005,98.70227432,-17.05313865,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1369,26.41040604,48.95777803,4.188851929,4054.031948,109.21169420000001,294.9647006,84.28128456,12.82324536,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1370,43.15953455,101.68368819999999,5.639008179,4076.2073600000003,108.1488686,162.7075208,97.69042898,17.22726881,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1408,15.52866756,19.04956133,1.8793261719999999,2293.640634,96.73949573,209.4869041,98.67913724,32.43213913,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1419,35.30555799,76.04461047,5.530220337,3750.323304,107.30063200000001,187.4034017,97.22654419,21.65739889,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1427,7.8122662720000005,11.32488051,1.7794909669999999,705.0665671,107.98127379999998,200.8970476,97.60671499,-9.700087427,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1454,13.73387714,18.85791082,2.2949774169999997,2513.533321,105.35690009999999,237.92333280000003,94.10433398,20.64360984,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1463,19.54042675,38.63570781,4.1294573969999995,1616.1809,107.674444,374.5529357,105.118074,-11.12028141,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1476,12.72883039,17.68175243,2.142299194,3750.1363840000004,91.20107014,171.4915353,92.00367607,-37.50332150000001,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1477,34.15242659,25.99209627,2.774296265,5622.783228,73.72278243,119.70711170000001,55.03264642,50.56827934,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1487,12.48175095,12.95001288,1.5384417719999999,1883.612593,96.09540269,179.6263184,101.2247565,31.60633832,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1491,11.47506901,11.48491793,1.889373169,1013.3725099999999,106.95256119999999,146.07977319999995,76.36660268,-13.96583925,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1497,31.97668967,67.23523724,5.33227478,2737.922888,93.35036024,124.92807379999999,102.86878540000001,40.26993078,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1505,12.12037676,3.940825287,1.334385376,3490.696311,107.5246094,123.10003400000001,74.88349091,12.68939009,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1534,20.60700181,39.54227934,4.112385864,1892.2771850000001,109.75887409999999,375.0176899,101.706929,0.87637241,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1549,7.1298248829999995,7.282265907,1.3567218019999998,1732.7573170000005,107.29599350000001,146.33172240000005,101.14843859999999,13.75125926,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1555,44.28047781,104.8869499,6.1505792239999995,4586.615158,109.09820400000001,180.50545569999997,95.62260293,5.597369613,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1557,58.40997877,109.4926376,5.13024231,3750.804688,100.8477704,80.13275809,73.17866526,-23.78481783,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1565,5.6185099360000015,0.945570012,0.900668335,725.6654943,109.81173359999998,110.2853078,98.44117533,3.461563054,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1588,62.43094363,151.5797332,6.3868573,4426.019468,109.74650009999999,44.9074741,88.83599526,-3.574218015,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1590,9.797650391,10.37128291,1.6824530030000002,3025.4517149999997,99.55433242,187.0424836,97.30325854,28.55617754,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1594,53.99710315,137.9554175,6.0636383060000005,5889.4310049999995,109.7172913,72.7611532,86.79591349,-6.985113061,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1596,10.18454947,7.391431582999999,1.2980584720000001,1781.711372,99.66163844,145.8925838,93.38505606,26.38082885,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1614,21.88294578,38.64687812,3.816036987,3618.9448429999998,100.53528359999999,300.3479613,89.13000578,33.40233352,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1617,7.049305508,2.425262397,1.028257446,2460.492175,102.5279693,121.13863329999998,94.46735787,-21.73880654,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1626,9.394138979,7.577397682999999,1.3189788820000001,818.0602733,104.8045707,151.2743966,95.85327467,-18.47265913,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1627,9.856485842,16.50701683,2.303910522,1763.0466059999999,109.1459278,241.6819395,94.16233259999998,10.77129695,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1634,17.55557074,30.82618608,3.292503052,1585.148627,103.5771918,277.2819394,94.19617751,-25.74536346,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1668,42.6347661,83.58693877,5.084111938,4042.2077409999997,93.6234329,94.11717975,83.14121033,-40.81685615,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1682,41.823955700000006,95.9637386,5.823869019,4130.905511,109.9968372,107.0919237,95.11965135,4.9094857130000005,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1690,18.70982607,14.23143739,2.135106812,3247.7102800000002,101.4181427,145.0383791,63.81418269,25.35943354,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1691,9.008590304,12.17389517,1.791016235,1177.502316,95.93576375,194.2678754,92.95584018,-32.30662939,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1707,9.228797081,5.682773872,1.280606079,2473.777252,91.42544713,113.67103859999999,86.39494279,-35.51651115,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1718,26.67348568,48.18254931,3.8968719480000003,4165.618705,95.54501392,148.71914850000005,92.30202398,-37.67013581,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1728,15.25119446,26.23897297,2.964674683,2047.3768699999998,99.11468079,299.5312852,107.9104654,-31.856476699999998,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1741,25.22812962,40.57217057,3.533823853,2635.95575,109.9224828,267.3706279,85.53953048,7.423539542,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1750,24.3167244,42.057015899999996,3.7010516360000003,4188.765003,103.8337592,254.64072119999997,87.4699171,28.18889113,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1752,10.44919749,17.81338688,2.297318726,1027.428008,109.8873871,259.6888626,107.45101389999999,-2.325258494,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1753,24.10811002,47.35684616,4.493602905,2347.92808,108.91532849999999,321.09337289999996,99.65592333,6.9295260160000005,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1819,22.7402682,42.82259237,4.3416253660000015,3342.729009,109.38361979999999,357.21678330000015,95.35586958,9.625259972,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1825,24.69268741,39.01083262,3.469053345,1604.302081,101.1635339,268.2055594,82.79358319,-23.40751885,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1828,10.30637066,15.57300606,2.103654175,1118.445541,109.0036858,239.8215671,101.68300009999999,10.34721667,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
