,Angle,PositionAt110Y,HangTime,HitSpinRate,PositionAt110X,LastTrackedDistance,ExitSpeed,PlayResult,cluster #
1790,0.3514320884356475,0.305935746236111,0.6189768336909909,0.47955443296130557,0.7811030626833578,0.2733111249103493,0.8039247816837549,1.0,3
1791,0.17478386632230086,0.11938214754680596,0.25581202925253244,0.2736807454851332,0.9711594533152218,0.48228107820371097,0.5348893278758755,1.0,0
1792,0.026349343782371346,0.008363411213656427,0.025294532695116848,0.0601679209135267,0.9884068071609374,0.23696550516981224,0.7379640069518414,1.0,4
1793,0.6716754436269716,0.5832247030170326,0.6677777634680421,0.7252800013262336,0.9745739405851354,0.13691607132892447,0.47734057244382955,0.0,1
1794,0.025988703685537448,0.019205398368458023,0.05077139148411229,0.3497447741236552,0.8634162955971706,0.28975583843688807,0.8193167739999745,1.0,3
1795,0.40169873847024934,0.2984887946314497,0.48573701124344254,0.560292895573756,0.8509442009540008,0.4040220431778442,0.488133529070808,1.0,2
1796,0.3652925644988153,0.2626052235322525,0.4534446506245307,0.2646125343036955,0.8108086435863445,0.5628721497001509,0.4638006050867136,0.0,0
1797,0.146747919991814,0.12148638996936371,0.3087784857150478,0.11238573596273872,0.9717151507131702,0.6490629972326938,0.7865070500903673,1.0,4
1798,0.31820619555951,0.26955278389239146,0.516232726349371,0.23161284244155667,0.8834690031260152,0.5769848306787195,0.838572794500172,1.0,0
1799,0.4046186021604874,0.368385475631179,0.720636218483387,0.3741582040894617,0.6617935958259568,0.16565022295637033,0.825260978521968,1.0,3
1800,0.7789095444855614,0.7717860030713555,0.7503767379022452,0.5889029488703958,0.9185548540225251,0.12148156014884727,0.5779414969465029,0.0,2
1801,0.02160418819306229,0.008233816414746208,0.032103516310220834,0.5728500950021791,0.8298316010501944,0.24137250714125003,0.7420899396346838,1.0,2
1802,0.16969710892028217,0.14890830814629688,0.35926498140490554,0.2120416397268891,0.883831166879344,0.7671340564477804,0.8356560234406432,1.0,0
1803,0.32003796422778635,0.26100942664614557,0.5066708358323154,0.2572638739713186,0.9998973115088213,0.7982964523889846,0.6708082390077135,0.0,0
1804,0.5766675956466278,0.5652045451822519,0.756931967827045,0.7198469328516017,0.9945885787095178,0.44028990172835053,0.7231312864765584,0.0,1
1805,0.5736460759774828,0.5153954249574726,0.6247270766939504,0.6948170192654559,0.9694827797901494,0.33813545159527975,0.6400516892300416,0.0,1
1806,0.3840580465109105,0.33700210963786315,0.6500796386470677,0.4920852638410101,0.7372086090622473,0.2270966667198907,0.8180376354735988,1.0,3
1807,0.3985901905879404,0.35558247314468566,0.6514703504890009,0.40274311490711295,0.8801521850043662,0.2840568038757573,0.743684500650311,1.0,3
1808,0.453293257033473,0.4031261505650987,0.71571250858337,0.5736112734916572,0.9447883209758688,0.25058221297021827,0.7045261807810219,0.0,2
1809,0.48174766185110846,0.34706910365506555,0.5201446804472546,0.5380179926994356,0.9936579809755971,0.5629984920822267,0.3895847007743456,0.0,2
1810,0.43716014899591416,0.3975319549764692,0.7307452683848019,0.5458217024995602,0.8323556136283844,0.23363622069990014,0.8655414945846611,1.0,2
1811,0.2466687213259447,0.19289992441415854,0.39496341807231067,0.28685691371877353,0.821434361215856,0.6833950988020003,0.669668852819564,0.0,0
