,PitchNo,PAofInning,PitchofPA,PitcherId,PitcherThrows,BatterId,BatterSide,Inning,Outs,Balls,Strikes,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayResult,cluster #
5,53,3,1,8889942.0,1,8886477.0,0,2,1,0,0,0,0,86.76950437,-1.693263528,-2.170258812,2095.640842,240.5780376,6.067704423,0.991515821,5.584222692999999,-30.73071726,6.962383219,12.40801214,1.924189533,-0.001856816,79.08913436,-7.426762026,0.159922432,0.441878071,104.547354,7.450103232000001,23.96013299,972.1864084,100.202902,10.53262888,45.37975078,212.8224869,212.8224869,25.00970424,1.755407715,-7.389771114,4.29120297,-0.813252627,50.0,5.9025460160000005,4.365727298,-126.0527426,-4.747420697,-11.62819328,27.3634071,-25.42161512,1,0
10,93,7,2,8889947.0,1,8886477.0,0,3,2,1,0,0,0,89.68942858,-1.322146575,-2.558990936,2017.23714,195.0563016,5.590172625,2.388283327,6.071134245,-14.41810904,20.45260881,5.5106259710000005,3.163952391,0.478304348,80.73819904,-4.059008043,-1.511762408,0.425012754,103.0071548,5.343313619,21.82394606,1421.370866,102.8323141,3.587269934,39.05745087,131.84959270000002,131.84959270000002,21.01571024,1.029713135,-3.933134215,11.88716572,-2.193308945,50.0,5.480263386,5.6522543060000014,-130.3193866,-3.460916459,-6.483088856,31.29421783,-12.58011979,1,0
13,122,1,4,8889947.0,1,8886485.0,0,4,0,1,2,0,0,90.3314288,-1.64735549,-3.022351603,,180.1408236,5.689147697999999,1.771169729,6.35515314,-15.76149887,18.51414719,0.045584017,2.857163894,-1.00896374,80.84490714,-4.659965706,-3.013622512,0.421370709,44.82990103,27.87969951,4.12656395,2109.679122,109.8320133,1.204211456,6.072756104,111.7433617,111.42924709999998,3.130599494,2.209613647,-1.093569875,10.99144413,-1.5524086190000002,50.0,5.562489325,6.925072277999999,-131.184731,-4.243531456,-1.825847427,33.77070518,-13.82250062,1,0
15,128,4,3,8889947.0,1,8881734.0,1,4,2,1,1,1,0,79.39259539,-0.499911478,-2.013747356,2496.471986,101.0547887,5.593552477,2.310839172,5.818089324,-43.90354121,1.100080353,-5.847249138,1.469890547,-0.049250017,72.03385586,-8.746397686,-3.12062178,0.482831116,80.15112326,9.107328945,1.6373306580000002,2014.75457,109.8173937,5.182564268,6.335468071,138.7484348,138.7484348,3.714679955,1.3808843990000002,2.556090518,0.778845858,-2.142847874,50.0,5.527071331,4.224836604,-115.3536922,-2.275180528,3.299176367,25.06034215,-31.16878296,0,0
17,142,4,3,8886490.0,1,8889930.0,1,4,1,2,0,0,0,88.35927562,0.769969529,-2.028299452,2000.452846,264.7091167,4.886191923,1.155618642,5.712190525,-34.45862338,1.35024128,14.94394523,2.732345488,0.5108335829999999,81.08512623,-5.666931853,0.770846558,0.430691989,77.63953195,15.0548747,8.359212472000001,2289.199005,108.1373889,17.96498632,20.15700005,193.7652342,193.7652342,12.9270173,2.183850098,-8.816307282,0.531291547,-0.995338711,50.0,4.929253939,4.054091936,-128.5387132,0.579902975,-14.34535922,25.92988736,-31.30956325,1,0
18,144,5,2,8886490.0,1,8889924.0,0,4,1,1,0,0,1,89.66406985,-1.532444525,-1.658751686,2116.626158,223.73496040000003,5.472957516,0.478730011,5.664011068,-22.54083922,12.48217342,11.97431063,2.164881438,-0.07033495299999999,81.83796233,-5.745533916,0.58877057,0.425939845,89.38796695,17.67099934,-34.74194304,,86.56253221,28.84568013,-67.87408162,271.8106317,186.1802924,-40.40675413,3.038126831,-7.053504856,7.295158172000001,-0.346224391,50.0,5.329431493,3.368889159,-130.365749,-4.25399506,-11.81512095,28.13885006,-19.95414116,1,0
23,186,2,4,8886472.0,0,8889917.0,1,5,1,2,1,1,0,90.9826218,-1.414164211,2.34656753,2162.453955,155.2969076,5.636814593,-1.348966544,5.999088388,-14.39080889,19.23230664,-8.861672906,3.12602741,0.087812215,82.78773696,-4.1273069,0.6734581940000001,0.417340464,91.67253079,16.55197789,29.39211478,3054.891596,92.54857539,27.76239334,59.45328794,294.5299374,192.5848625,37.91123753,3.197356567,5.659905429,11.18631814,1.169442977,50.0,5.517731021,-5.134039237,-132.2989323,-3.735403113,9.676674289,29.20857127,-13.04893092,0,0
24,189,3,3,8886472.0,0,8889937.0,0,5,2,1,1,0,0,81.54061762,0.932682053,2.05317608,2267.249205,210.8199605,5.755425726,-1.181364133,5.68834157,-37.91444523,4.436298327,2.670415504,3.4656884710000004,0.955340856,74.47519726,-6.161522128,2.554187716,0.468383986,93.90537396,14.1034888,-16.27043706,1987.7680920000007,103.8240428,20.84270482,-36.33961892,229.0228654,229.0228654,-22.77161677,2.254436035,-0.8550537220000001,2.153579936,1.007250801,50.0,5.810265507,-4.33202645,-118.5503624,0.767091552,-1.186108002,23.50398504,-29.18665919,1,0
29,218,1,5,8881736.0,0,8889930.0,1,6,0,2,2,0,0,89.69729307,-3.047386892,1.639231491,2188.432046,141.0470227,6.551470106,-0.859288796,6.336209395,-18.63054137,15.8480905,-12.83821663,2.189730977,-0.419667038,81.20207421,-6.5802548660000015,-0.812405851,0.422616579,101.0659515,9.739341438,-3.896510464,704.9878614,109.88884740000002,15.76038499,-4.939129896,248.2513354,248.2513354,-1.095930753,2.2971850590000003,7.760543921,9.913222426,0.7462277759999999,50.0,6.3209726339999985,-3.34875379,-130.3362621,-7.494735184,12.86150832,30.79936201,-15.74491756,1,0
37,254,3,1,8881729.0,1,8889930.0,1,7,2,0,0,0,0,88.49838055,-2.134343933,-1.136099119,,194.6056139,5.636262791,0.946557556,7.185028515,-20.06692712,14.03704422,3.666200616,2.029506309,0.222888054,80.39452301,-6.001476697,-0.425919336,0.420314135,98.06292174,7.245474354,-2.8932836889999995,681.3938568,109.9338801,9.456354977,-3.80950233,191.5243582,190.6528841,-1.174002823,1.645665894,-2.483568019,8.807702953,-0.881976359,50.0,5.506520488,2.468101653,-128.92480849999998,-5.2909636330000005,-4.0447147260000005,29.54839346,-17.82990917,1,0
49,25,1,6,1110016.0,1,8889924.0,0,1,0,3,2,0,0,91.21629718,-2.25282282,-3.879007878,1964.739532,220.0830274,6.046613632000001,3.380482777,6.283272662999999,-22.45530167,10.28674035,8.682940681,2.093489581,0.524027331,84.4869856,-6.4586543060000015,-2.247382822,0.411836087,99.85726138,9.082239143999999,-15.45617223,2556.62029,104.6074393,12.24382114,-34.01675023,214.2171351,214.2171351,-21.14506564,1.85291748,-5.814618235,6.305173861,-3.098933471,50.0,5.869306843,8.718989944,-132.5782311,-5.927051127,-10.23489305,25.10991473,-21.07567933,1,0
58,100,4,7,8889914.0,1,8886502.0,1,3,2,2,2,1,0,76.64355788,1.631772424,-0.448349681,2313.826681,31.76230714,5.225985486,1.151511415,5.6496450970000005,-56.49857993,-8.943245106,-5.509222667,2.0399763980000003,0.274281956,71.06212095,-8.85250833,-1.477634386,0.496330702,102.4824363,5.189884567,-34.5241074,3079.312399,91.54510441,0.451781807,-60.98730643,113.0218119,107.9161917,-33.70088156,0.857927856,2.897111413,-5.335316908999999,-1.110068199,50.0,5.328272083,1.034288989,-111.54005320000002,1.521877254,3.578914065,18.9649222,-38.76497241,0,0
68,201,4,5,8889953.0,1,8886500.0,1,6,2,3,1,0,1,88.09640788,-1.798196277,-2.768636996,2091.295429,223.6256445,5.169505738,2.145832345,6.785856612999999,-26.39141321,8.28113426,7.924160644,1.326472661,0.277156635,80.91013519,-6.814919572999999,-1.254906513,0.423803359,95.35686319,11.49593727,-9.406767081,1332.0248390000004,108.1204861,17.31374718,-20.24684687,248.2334727,248.2334727,-11.72432717,2.290113525,-5.220688835,5.150637579,-1.969338745,50.0,5.04259593,5.988915601,-128.2312763,-4.737498701,-8.630268543,26.40892508,-23.65958104,1,0
81,24,3,3,8886499.0,1,8889923.0,0,1,0,1,1,2,0,81.12987137,0.094193188,-1.4744506119999998,,243.3237932,5.17709823,1.861642638,6.531644828999998,-36.95762199,4.373837613,8.782758401,2.18371717,1.240904382,74.30785199,-6.9216637689999985,0.200565985,0.462713201,92.35478432,7.195055793,-13.2685725,1532.521976,106.74858590000002,3.972375065,-26.54690437,134.386222,124.5481898,-13.99579061,1.177810669,-5.413705772,2.451141793,-1.763355666,50.0,5.167516824,2.812963337,-118.1727391,-0.768309565,-7.435459444,23.25635985,-28.80752548,0,0
97,119,3,2,8886499.0,1,8889918.0,1,5,1,0,1,1,0,88.88872438,0.8097098559999999,-3.2562788360000003,1993.837723,258.3156708,5.181948645,1.6912859530000002,6.58946694,-31.36894115,2.778633679,13.5912693,3.31095165,-0.162631111,81.79248019,-5.136225087,-0.67682667,0.420582745,86.23895024,15.18161049,25.93158688,,94.82545601,23.08234243,55.7501095,227.4185106,224.8342572,35.88125244,2.468634644,-8.420148256000001,1.334702722,-1.474677354,50.0,5.223876528,6.975272604,-129.3820288,0.94109415,-14.24974337,25.37995238,-29.91527939,1,0
105,174,7,3,1110017.0,1,8889918.0,1,6,2,0,2,0,1,89.94515047,-2.627386649,-0.8414445229999999,,184.6418475,6.022759927999999,0.574338096,7.260207876,-10.49480245,22.42951801,1.823638606,2.769893145,-0.034802923,81.54380467,-4.654916863,-0.487733491,0.412980864,97.99111152,6.70351613,-8.334723428,,109.11036,9.087917046,-13.96117796,187.19153,187.19153,-6.927156964,1.588347168,-1.298194065,13.57869478,-0.527313586,50.0,5.871011867999999,1.880318518,-131.016554,-6.26561829,-2.229039565,30.43212408,-8.85900753,1,0
110,211,4,3,999814.0,0,8889933.0,1,7,0,1,1,1,0,87.13915496,-1.192964908,2.337674337,1961.015631,116.748829,5.385013076,-1.527308046,5.8450082110000015,-29.00475051,7.283524529,-14.51867718,1.858407169,-0.563909431,80.92732965,-6.582898577000001,-0.373081149,0.433565464,101.8375621,5.80390532,39.53472135,2809.127006,83.2702472,4.202895294,71.87473709,141.16767019999998,133.8668223,41.2802104,1.120742798,8.579861691,4.309295811,1.345933482,50.0,5.270824217,-4.707482673,-126.8466873,-3.584121074,13.79172509,22.51489273,-25.24705774,1,0
113,229,2,4,8889953.0,1,999804.0,1,8,0,1,2,2,0,78.1497552,0.541328942,-2.7408529460000004,1305.864083,287.6160337,5.2629532160000005,2.084049066,6.786735726,-45.20924336,-0.792267031,2.363596815,1.990182684,-0.22254647,71.37701865,-8.088001829,-2.2873732280000003,0.479673818,82.91356295,8.226691133,4.852155817,2279.027954,108.9318649,7.917825016,15.28824172,163.7595819,133.364887,9.868392238,1.6296307369999998,-2.165280421,-0.6098882929999999,-1.907243869,50.0,5.280739288,5.389562402,-113.7427809,0.010610055,-2.802064827,22.76755382,-32.96329808,0,0
114,233,3,4,8889953.0,1,8886502.0,1,8,2,1,2,0,0,77.74174487,0.751697582,-0.823640576,1742.602073,89.78425948,5.372274543,2.244159951,6.551404437,-44.81372246,-0.065068737,-6.106916144,2.3270909680000003,0.980055875,71.74898235,-7.725278131,-1.985167218,0.481461434,86.59943822,13.29336263,8.793522664,2741.309522,107.808686,18.38418192,21.8467727,220.6412773,220.6412773,16.8179117,2.366422119,3.229349067,-0.246989423,-2.1847620290000003,50.0,5.404634882000001,1.781248629,-113.293677,0.367439266,4.098651341,20.32448701,-32.48752459,1,0
118,258,4,5,8882060.0,1,8889923.0,0,8,2,2,2,1,1,84.40446897,-1.921856423,-1.606010559,,169.3747748,5.537755344,1.169809104,7.440259151,-23.73646817,13.12214905,-2.468224842,1.826175102,-0.4837872070000001,77.38450978,-6.494095051,-2.084155597,0.436959351,93.22013568,12.82284294,28.67902641,1361.398081,94.26686002,16.20621129,56.68903154,213.9120206,200.6049317,34.00208474,1.974116821,0.960959633,8.150470084,-1.083391955,50.0,5.4287152239999985,3.5034884180000003,-123.0519449,-4.64437598,1.449956134,25.12947884,-19.87610836,1,0
122,11,3,3,8889935.0,1,8886502.0,1,1,1,1,1,0,0,90.41316795,0.445241058,-1.907522583,2356.533902,284.9980871,5.493334994,1.614295921,7.050296537,-35.42482878,-2.982814138,11.01964771,2.945833921,0.7996858240000001,83.22596123,-6.330354806,0.207609437,0.409944842,96.25977088,5.47616172,-29.73593096,1812.64481,96.15178898,0.532647713,-53.43058942,112.4777885,111.8513493,-29.04705211,0.89920105,-6.7461533939999985,-1.806745333,-1.503162625,50.0,5.508190452999999,4.104940104,-131.8150985,0.108266066,-11.83925691,27.34225373,-35.34482173,1,0
124,24,1,2,999810.0,1,8889924.0,0,1,0,1,0,0,0,88.18267940000001,-1.6331006330000002,-2.491515567,1918.207945,195.5972632,5.524850607,1.49397065,7.240939871,-19.28392621,15.40556123,4.309621596,2.438428183,-0.402639964,79.08203470000002,-5.380417106,-1.651565795,0.423906875,81.67224904,13.88789349,5.152672993,1962.022641,109.6531673,18.18671448,8.727887925,218.3666324,218.3666324,3.618486207,2.325648193,-3.328631837,9.365902941,-1.353490764,50.0,5.426151712999999,5.483268162000001,-128.34015929999998,-4.1151087460000015,-5.406646809,32.39359293,-16.96115277,1,0
134,79,7,3,999810.0,1,8889923.0,0,2,2,1,1,0,0,88.61848562,-1.732727316,-2.441345124,,207.700651,5.464248841,1.377591662,7.1436762210000015,-24.06472515,10.04712013,5.291840675,1.886235268,-0.3958357770000001,80.50941448,-6.366366697,-1.417837284,0.420362654,102.1977846,5.249213408999999,31.64576673,1987.403925,94.11086866,2.846595414,56.94856269,130.6354311,124.2367858,31.32809342,1.019452515,-3.834907685,6.35899301,-1.236220761,50.0,5.355031193,5.37169066,-129.0267113,-4.495202017,-6.257018325,29.68881555,-21.79874384,1,0
138,124,1,3,8889935.0,1,1110024.0,1,4,0,1,1,0,0,85.98383651,-0.201637,-2.271718054,2250.48095,211.5370637,5.519268245,1.3780801319999998,6.639804865,-24.39855987,12.13897304,7.470660256,3.301352274,-0.079740381,78.75057827,-4.843523385,-0.84787887,0.435051959,106.1368056,10.28198941,-27.45029019,1279.694143,99.38164136,14.38041397,-47.15060191,201.4329498,201.4329498,-27.81483089,1.66079834,-4.766615956,6.781567521,-1.228097166,50.0,5.4955395660000015,4.766063585,-125.2376903,-1.101078986,-7.57547825,25.13248661,-21.39625195,1,0
141,159,2,4,8889935.0,1,999804.0,1,5,0,2,1,0,0,88.24760639,-2.9762153560000004,-2.990968408,2413.31159,194.716868,5.60547822,1.346834809,6.756976913,-14.2859845,20.33579155,5.349944638999999,1.69080176,-0.941313052,80.92360063,-5.689971677999999,-1.970865732,0.423492955,68.07231104,18.23228021,-5.05588649,2478.240824,109.6627502,21.37033851,-8.604581052,196.1264191,193.7942652,-4.507257325,2.584644165,-3.810397415,12.18456127,-1.153424955,50.0,5.405056582,6.560178173,-128.3208312,-7.066686343,-6.334526129,26.08277533,-11.91804548,1,0
150,224,4,7,8889952.0,1,8880671.0,1,6,2,2,2,0,0,76.06118261,1.200557697,-1.464728781,2147.4607100000007,114.4756383,5.430007598,1.173054179,5.893182408,-46.81819962,1.105400889,-2.527300764,2.643523741,-0.397591899,70.19904399,-7.546962495,-1.939146532,0.498248773,95.24799048,7.867256792999999,-9.921682039,,108.5748779,5.908885842,-17.64879565,142.6428435,142.6428435,-9.277139673999999,1.198654175,0.984495274,0.27907213,-1.053830064,50.0,5.4995509060000005,2.9010833110000003,-110.706126,1.017796579,1.209853053,19.04108189,-31.83109489,1,0
152,240,3,3,8886498.0,1,8889921.0,1,6,2,1,1,0,0,93.24943824,-2.28662644,-2.659528629,2162.473577,212.7655629,5.67136855,1.446720617,6.604058839,-15.42546579,15.96704901,10.29548018,2.288183574,-0.132978087,84.74031174,-5.226892611,-0.69146565,0.403259467,104.7291905,5.250086327,-17.62702519,1068.019536,105.3568995,1.961903482,-31.62144257,122.5544736,122.5544736,-16.85654773,0.8958691409999999,-6.593830068,9.670094019,-1.270127965,50.0,5.509203372000001,5.996903134,-135.60468319999998,-5.873145709,-12.02042169,31.61682622,-14.54565857,1,0
161,287,1,2,8886498.0,1,8889937.0,0,8,0,0,1,0,0,84.12379681,-1.307433515,-3.158129668,,243.4576851,5.64716751,1.446355258,7.24351921,-30.06270881,7.634849534,15.35581819,1.957029662,-0.134224565,76.57842629,-7.101835464,-0.184012471,0.4419042,90.07224,13.27584122,17.21121796,1110.070599,104.2940425,18.70154165,34.967589600000004,236.0258621,236.0258621,19.98260755,2.311630859,-9.950413373,4.864495167,-1.271345066,50.0,5.563744715,6.4094028189999985,-122.4597534,-3.479254489,-14.5678729,26.49746885,-25.05219898,1,0
168,39,3,1,8882683.0,1,8889923.0,0,1,1,0,0,0,0,84.0879188,-1.596713593,-1.306861222,2022.627763,184.4469192,5.939429307999999,1.645361404,6.821985305,-21.05868113,16.92758145,1.319228844,2.727400925,0.56308617,77.00020702,-5.6127446260000005,-1.054246314,0.44359312,97.54231754,5.650908562000001,2.5314320130000003,680.4182482000001,109.9037444,1.5047492530000002,4.59989316,119.01693629999998,119.01693629999998,2.400350207,0.92644165,-1.130402663,10.127022300000002,-1.56198161,50.0,5.828925277000001,2.7615080780000003,-122.5153848,-3.949720833,-1.676694614,24.51755835,-17.15291997,1,0
169,46,4,7,8882683.0,1,8889935.0,1,1,1,1,2,0,2,84.57006545,-0.7476237609999999,-1.217103795,2010.992595,191.4506351,5.81026355,1.485835621,6.759715049,-20.83892677,16.72264207,3.394411814,3.390764122,0.657077931,77.47247890000001,-4.720911502,-0.568318764,0.441106421,70.37068171,20.03536018,25.05768143,2806.816798,96.58079418,24.85834083,52.65042759,193.7081987,192.5554231,32.9698518,2.611721802,-2.265265375,9.681885203,-1.407725307,50.0,5.753295726,2.530794545,-123.259629,-2.14867577,-3.425906509,24.39843724,-17.53151091,1,0
173,66,4,3,8889952.0,1,8882665.0,1,2,2,0,2,0,1,76.59677257,-0.515797924,-1.702806929,1935.809054,3.565177332,5.746784797999999,0.906283462,5.653651858,-50.09129402,-2.840085777,-0.17418218100000002,1.091301393,-0.69657294,71.77019597,-9.740234905,-1.735198777,0.494741085,76.89105816,12.77044132,-14.1380884,1313.819451,106.5772104,14.25247773,-27.22481066,186.4403679,185.9918814,-14.96157494,2.048550415,-0.313252698,-1.400600871,-0.762132962,50.0,5.671179819,3.320917613,-111.5360855,-2.481249379,-0.397544569,17.36214637,-33.95153131,1,0
174,70,5,4,8889952.0,1,8882674.0,0,2,2,1,2,0,0,83.79096231,-1.7812112219999998,-2.864379079,1882.639764,218.980835,5.670979074,1.154728947,5.946418277,-29.52331028,9.677076032999999,7.860809523999999,1.556219449,-0.8488263640000001,77.79632369,-7.271786672999999,-1.394290857,0.450626463,82.32690903,16.02801134,12.08950696,1036.419962,107.9746278,20.11615111,21.00868116,216.8846021,216.8846021,9.345934852000001,2.329989014,-4.973320169,5.695832932999999,-0.931421456,50.0,5.512439792,5.85868635,-121.8932224,-4.697455014,-7.510032343,21.1495205,-23.57297561,1,0
176,89,1,4,8882683.0,1,8889937.0,0,2,0,2,1,0,0,82.25937456,-0.479207248,-0.896214576,1965.485945,185.6050395,5.97124266,1.4893915,6.692616211,-25.72847399,14.25174511,1.402350515,3.388966491,0.786715275,75.07154237,-5.388325616,-0.627804435,0.455086658,98.79937125,11.55722262,-11.72068001,2057.200903,106.2183107,18.53086763,-28.59481102,240.1770262,240.1770262,-19.69647252,2.2233312990000003,-1.0567326540000002,8.183124495,-1.430415503,50.0,5.92903089,1.83929683,-119.8618574,-1.658032814,-1.507215294,24.20704008,-20.50247737,1,0
179,121,1,6,8882689.0,0,8889921.0,1,3,0,3,2,0,0,78.68193199999997,-0.14025526900000002,3.49156652,,111.1292568,5.103982734,-2.195548708,6.2945364,-37.46310263,6.616278447999999,-17.22769486,1.85259724,-0.410358795,72.67560631,-7.181902354,0.240422512,0.477847439,100.2575733,8.82214385,-32.75310855,2303.46397,90.84052913,12.65664607,-62.03103106,224.8742083,178.1838114,-37.46630594,1.917122192,10.49919865,3.716662589,1.947452985,50.0,5.075341712,-6.523515668,-114.4628894,-1.281948019,13.77902925,19.73840048,-27.29634272,1,0
185,40,1,3,8889947.0,1,8882922.0,1,2,0,1,1,1,0,87.1281395,-1.7584531680000002,-3.190948557,2043.017261,204.5004579,5.810714052000001,2.277096953,5.973427764,-19.64404401,17.29470949,7.897648147999999,2.54071689,-0.025589305,78.99988525,-5.462345335,-1.69832411,0.437434101,99.89307203,4.215421887,8.925858288999999,1139.208654,107.5093894,2.7879378260000003,23.27344681,133.7480371,133.7480371,12.99447444,1.045397949,-5.25235615,9.911216645,-2.029169396,50.0,5.660709018,6.809178233,-126.53290420000002,-4.50018672,-8.438908778,27.98147215,-16.24979461,0,0
202,148,1,2,8889947.0,1,8882903.0,0,5,0,1,0,0,0,87.16548693,-0.812938452,-3.21342066,,229.717388,5.4755246170000005,2.32624586,6.177814378,-28.14280882,8.319445119,9.856440016,2.378427029,0.177372173,79.45175417,-6.127601972000001,-1.3468470419999998,0.434603555,96.10301862,7.98993979,2.378556468,1050.58554,109.967841,10.63393871,2.635358216,207.1978552,205.6046581,-0.061975781,1.848478394,-6.320187988,4.777759173,-2.088668614,50.0,5.399779588,6.818241106,-126.7064888,-2.644521085,-10.22128768,27.14520809,-24.44724501,1,0
217,257,4,2,8889953.0,1,8882916.0,0,8,1,0,1,0,0,80.5723771,-1.144018673,-2.0404498,1359.487376,229.0729371,5.72402318,1.636279433,6.1199508489999985,-33.05338462,10.02803711,11.61235654,1.911271913,0.717057407,72.98172758,-7.397920703,0.170058707,0.472407226,88.93088689,10.73516859,14.3978481,840.3726891000001,105.9347185,12.23707861,29.6277559,195.4372301,194.6079162,16.72000748,1.868168335,-6.995135652999999,5.8417928660000005,-1.486281614,50.0,5.619412037999999,3.850313936,-117.1343732,-3.259723819,-9.571757858,25.24509248,-24.18046136,1,0
222,9,2,4,8889942.0,1,8891697.0,1,1,0,0,2,0,0,89.75677673,-0.777511513,-1.486863221,2351.31286,227.45355240000004,6.14047255,0.946611063,5.288393662,-24.6152212,11.62603741,12.70408817,3.358924547,0.608987656,79.94795323,-5.408903214,0.911536759,0.433284501,69.50293563,24.69110293,-23.22477985,1073.664961,101.4661156,32.89425565,-42.48065208,218.0806449,218.0806449,-22.53828994,3.100477295,-7.28604357,6.458659617,-0.8203005240000001,50.0,6.052427037999999,2.931163364,-130.2211056,-2.637639282,-12.16896961,34.31165351,-21.38695514,1,0
225,14,5,1,8889942.0,1,8891690.0,1,1,0,0,0,1,2,88.80441228,-0.906435886,-2.288756511,2308.933736,226.3316657,6.200674315,1.140073542,5.396935079,-24.48523135,12.24461006,12.8636164,3.310173325,0.066371631,79.47609095,-5.510140966,0.137183874,0.436195363,96.43507501,5.637445208,2.40004899,1060.34356,109.6770316,3.020207982,8.422996675,129.0304341,128.6467055,4.668074834,1.077258911,-7.640718733,6.836284324,-0.944908853,50.0,6.103241765,4.705967009,-128.8526456,-2.885346138,-12.56005471,32.32567073,-20.93634853,1,0
226,17,6,3,8889942.0,1,8891749.0,1,1,1,1,1,0,0,88.26557837,-2.7566503960000004,-1.901882598,2196.0454010000008,218.275387,6.308182261000002,1.246233082,5.255392513,-21.61312944,15.69556339,12.41234382,1.913911841,0.493206346,79.40700588,-6.787830101,0.428856923,0.4396190820000001,89.1686613,7.9472916,-16.80857936,517.8649845,104.9285729,4.509919825,-33.01494148,140.2799821,138.1345779,-17.53965011,1.254175415,-7.205305846,9.228676582,-1.081014488,50.0,6.040080538,3.813142169,-127.9746594,-6.9252767839999985,-11.73067833,30.91566335,-17.14919899,1,0
246,97,1,2,8889942.0,1,8891706.0,0,4,0,0,1,1,0,87.46757638,-0.951041973,-1.280288246,2182.926203,242.1422069,6.010479072000001,1.06199308,5.262463941,-30.0962493,7.373735247000001,14.01806163,2.60880985,1.027350122,79.68794557,-6.540555621,1.336691997,0.44056833,86.32225288,8.475068198999999,-27.1378838,,92.75219446,7.632214782,-59.13472309,157.34919159999995,108.9547953,-34.30467946,1.53453186,-7.783631377000001,4.176592533,-0.955089746,50.0,5.901795495,2.346973334,-127.104726,-3.170433004,-12.65325336,27.58417512,-25.38448197,0,0
252,151,6,3,8891751.0,1,8889918.0,1,5,2,1,1,0,1,85.51725292,-2.347963707,-2.43735105,2177.174641,202.8827102,6.0426449820000006,1.233580764,5.4594318610000006,-17.54976036,21.61411736,9.138016914,2.379499505,-0.287395468,77.35377307,-5.62848933,-0.722735777,0.450416572,94.93280418,9.493044969,17.61193885,2885.126744,102.2515323,11.48270137,40.55341925,199.9571661,198.5933066,24.95803409,1.851373901,-5.62012973,12.23669613,-1.025210635,50.0,5.824047205,4.978958796000001,-124.1017112,-5.675966312000001,-8.670458252000001,27.33111424,-13.29587882,1,0
260,195,4,5,8889941.0,1,8891699.0,1,7,1,2,2,0,1,77.85624792,1.837321865,-0.234140807,,39.90943345,5.80007843,0.869889183,5.7866866770000005,-54.99681604,-8.815485434,-7.337038827000001,2.926653899,0.040674578,71.57612035,-8.441499296,-1.613752668,0.48910797,94.65046391,10.55365075,11.19264474,3033.996882,106.4183659,14.80336008,27.84096728,216.1519197,216.1519197,17.89865286,2.021617432,3.877908376,-5.26213785,-0.846242278,50.0,5.918327643,0.674679445,-113.2541737,2.044973632,5.025332328999999,21.11943683,-38.99318632,1,0
268,227,4,1,8889953.0,1,8891698.0,1,8,1,0,0,0,0,85.69909377,-0.335553825,-3.18219606,1988.488003,204.6875913,5.550298007,1.627026575,6.833030256,-24.18693757,12.61392049,5.814351394,3.228245723,-0.793338414,77.96174045,-4.967169146,-2.067515251,0.436616849,83.055093,18.49755202,28.04684177,,93.32478483,28.09864288,58.22761364,248.3247949,188.3314844,37.31145743,2.943146362,-4.19891213,7.150816162000001,-1.425401022,50.0,5.519717754,6.784759608,-124.7138126,-1.351142988,-6.567531811,26.69557328,-20.98943427,1,0
273,248,2,2,8889935.0,1,8891688.0,1,9,1,0,1,1,0,94.82292825,-1.269067479,-2.737192884,2470.937263,251.9215501,5.762646535,1.552845402,6.11346781,-25.81673244,5.001458166,15.41025794,2.436494653,0.304631373,86.58147659999999,-6.13409025,0.177783605,0.399553636,95.88422356,7.012971317000001,19.14486789,2925.6374920000007,101.7602878,7.277310337,41.77132427,177.40344230000005,174.5059618,24.54612066,1.547227173,-9.171864548,3.086443034,-1.3512621809999998,50.0,5.651852099999998,6.082100412999999,-137.8797355,-3.912088016,-17.59859421,31.59119328,-26.25190936,0,0
281,36,1,5,680739.0,1,8889935.0,1,2,0,2,2,0,0,87.64155549,-1.819213975,-1.659540329,,193.591822,5.876706847,0.8060099359999999,6.32041624,-21.08564586,14.80518421,3.587673,2.443050374,-0.423659655,79.72195905,-5.814728445,-0.976761587,0.431184628,97.29558613,12.38001646,-22.37758264,1885.490105,99.71692874,12.51860272,-46.43822581,183.2267823,183.2267823,-27.20987246,1.5808544919999998,-2.46708276,8.670967512,-0.686665,50.0,5.733859344,3.589121083,-127.50479479999998,-4.668713165,-4.0301994930000005,28.09758747,-18.00925059,1,0
