,Angle,PositionAt110Y,HangTime,HitSpinRate,PositionAt110X,LastTrackedDistance,ExitSpeed,Bearing,PlayResult,3B,5_6_Hole,SS,Up_the_Middle,2B,3_4_Hole,1B,cluster #
150,22.67485668,41.07694484,4.085239868,1638.209323,103.84141740000001,354.16747169999996,105.1425635,-21.08456414,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
169,44.79519396,83.32961597,4.572445678999999,1920.449977,104.30159870000001,121.990728,73.18384872,-17.67754882,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
179,9.323522548,11.04949682,1.5837323,1031.447514,106.12287309999999,187.2243407,100.44659240000001,-17.27925436,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
188,24.58407932,45.18331252,4.4218170169999995,1178.6686630000004,109.0145862,359.54588870000015,97.52802141,-13.88127814,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
200,7.629461626,5.912185695,1.351934814,2757.518371,106.3254707,149.9026105,89.67188892,-16.51832939,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
203,23.75628827,45.10418993,4.387404175,1538.384917,105.74731409999998,358.481613,100.0261676,-18.090499899999998,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
212,31.7398153,62.24097147,4.794442749,1372.046161,107.89154099999999,317.7608553,90.41982094,-16.54690551,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
214,24.16859047,40.64503381,3.7098577880000003,2029.0512039999999,105.12794369999999,274.5253264,85.52229529,-16.59026141,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
215,30.57075645,58.92264622,4.69704895,2222.701427,106.78982450000001,310.7195522,86.01977477,-12.53930759,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
221,60.11941519,41.07561039,4.598931274,1931.6661510000001,105.6151943,57.90979741,61.76966669,-16.20000822,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
227,19.98950166,34.62679499,3.250647583,1133.9583289999996,104.3041249,283.1112137,89.35696526,-21.54636063,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
228,35.16045774,57.38826510000001,4.097145386,1555.510004,105.62595400000001,223.957911,66.25896557,-15.05983368,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
240,33.65212097,71.45363814,5.575601196,3103.4451719999997,107.0264087,140.52538,100.1369492,-14.97518379,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
244,30.84830687,57.02598783,4.4086676030000005,2385.288637,106.05289280000001,300.2873278,79.47993079,-15.18775895,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
245,49.75871417,110.4352382,5.813555298,3435.022283,108.7704439,148.0363092,86.44281197,-11.48006467,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
269,38.85605379999999,75.29123047,4.9788677980000005,2155.022032,105.4196215,112.5263366,85.02068841,-25.03624707,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
271,25.34316331,49.08988855,4.712107544,1512.145367,103.3516104,363.4407178,95.14442549,19.38556727,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
272,26.02753593,50.17843222,4.680585327,2347.392878,101.5877399,198.086645,101.7959474,-21.53882416,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
288,42.8174781,83.57245737,4.641578979,1455.158651,109.68027,135.78778480000003,74.66772911,-6.941702379,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
292,24.73870025,49.32250808,4.708717651000001,2271.56308,109.7755591,327.7878767,91.85898796,2.51869438,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
296,5.927144061,6.414689978999999,1.403710327,806.2159766,109.9881608,163.0103436,99.19003326,1.924742503,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
299,48.88389247,92.25657193,4.706603394,2209.636158,101.7487093,101.4012808,71.88504717,-26.28487827,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
300,15.3160511,28.20951705,3.46757019,2290.4906579999997,109.6391977,316.5304814,101.108704,-9.588612499,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
309,11.66327147,15.470348199999998,1.996096191,2575.92886,105.42260520000002,200.500525,89.25045205,20.62375356,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
316,18.02591191,26.47686818,2.80359436,3366.276101,90.77911377,209.6225366,82.77931945,-39.45416524,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
329,16.91118673,22.86064059,2.300628052,2113.8296579999997,94.68790491,221.557438,104.86639270000002,-35.63446240000001,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
350,25.44045491,27.83519629,2.747543335,985.2339112,88.56859417,166.71922680000003,63.37121898,40.34721802,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
351,27.04931985,55.8056685,5.226016235,2243.474667,106.3524633,174.3625885,101.67787009999999,16.92798617,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
355,26.50755204,46.34951829999999,3.962822876,1623.808253,109.82612179999998,232.1092805,77.08824923,-9.950846013,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
358,29.32480071,58.78220714,5.073346558,1997.1381559999998,108.79934920000001,262.6119102,99.00676881,17.25828415,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
359,11.60814778,13.83720291,1.578651733,2486.223556,83.33964423,166.28075280000004,103.61716640000002,-44.32375224,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
362,18.16571448,28.6099575,2.8214251710000005,2490.20315,88.52477186,158.98887040000002,98.16638344,43.43241529,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
368,24.07888616,45.38026282,4.563346558,1375.8681800000006,107.53723149999999,342.67762,98.05326847,-10.07339246,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
370,29.63270462,57.37155663,4.6182269289999995,1520.9296470000006,106.276327,276.3512387,85.84139324,-13.77114242,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
373,4.827548185,0.245159068,0.826675415,1269.77406,103.9097277,107.95415220000001,104.068973,19.19372976,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
390,23.6263477,39.98743451,3.3566607669999997,2187.692576000001,89.4359505,172.1132706,89.29635697,40.66490616,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
398,33.30988408,60.2660372,4.451135863999999,1753.1197079999995,106.9087982,280.9496092,81.34347895,20.00054317,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
423,12.60727206,20.59551608,2.735571899,862.5445347000001,109.18487990000001,284.27444449999996,97.41389699,11.47713655,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
428,11.36980398,12.99347176,1.631378174,1716.084827,97.58244401,186.31320459999998,95.08224451,-30.11145876,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
432,63.43520143,121.60292199999999,5.394727173,1675.495598,62.09190446,41.29615948,77.77814846,57.21725507,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
434,11.60061446,15.30482262,1.7787188719999998,2449.4187660000002,89.93333134,174.5512308,104.51466629999999,38.93258348,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
436,12.0161838,13.64690963,1.7952410890000001,2587.532051,91.70395681,184.1506487,88.6071781,-36.30161237,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
450,32.99241846,74.61274379999998,5.749425659,2242.503471,109.05799099999999,164.56498430000005,98.58753033,-4.1529814410000006,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
457,10.37974971,9.094571712,1.3266119379999999,3198.4388010000002,89.16616588,159.7723107,99.79572982,-37.79430973,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
461,39.08212163,79.64313076,5.209284058,2259.398466,98.25861563,95.27464088,85.34773349999998,-34.41718529,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
471,20.56638982,35.93624195,3.6921771239999996,1066.598031,106.0772706,324.1659795,98.74253359,19.69076584,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
504,35.4362822,73.08377367,5.52286438,3009.339175,108.07328840000001,150.6982697,94.12279816,13.46135082,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
514,17.1495832,18.51588556,2.115901489,972.9697284,105.7662797,195.67462969999997,80.70341537,17.60090748,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
518,7.818569675,4.476504106,1.245859985,1174.558842,101.4572293,136.6229229,87.72717306,23.57700042,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
521,17.61344627,29.43922012,3.1445202639999996,1900.3868670000002,108.9375909,292.01713039999987,91.75053163,-12.10244313,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
525,41.42991877,39.87806527,3.569024048,3610.8679119999997,101.4267261,149.30252959999999,53.52175935,-22.07533456,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
530,26.47336259,49.24737605,4.147122192,4692.661966,94.54308008,133.2630355,91.8431078,40.92781712,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
542,9.857258913999999,11.30991042,1.783751831,4921.668705,92.43131426,176.5641763,88.61178120000002,36.3468854,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
557,9.364298482,7.933047501,1.347359009,793.7588479,109.3452898,153.06064130000001,95.31147058,7.36106067,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
558,51.14556352,53.93641382,4.120579224,4183.44619,103.8912641,146.1835001,56.68915285,20.93770921,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
561,31.81206255,56.50380847,4.495906372,2466.934402,109.3618626,309.8128470000001,80.57921749,-3.6054533419999997,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
563,35.33787438,77.93451089,5.518319702,4300.951668,106.11851599999999,162.0120187,96.21618235,19.71653359,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
575,24.33379846,44.90374977,4.042059937,2616.7905,107.4385473,292.9525818,83.53477845,-7.364307504,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
576,15.70276031,24.74496271,2.5996490480000003,3447.5624729999995,98.26525688,236.6304963,95.99362126,-32.48363505,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
577,64.16851262,83.84312014,5.166416626,4749.333153000001,109.7315686,51.01272136,71.68680482,4.287264368,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
582,25.39132801,18.06606478,2.423247681,4143.6631590000015,96.53422288,147.40673769999995,54.93731044,31.02900037,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
592,19.08317938,37.31215521,3.822271118,1669.086266,99.60258565,222.95550240000003,102.042211,-28.61801807,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
598,23.38152335,44.97497626,4.243817749,1816.290732,100.7367863,364.4669091,99.26340375,-27.24532935,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
599,39.195133899999995,55.58328026,3.89164856,5356.904763000001,88.37017403,96.16818677,63.87046843,42.06530319,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
604,29.77167831,56.58599534,4.821963501,3142.8307670000013,109.0400636,362.722949,95.52904894,14.74126227,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
605,9.526800608,9.56205244,1.571138306,748.5928144999997,109.31008390000001,174.2979414,91.29080515,5.993217751,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
608,18.257485199999998,31.01979755,3.333234253,2424.31232,107.6333362,309.8721098000001,102.1148381,18.76430751,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
610,45.17728254,74.93116103,4.3088433839999984,4069.0466619999997,109.2627154,117.6765898,66.36476714,6.069855265,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
617,19.35638935,30.12741291,3.1402178960000002,3656.1210200000014,102.3623764,246.65012430000002,84.18472577,28.11037588,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
628,21.96028242,42.22062614,4.03928772,1618.94556,103.3460175,359.90181739999997,104.8792983,-25.06661312,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
638,52.21291826,119.02893159999999,5.796934203999999,4534.701835,84.30123805,69.11732695,84.00928893,46.2326273,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
661,19.41269199,32.63959001,3.232334595,1806.689114,109.92382309999999,264.8786338,86.68468462,5.770460107999999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
675,25.37689214,46.93738505,4.390502318999999,2616.380818,109.91396280000001,340.9129731,92.27996925,6.4497390160000005,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
681,59.24101331,96.93427458,4.824292603,6110.85092,83.66775679,64.24196045,73.68207708,-42.24329318,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
685,18.80445616,33.31282642,3.6010839839999997,2027.838773,101.5987936,342.3654548,102.1257536,28.14558164,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
688,13.13805116,15.8709019,1.784750366,2387.7518059999998,85.91461654,165.5049919,88.64910029,-41.76514278,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
693,25.25820273,48.80003979,4.359086304,4064.584872,103.69114470000001,329.2215452,94.83882121,-27.27033533,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
697,14.61093096,22.3486936,2.56272522,1186.212633,106.37398290000002,289.1101934,104.4066146,-19.44683639,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
698,38.15977047,75.61139695,4.8485699460000005,5643.343542000001,94.49721182,96.446278,81.93677718,38.77921908,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
721,30.90559422,64.49481757,5.2692657469999995,3114.089893,109.50356029999999,336.6187433,88.16979166,-4.227731856,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
722,32.82133345,27.96801999,2.989209595,3656.01249,109.9540055,154.3137607,53.78452918,2.935034354,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
723,12.92304618,17.32833405,2.00461731,1333.951143,104.1363099,206.4873007,92.54656962,21.45065856,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
735,10.52924729,13.069816000000001,1.87984436,2575.208916,102.7295527,195.5889971,89.8366358,24.21695811,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
754,13.7495837,16.16978112,2.149515991,1184.407025,106.92229259999999,190.11769650000002,78.71253832,15.24033731,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
756,25.20155185,45.30762758,4.1516888430000005,4151.370728,108.9707128,296.77605489999996,86.67689888,15.871495300000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
760,20.82635355,39.09279628,3.8237261960000004,2723.084519,93.83430032,151.8539396,95.37635491,-35.21692879999999,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
770,18.42053912,32.60190537,3.473978882,1989.16975,109.7165665,317.28858419999995,93.8918233,-1.98354674,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
786,36.61426252,79.08551228,5.458701782,5124.619393,94.08342911,95.19955861,95.31983839,42.82632505,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
790,49.94684963,114.0363057,5.414058227999999,3726.4543270000004,96.74947889,88.41575397,86.55541767,-31.22374343,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
794,60.78203907,162.896354,6.437127075,4638.26884,95.60842059,46.59065914,90.65494140000001,-31.15333367,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
795,8.905528759,2.599327139,1.044763794,963.9623595,108.62695009999999,121.72717420000001,92.39668418,9.145132391,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
816,27.68467114,54.66486617,5.009276733,2555.44997,109.89350139999999,400.05350380000004,101.1415196,-3.146546395,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
819,4.640256849,3.11943772,1.120429077,1356.011141,109.25346699999999,137.498535,98.24426505,7.319105596,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
823,19.48179325,34.56777535,3.6560430910000004,2163.061125,108.3309565,314.6869425,91.66632709999999,-10.86647753,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
830,26.93735398,53.58885363,4.672090454,3898.913074,107.7002695,344.2499297,97.1272618,17.87172571,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
831,8.953535947999999,11.23920914,1.6326849369999998,797.5730747,108.9337435,194.2274132,99.27945104,-6.577452618,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
836,30.20755034,61.01140557,4.954108276,3172.846871,95.87449018,121.46728770000001,96.00207394,-31.87020618,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
857,9.390520902999999,10.57752975,1.529387817,561.1816905000002,109.92225790000002,187.7400358,104.5694795,1.966594606,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
868,22.57739498,38.75936184,3.515373535,1377.439532,105.92957279999999,307.8644494,91.70239740000001,13.18431756,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
869,30.45964231,57.69275126,4.492734985,4434.911391,105.42982520000001,299.2833662,85.78701383,20.75677594,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
873,18.63252441,22.1598629,2.5771820069999998,1890.0897170000005,105.9753297,205.12822849999998,69.60733069,-15.468040700000001,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
876,31.71684998,49.43020657,3.807605591,2295.286471,96.33263283,253.32679680000004,75.91928155,-29.50309897,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
888,11.34607473,12.63589917,1.575980835,2001.016528,100.7100397,194.9571947,104.78530409999999,-26.45559617,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
889,12.22147858,18.42890378,2.501636963,2389.028437,109.010543,273.39831210000006,101.66342009999998,-11.76733587,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
899,14.49241143,21.59729196,2.3206848140000003,2248.909193,107.68436650000001,248.5307105,93.77160842,14.63168534,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
908,37.47049295,72.17507308,4.845661011,4111.0137380000015,104.80010920000001,296.5194943,84.12653539,-24.01376265,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
918,19.05649584,34.32453755,3.541143188,1871.1007100000002,100.1161295,313.86756529999997,95.97743832,-27.56837823,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
921,24.28178871,35.46968411,3.282593994,2391.630401000001,109.5977019,245.5324046,73.5380104,-6.798372798,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
924,35.80847184,60.97494057,3.9671197510000002,4982.907763,96.61510295,141.1949554,75.30699693,-32.23261091,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
930,18.49968046,27.80681474,2.811154175,1345.937371,102.55829250000001,264.5713129,93.61985983,-25.06837563,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
932,26.79127833,49.4600767,4.177526245,2717.514329,101.948143,341.1448077,94.2892952,24.95964729,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
936,22.03015583,39.17278011,3.577106323,3010.861708,88.38259917,150.33970469999997,100.373784,45.08568476,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
944,11.09762026,17.71468001,2.252510986,1411.6990150000001,109.9997513,252.46812319999998,100.1834762,3.018833835,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
945,10.90404446,11.73052909,1.567126465,1125.218649,100.5483287,191.4514075,101.1882839,-26.0734884,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
947,17.73708193,31.48680065,3.5760223389999997,3802.813893,105.58531809999998,327.7269558000001,103.5272412,24.84341946,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
954,21.41169772,29.02918416,2.836923828,1012.368458,109.48874579999999,225.34381000000002,76.92867666,5.178321631,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
969,29.93859481,62.45166308,5.352555542,3370.33476,109.4032951,345.66014289999987,94.28095976,-4.231376797,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
998,23.28115341,42.45296870000001,4.196845093,2734.200162,109.7149114,354.1023341,93.75692109999999,0.379353564,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1021,54.63717407,125.68146670000002,5.594509887999999,4599.622181000002,95.75291884,71.86986512,83.37851686,-30.73210613,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1027,5.845081542999999,1.6204462259999999,0.878280029,1964.947866,94.19652521,119.61624950000001,102.10963559999999,-31.50765468,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1038,34.77179453,71.93439531,5.217998657,4491.9259299999985,95.58113175,101.72131440000001,92.98087782,-39.39232307,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1044,37.54007375,77.01233958,4.891956177,3885.515125,109.80579070000002,161.7847851,84.03276239,1.8970396880000002,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1046,33.09174649,67.66427471,5.068119507,4897.373067,95.68635942,111.5546803,95.0954167,40.40988455,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1052,26.83264219,51.51586418,4.6665667719999995,2403.467719,98.58656876,148.7876274,94.77688528,-27.15614716,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1061,18.17796975,29.16951408,2.766100464,2454.019047,83.62815159,145.27732419999995,87.46144770000002,-43.89544241,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1062,58.21181795,123.2123072,5.731555786,4460.167934,69.07044618,44.96150146,75.31929494,55.18594369,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1069,57.63198506,102.17465729999999,4.8093524169999995,5386.690174,90.61187082,67.46313087,74.97696466,34.29425313,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1073,14.00295153,26.80654947,3.260501099,1540.813466,105.6955072,326.67111639999996,101.9448115,-19.196976100000004,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1083,31.75423435,53.91698822,4.215509644,3438.2454119999998,107.7939618,265.9202995,77.79553088,-15.92094049,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1096,47.00164985,109.8074652,5.854282837,4068.589665,109.23243570000001,188.37500500000002,92.50009825,12.99127106,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1098,20.51238366,40.43389542,4.3512322999999995,1957.6728679999999,109.08898159999998,378.3936911,104.4223583,-5.4112167620000005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1122,50.4582101,104.5200345,4.884896851000001,4246.374967,103.7355608,124.3763862,87.26932975,-22.2842418,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1126,61.99929469,56.22211172,4.55557312,4403.994095,79.84632325,60.00037261,65.27873465,-44.00885784,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
