,Angle,Balls,BatterId,BatterSide,Bearing,Direction,Distance,ExitSpeed,Extension,HangTime,HitSpinRate,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,LastTrackedDistance,Outs,OutsOnPlay,PAofInning,PitchNo,PitcherId,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpinAxis,SpinRate,Strikes,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0,PlayResult,3B,5_6_Hole,SS,Up_the_Middle,2B,3_4_Hole,1B,cluster #
54,-5.897933342000001,0,8886500.0,1,-21.56357014,-22.25143208,24.6817715,103.3748638,5.776808145,0.15343689,,0.40807874,12.31279035,-1.906720795,12.77386031,5,23.78460845,1,0,8,177,8889952.0,1,1,2.572212965,0.47940799,,,,5.645883247,1.227922773,88.0033158,1,223.8709456,1901.773529,0,-5.590724997000001,-23.40354353,-1.206623386,80.36024499999998,0.432902623,-11.84797002,26.96539207,-20.24545318,-7.2585383110000015,7.307932618,3.858106353,-127.980369,-3.462093036,-1.078118606,50.0,5.532311278,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
65,1.761745898,1,8882904.0,1,-18.39887062,-18.97863574,57.98700648,78.07092761,5.414056867999999,0.510234985,642.0325982,-3.482312495,-4.542322646000001,-2.628624181,3.849359119,3,53.49993288,1,1,2,82,8889947.0,1,3,1.427417163,-0.563050662,,,,5.9304922410000005,2.279398792,79.60729778,0,130.5926146,,1,-8.8732569,-41.74269374,-1.092485616,72.07595031,0.485977421,2.037846455,25.43313464,-28.97206284,1.5386788219999998,2.417663803,5.443043865,-115.4990096,-3.495488988,-2.042878037,50.0,5.805151222999999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
70,-2.115600717,1,8882916.0,0,-17.1265995,-16.63669636,27.99126884,95.15546505,6.21975051,0.196587524,,-1.509845944,10.04419161,-3.405977932,16.95659266,6,25.83057185,1,0,2,185,8889947.0,1,2,1.747703732,0.007327320999999999,,,,5.74263877,2.316452721,89.06630482,0,210.5919682,2189.609275,0,-6.060390624,-17.76155577,-2.718854807,81.65486472,0.424081958,-10.88043019,26.4176499,-15.20325493,-6.404238871,9.989036676,7.393451125,-129.3822642,-6.697616776,-2.066836765,50.0,5.530129237000001,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
94,4.658436914,0,8881877.0,1,-12.02909261,-11.48231738,101.8974782,95.78364499,6.291092804,0.7876007079999999,1103.405376,-0.4497563570000001,12.02033273,-2.739675643,11.78415036,2,97.28212572,2,1,4,31,8889936.0,1,1,2.968247719,-0.020700959,,,,5.367961173,1.503807485,85.52000437,0,225.4820072,2098.755204,0,-5.206072058999999,-26.10051646,-0.24356153,77.40111546,0.442999519,-11.53004897,27.61851459,-22.04866482,-7.449133177999999,6.54163154,5.606549252000001,-124.3538049,-1.276467968,-1.308255423,50.0,5.337458727,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
99,-8.748421377,2,8889935.0,1,-10.28490934,-13.90238716,10.72667595,97.60756832,5.693415489,0.067324219,,-2.22080383,-8.244449024,-0.667700528,-1.403811854,4,10.72667595,0,1,2,92,680739.0,1,5,1.506738348,-0.304607749,,,,5.820613099999999,1.00462758,79.74046457,0,80.61929549,2111.965905,2,-9.090113487,-45.8661851,-0.527624303,72.9366721,0.479918883,5.689322665,23.73070663,-32.97132886,4.220980943,-0.59151241,1.597603069,-115.9605121,-2.437568685,-0.943545124,50.0,5.74809763,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
100,3.951414175,2,8889937.0,0,-16.90656407,-14.32173994,78.25124003,80.97160525,6.130544092,0.713087769,1422.660505,0.63826993,6.5724979710000015,-0.608163279,13.36509372,4,76.28748559,2,1,5,110,680739.0,1,4,2.418110463,1.199630606,,,,5.91691594,1.213996036,85.83035766,0,206.1264588,1877.863225,1,-6.174953825,-24.26095489,-1.597732896,78.22083505,0.44148487,-5.903313204,26.67655876,-20.0014225,-3.76148104,7.756170227,1.129949912,-124.8989508,-4.206871873,-1.171039159,50.0,5.782470234,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
106,-4.928403168,0,8881877.0,1,-15.52334512,-16.77029747,18.9995226,95.32630347,6.283596032,0.128121948,,-0.13683273599999998,15.46676097,-3.094412854,4.290975776,7,17.40938465,0,1,1,171,8889936.0,1,1,1.856041778,0.107214634,,,,5.3512553060000005,1.6726228319999998,86.23722343,0,254.3728534,2023.806128,0,-7.116517489,-33.27658773,-0.782484787,77.70386609,0.441141619,-14.86354955,29.91710653,-28.08992326,-9.538086951,2.620823651,6.328899624,-125.2824895,-2.6686369290000003,-1.4521837640000002,50.0,5.277597527,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
108,-13.91960663,1,8889924.0,0,-17.3635785,-18.33122161,10.93329426,99.05959285,6.796100207,0.072615967,,-0.869719417,-0.836085043,-0.709349489,11.34432101,8,10.93329426,0,1,2,233,8892229.0,1,2,2.603990757,0.094129486,,,,5.642286427999999,0.8111631890000001,88.26884506,0,175.79689019999995,1102.563437,0,-5.648806729,-23.26115731,-1.20497778,80.557303,0.423393266,0.430552417,28.00943717,-21.03760184,0.258409575,6.683888771,1.614750494,-128.61858629999998,-3.326225568,-0.764999042,50.0,5.555491165,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
136,-10.68289805,1,8892755.0,0,-9.662392977,-11.57700656,13.56155133,62.55183895,6.355434221,0.14708313,,-1.909419002,12.72396971,-4.327493313,11.38850605,1,12.70032801,0,1,2,11,8891138.0,1,5,2.627340315,-0.304221781,,,,5.421947385,2.625435514,89.14778023,0,228.088339,1807.819305,2,-5.362611219,-23.42690577,-0.912673311,80.82201247,0.424675578,-13.96928902,29.21330164,-21.1828485,-8.307603042,6.536519282,9.41919092,-129.4289241,-2.7583435,-2.31787405,50.0,5.344738045,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
143,1.347388816,0,8889923.0,0,-18.57010202,-17.34904042,51.82472941,86.52288859999999,5.95768356,0.422219849,3220.795686,1.078636313,5.810432487000001,-0.020004419,13.02592811,3,47.73806678,2,0,4,105,999767.0,1,4,1.017477633,0.476743614,,,,6.344418852,0.011088949,85.22252067,1,203.9808891,1490.81205,2,-8.219022286,-25.51874819,-3.447503262,77.86627062,0.446841725,-4.859275319,26.30908899,-19.71609493,-3.1525123410000004,8.08224477,-0.133986185,-123.8055462,-8.236713071,-0.012740914,50.0,6.056627432999999,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
146,-13.22101098,1,8892773.0,1,-14.46675196,-18.47289742,14.27641358,83.3175986,6.217894174,0.106310425,,-2.7086554030000003,-6.906240961,-1.400047854,8.015083708999999,4,13.65339072,2,1,6,135,8889953.0,1,4,3.051883829,-0.438655614,,,,5.756100115,1.428883752,76.57828807,0,139.4057034,,2,-6.767215631,-38.98365598,0.58986246,70.11355804,0.493417586,4.218991342,20.81937079,-26.90154989,3.366639256,4.207309178,2.905482669,-111.4786953,0.126884876,-1.320794946,50.0,5.7806498139999976,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
147,4.552600914,0,8889929.0,1,-14.70914369,-12.97363528,93.18594591,101.9426478,5.795110019,0.684121704,1097.2307529999996,0.8118475070000001,9.152417114,-0.910492026,12.56300232,4,91.4054226,2,1,7,171,999767.0,1,1,2.525052586,0.049987886,,,,6.299340474,0.134146896,81.37429718,0,215.988027,1762.47112,0,-6.953561887,-29.72109759,-1.394689596,74.47554712,0.468015314,-7.333613597,23.25150789,-22.04866746,-5.184204712,7.157733044,1.605671918,-118.37823229999998,-3.777602473,-0.064848401,50.0,6.167090874,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
152,-16.70071168,0,8892736.0,1,-8.168100063999999,-11.83814392,9.856689868,56.83961737,6.330613841,0.115682983,,-0.560303919,10.2902423,-2.523697736,12.25852099,6,9.78615116,1,1,2,192,675965.0,1,1,2.882257363,-0.455745468,,,,5.853730264,1.011777297,91.06437031,0,219.9391089,2281.979984,0,-5.33640285,-21.15250927,-1.311388933,82.31740213,0.416022148,-11.30703778,31.7132579,-19.6426903,-6.453974825,7.152808038,5.524868696,-132.4019386,-3.672755477,-0.8329351979999999,50.0,5.748199875,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
156,-10.74694483,1,8889918.0,1,-14.01515209,-17.52094538,13.887317499999998,87.56788169,5.0231175000000015,0.099107056,,-0.502682042,11.6139395,-2.677541754,10.66246001,7,9.157525635,1,1,6,253,8892775.0,1,2,2.483693346,-0.331287102,,,,5.891433676,1.229008591,79.36671789,0,227.3285143,1981.747035,0,-7.142656416,-36.0054609,-0.431191595,71.20669955,0.491677964,-9.210349884,25.73250199,-24.6292074,-7.025786478,5.755312624,5.001643973999999,-115.0559364,-2.041994702,-0.981903755,50.0,5.822362563,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
157,-11.78378254,2,8892736.0,1,-16.23080513,-20.0037861,12.83680744,70.2198741,5.920229432,0.117545776,,-1.874899585,12.56134787,-4.257411254,12.96109889,8,8.815309419,2,1,3,270,8889943.0,1,3,2.693624122,-0.384047729,,,,5.470788841,2.526702573,90.27685656,0,224.0302809,2385.64455,0,-5.178817572,-21.93232272,-1.020369819,80.87223909,0.42515109,-14.02580707,32.82262342,-19.63684455,-8.253242072,7.377299509,9.33938614,-130.8764762,-3.041861782,-2.192883959,50.0,5.376746951,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
163,-17.27170455,2,8880262.0,1,-19.99434598,-22.34044005,8.286395364,91.87485298,6.373684016,0.054736938,,-1.938535544,2.978342128,-2.50508962,17.5838787,4,5.601025555,1,1,2,89,8889947.0,1,5,2.2538178330000003,0.182041032,,,,5.599075858,2.239839183,88.77463571,0,189.5958817,,2,-5.3506337010000005,-17.34187944,-2.062604495,80.74526456,0.425348043,-3.993520301,28.56767133,-14.94571478,-2.38296133,10.28026655,5.5600611739999986,-129.0843592,-5.162133109,-2.060755106,50.0,5.442266803,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
168,-13.44783924,1,8892954.0,1,-12.17558411,-16.52248091,14.95852364,82.79858691,6.642317253,0.108771362,,-2.530368063,5.73874351,-3.624069799,17.6853765,7,10.94878867,1,1,2,205,8889947.0,1,2,3.170425275,-0.495760701,,,,5.613301708,2.347364268,86.66741481,0,197.9454661,2112.43699,0,-4.507594607,-18.50596925,-0.982054043,78.99259787,0.43298603,-6.777283275,26.45474708,-15.99738765,-4.2284303,10.09281749,7.82683561,-126.0324666,-2.666555094,-2.105479199,50.0,5.539408685,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
187,-29.70555337,1,8892803.0,1,-2.948750853,-11.52058163,7.000997885,80.20931284,5.29566405,0.052643433,,-0.642121826,15.62233938,-3.5587772230000003,5.0302655860000005,6,6.479027477000001,0,1,1,139,8889942.0,1,2,3.030159678,-0.720781384,,,,6.03563266,1.322467835,85.64512517,0,252.0294327,2195.831321,0,-6.530151129,-34.1830075,-0.16680241699999998,77.76586004,0.450700526,-14.48220139,26.75967789,-27.96871746,-9.338219367,2.711625343,7.193330505,-124.25453590000002,-1.531649556,-1.010008153,50.0,5.9960845260000015,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
193,-22.84786565,0,8893545.0,1,-5.334056396,-16.253889800000003,7.78774594,88.72937458,6.008526294,0.053182983,,-4.233200014,-13.58497146,-1.6641179819999998,0.29524084100000003,3,7.312889125,0,1,1,63,8889936.0,1,3,2.6584772080000003,-1.064790414,,,,5.2618829510000005,1.6092130219999998,76.81419153,0,91.43293034,,2,-7.444958818,-47.12043355,1.427670421,70.05308727,0.495601354,8.574590413,22.15068183,-32.5259999,6.862203397999999,-0.281664961,3.614042793,-111.6913419,1.50447439,-1.471367527,50.0,5.348205803,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
194,-1.342379803,0,8889922.0,0,-17.1685483,-17.32638289,28.29118393,73.74843509,5.757158033,0.269849243,,-0.072561635,-20.10385473,3.71275708,7.136985516,3,26.96837913,1,1,5,87,8884130.0,0,2,2.234548183,-0.681020051,,,,5.983402473,-2.465995547,87.39950725,0,109.6332142,1998.856159,1,-6.952620708,-29.88578499,-1.348987965,79.43643701,0.437931289,19.28334318,27.93018212,-25.31266415,11.93420337,4.246419109,-7.580395221,-126.841615,-3.9601596,2.170412723,50.0,5.853508092999999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
207,-0.160737255,1,8889935.0,1,-12.33343619,-12.69381439,36.72768095,103.8026119,4.79317805,0.24375061,,3.673468983,14.51074397,0.979802579,-4.817739559,5,35.94740537,2,1,3,159,8884538.0,0,3,1.838625087,-0.06434155700000001,,,,5.8874847,-2.202044915,76.26167118,0,288.1975478,,1,-9.590974436,-55.3778916,0.597201576,69.52162035,0.511771037,-8.849804752,22.46079998,-35.47398089,-7.241259333999999,-2.700134805,-2.366402984,-110.6761001,-0.653503253,2.092320416,50.0,5.90062178,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
210,-9.715840938,1,8884539.0,1,-9.799888425,-13.8846068,9.3093866,90.24851245,5.225197063,0.066384888,,-0.636638638,12.93695743,-3.04361323,5.445904847,1,8.267395015,2,1,3,13,8889942.0,1,3,1.644637102,-0.454032885,,,,5.8586319210000015,1.331521626,89.03426953,0,247.04302880000003,2311.666375,1,-7.443589282,-30.76387446,-1.752690381,81.39658929999997,0.433096284,-12.96464194,27.63836824,-26.48819031,-7.690026765,3.372588486,6.403400678,-129.2152694,-5.070337838,-1.060607292,50.0,5.674462527,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
213,-6.898029001,0,8890878.0,1,-15.58186557,-18.51724998,19.44403766,92.80168349,5.577657117,0.138451538,,-0.600904419,15.08442113,-3.4355303310000003,8.333492792000001,2,19.16743061,2,1,5,56,8889942.0,1,1,2.721880901,-0.577461091,,,,5.827375172000001,1.377555307,82.33199739,0,240.9662701,2083.410395,0,-6.633188213,-33.73184632,-0.314805552,74.61945159,0.466803083,-13.05904298,25.34576453,-25.66059079,-9.130200352000001,4.553869261,6.700615535,-119.4954707,-1.715668603,-1.091820117,50.0,5.7785973839999984,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
214,-9.989691905,0,8884531.0,1,-19.28045518,-19.49557538,12.45201051,89.70257282,5.352648265,0.08266662599999999,,0.5952928129999999,12.6495052,-1.775162551,8.789972874,3,12.14879141,0,1,1,72,8889942.0,1,2,1.867420409,0.595899756,,,,6.067970002999999,1.206978429,87.60289094,0,235.0977309,2192.043367,1,-7.262686877,-28.63616141,-1.932957026,79.53101938,0.440310461,-11.76450186,28.72087962,-23.64781639,-7.259877544,5.261540372,3.504018058,-127.192723,-5.286236132,-1.056306165,50.0,5.874239055,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
215,-9.449352135,1,8884523.0,1,-8.230979127000001,-12.36289011,10.17216993,90.83153867,5.340105693,0.070344849,,-0.6998510809999999,13.1248574,-3.15601288,13.56523553,3,8.755382366000001,1,1,2,75,8889942.0,1,3,1.668940746,-0.488207353,,,,6.001073895,1.38131641,82.05151937,0,223.96998030000003,2041.292659,1,-7.453119262,-29.20180428,-2.0202905980000003,74.45778092,0.4706804,-11.25757018,25.0934191,-21.08227001,-7.934457467,7.817605721,6.135514568,-119.0021471,-5.152249912,-1.106064959,50.0,5.798365942999999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
221,-4.0576551410000015,0,8884531.0,1,-11.55965854,-13.45078092,25.97635651,95.35489757,5.147577982,0.176514282,,-0.8799071140000001,11.09594127,-2.933233769,8.041004483,5,24.73929703,0,1,1,152,8889942.0,1,1,2.679977978,-0.632387339,,,,6.017853739,1.206524879,86.49179612,0,233.9485909,2092.607346,0,-6.433117367,-30.13072381,-0.877299798,79.53723158,0.44467471,-10.59319655,24.21360554,-25.02520717,-6.592117921,4.448704902,6.041347601,-125.64652920000002,-3.003773197,-0.940743046,50.0,5.9129564860000015,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
224,-10.00587153,2,8889921.0,1,-8.796360342,-12.81273147,15.31430657,91.46207205,5.9737575220000005,0.099741821,,0.886187932,-12.2217295,3.193161787,4.379139898,7,11.143917800000002,0,1,1,228,8884545.0,0,5,2.376991643,-0.513501965,,,,5.731199151,-2.457887586,84.20089217,0,109.86672620000002,1976.290841,2,-7.0526240489999985,-35.01404494,-0.4700348620000001,76.8402686,0.4517332570000001,11.39801402,25.38173291,-28.38887183,7.559146387,2.510323718,-6.458808422000001,-122.3636988,-2.058937154,2.212211703,50.0,5.674612571,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
225,3.372778939,2,8889923.0,0,-25.67686713,-22.26706268,84.27842192,82.8178583,6.080539132999999,0.7554571529999999,2802.442342000001,2.681478312,-12.65709087,5.067852632,10.16294818,7,82.54879546,1,0,2,233,8884545.0,0,5,2.6956072580000003,1.204522428,,,,5.850571692000001,-2.441016267,85.61175588,0,128.8611335,2000.455011,2,-6.160286931,-27.98577274,-0.885932835,77.85085106,0.444540679,13.0009661,26.230421600000003,-23.19556264,8.38292099,5.789257312999999,-10.6293772,-124.1279216,-2.764005257,2.055904234,50.0,5.767139655,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
230,-15.56233077,2,642215.0,1,-12.95284602,-13.96358904,8.570283414,98.81584236,6.067342839,0.055889282,,-0.983506911,8.885869824,-2.660687902,11.6427419,9,8.150370119,2,1,3,289,8889927.0,1,5,2.296246686,0.070525477,,,,5.53873907,1.7936976219999998,94.20248119,0,217.28168230000003,2114.375054,2,-5.424813511,-19.59327764,-1.737296099,86.06047142,0.402253064,-10.57521073,30.61026664,-19.25223404,-5.574262911,6.811173151,6.06982301,-136.9644104,-4.809363655,-1.592517275,50.0,5.39369517,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
258,-2.730585485,1,8889917.0,1,-17.23734991,-18.8504604,25.07387216,99.56681772,5.959430725,0.16395446800000002,,-2.793905907,18.5876537,-6.28855634,2.8879993560000004,3,21.49305254,0,1,1,97,8884012.0,1,2,1.390046584,-0.143304477,,,,3.912283297,4.16179028,83.53071504,0,261.0538232,2306.454845,0,-6.4254696120000006,-37.63353498,0.658102231,75.65389297,0.45815714,-17.5572317,25.3964265,-30.17446402,-11.9799465,1.364390254,12.7614406,-120.8160333,0.27784527,-3.671888761,50.0,3.94381424,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
270,4.456445877,1,8882971.0,0,-23.22410053,-18.14548741,127.5466624,96.56185395,6.405651773,1.040393066,2542.475599,-0.151226523,8.706298807000001,-1.799628601,7.299179978,1,127.5466624,1,0,2,9,8891138.0,1,3,2.617731465,1.11351044,101.5634741,2.311946859,-42.24671093,5.406892592,2.043070064,88.46019103,0,229.8985692,,1,-5.715603369,-27.34783948,-0.5546212220000001,81.54851501,0.423647315,-8.87562973,25.16736547,-25.15210887,-5.243671389,4.148521893,3.793221208,-128.8746682,-2.05226838,-1.918515815,50.0,5.35451957,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
272,-17.06332331,0,8889926.0,1,-11.72487421,-11.70329899,8.874965374,81.06752624,6.240301944,0.071350708,,0.710275425,14.0358495,-1.954968927,12.16330732,2,8.736773441,1,1,4,74,8882970.0,1,1,2.60119633,0.158744675,,,,6.575601644,0.7927892129999999,90.11506288,1,229.0136733,1839.670336,0,-6.458548334,-21.86156377,-2.33140024,82.17518724,0.419826417,-14.26695386,29.13821704,-19.48538098,-8.251440234,7.338622049,4.043088368,-131.0389469,-6.007512587000001,-0.654387313,50.0,6.391284297,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
273,-13.01639797,3,8889924.0,0,-16.28311087,-20.50135459,8.944989308,94.09762947,6.339146978,0.06180603,,1.287813845,-6.265447697000001,2.471620347,2.554763148,2,8.433187412999999,2,0,6,84,8882964.0,0,7,2.061617044,-0.372126577,,,,5.250657698,-2.126642285,87.69997189,0,112.4436325,2245.205213,2,-6.668355711,-32.81096453,-0.493579375,80.98847881,0.428018773,6.764196911,24.65422684,-29.6372582,4.06906659,1.526030218,-5.327112409,-127.7016309,-2.070424431,1.950095588,50.0,5.199052391,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
