,Angle,Balls,BatterId,BatterSide,Bearing,Direction,Distance,ExitSpeed,Extension,HangTime,HitSpinRate,HorzApprAngle,HorzBreak,HorzRelAngle,InducedVertBreak,Inning,LastTrackedDistance,Outs,OutsOnPlay,PAofInning,PitchNo,PitcherId,PitcherThrows,PitchofPA,PlateLocHeight,PlateLocSide,PositionAt110X,PositionAt110Y,PositionAt110Z,RelHeight,RelSide,RelSpeed,RunsScored,SpinAxis,SpinRate,Strikes,VertApprAngle,VertBreak,VertRelAngle,ZoneSpeed,ZoneTime,ax0,ay0,az0,pfxx,pfxz,vx0,vy0,vz0,x0,y0,z0,PlayResult,3B,5_6_Hole,SS,Up_the_Middle,2B,3_4_Hole,1B,cluster #
583,0.83059188,0,8882086.0,1,-15.28603841,-15.01383915,48.83330039,90.07411311,6.26407812,0.374805298,,-0.486819915,4.107281855,-1.26625328,6.2052217339999975,5,47.12940109,2,1,5,156,8889936.0,1,1,2.545880847,0.412344772,,,,5.490017687999999,1.237556485,84.18402053,0,213.34653050000003,,0,-6.40552782,-32.57812325,-0.24866941,77.01022504,0.448223012,-3.959629879,24.98627981,-26.91782479,-2.611207977,3.466256655,2.592156105,-122.5783908,-1.462558306,-1.145970996,50.0,5.455618175,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
586,0.724897772,0,8888552.0,1,-21.20858769,-20.95247171,40.2260416,70.26076366,7.116876541,0.389475708,,-1.473195736,2.662114878,-1.986579396,21.92809481,7,39.16599214,1,1,2,247,8891138.0,1,2,2.650846024,-0.40930224,,,,5.984886542000001,1.171336167,80.60550368,0,186.9099023,1396.81073,1,-5.591351037000001,-19.13102603,-1.916384112,73.51303237,0.46118624,-2.899343298,23.44739359,-14.20611424,-2.089286934,12.94781836,4.012625372,-117.4108097,-4.361469261,-1.054889051,50.0,5.865475553,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
592,-45.20245353,0,8888946.0,0,-1.2152439590000002,-18.40068203,3.722136173,72.24158344,6.383600252000001,0.040740356,,-2.926581917,8.113017651,-4.467232607,14.72092952,8,3.1538689410000003,2,1,5,344,8899827.0,1,2,3.1209638980000003,-0.8414291740000001,,,,6.500670422000001,2.599629946,86.02900538,0,208.8023935,2113.078515,1,-5.9127191770000005,-22.64743385,-1.617253962,78.11640533,0.439970499,-9.103692001,27.11517656,-18.73147231,-5.816524206,8.58872094,9.524791217999999,-124.8518834,-4.17623175,-2.281889252,50.0,6.373609987000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
600,-2.293744094,1,8888552.0,1,-15.8568431,-16.85687296,28.79071516,67.48477885,6.0497605110000015,0.272131958,,-0.387497829,6.154772688,-1.558493495,12.56510324,3,27.21519257,1,1,2,80,8889927.0,1,2,2.703709484,0.07246413,,,,5.640600952000001,1.002448554,82.49063904,0,206.0273708,1445.351124,0,-6.025300142000001,-28.66527585,-0.5919425660000001,74.43752302,0.462147047,-5.53085569,26.75692380000001,-22.09234675,-3.859857825,7.03578936,3.0860376780000003,-119.9466619,-2.066018714,-0.884676936,50.0,5.579355509,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
602,0.73478805,1,8881636.0,1,-18.98800695,-18.56443766,58.56621637,91.40407415,5.611871514,0.443378296,2138.272439,-2.744877467,-22.57255927,1.515503401,-7.005045646,4,53.45391971,2,1,5,157,8889927.0,1,5,3.2262324560000004,0.4005364320000001,,,,5.951256162000001,0.866935654,78.34329762,0,72.86046913,2694.309212,2,-8.18612479,-53.55600077,1.861011995,71.01215459,0.491061421,16.23861384,24.0928404,-37.79874306,12.59720296,-4.363390804,-2.342933522,-113.7725096,2.1152164730000003,-0.981965719,50.0,6.076259675,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
626,-18.85313434,0,8889917.0,1,-16.98645709,-20.21649255,9.690105376,89.26255814,5.418766381,0.07011535599999999,,-0.027243409,15.15664948,-2.864093444,15.90537216,7,5.502773699,0,1,2,292,8901269.0,1,1,3.055911876,-0.151293721,,,,5.208832029,1.270407549,89.42173570000001,0,223.5588341,2186.964038,0,-4.24056909,-19.82346966,-0.534190072,81.01230361,0.430210482,-15.10108544,29.03137903,-17.58014327,-8.909117327,8.609898606,5.964761322,-129.8515137,-1.907551838,-1.02660847,50.0,5.147865213,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
627,-64.87883447,1,8899329.0,1,14.4678538,-11.44146287,2.539432132,64.58878905,5.765706402999999,0.03145813,,-0.6215933000000001,16.28879637,-3.679756042,12.16383653,7,2.11563466,1,1,3,294,8901269.0,1,2,2.717226807,-0.88036962,,,,5.041898097,1.19113549,90.4658083,0,233.1761933,2261.926375,0,-4.673169252,-22.18876184,-0.5100379620000001,82.35180813,0.421843454,-17.08989595,28.51851446,-20.52721148,-9.803449869,6.681092954,7.901939901,-131.3809718,-1.917753424,-0.89656026,50.0,4.986294845,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
635,-8.605068195,1,8893961.0,1,-15.0286144,-16.10123121,9.765033857,99.38854935,5.387140772,0.05960754400000001,,0.51809504,13.0355842,-1.931533635,14.34507493,2,7.838741375,0,1,1,28,8889942.0,1,2,1.401691017,0.169920695,,,,6.548797915,0.894454601,88.60056337,0,222.1932246,2371.085514,0,-7.668822362999999,-22.44220562,-3.490360344,80.06397963,0.436536297,-12.42532652,30.3768949,-17.77403373,-7.554453901,8.75504141,3.879544431,-128.42933870000002,-8.61541906,-0.73101213,50.0,6.221436795,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
653,-2.178856258,1,8889922.0,0,-14.91439925,-13.02029727,35.92029984,64.95474727,6.153256386,0.366152954,,-0.132151777,9.507045072999999,-1.946338319,14.7248537,8,32.85932959,1,1,4,222,8893963.0,1,3,3.063978951,0.736104284,,,,5.821509594,1.742538331,78.58347496,1,212.7726858,1885.048447,1,-6.047308319,-30.6353285,-0.22133701100000008,70.75222373,0.484740061,-7.584365821,24.74771811,-21.63402910000001,-5.848154922000001,8.127201154,3.627161726,-114.2509663,-1.264735768,-1.5997000680000002,50.0,5.789122677000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
654,2.824734674,0,8888946.0,0,-23.74078782,-21.57852696,70.46936724,97.27350447,6.387394842999999,0.5306744379999999,3220.785601,-0.436060303,8.366235349,-2.020770965,11.21549921,8,67.11910874,2,0,5,224,8893963.0,1,2,2.413568899,0.376656972,,,,6.103719295,1.538739376,85.18810204,0,216.6350855,2229.627186,1,-6.581523876,-26.27176249,-1.630426167,78.48080858,0.44066989,-8.018852713,23.76153954,-21.87139594,-5.124780413,6.584337466,4.138936603,-124.0291108,-4.277651075,-1.397592584,50.0,5.97430785,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
677,-22.97064405,3,9999251.0,1,-11.5613789,-11.47270327,9.361535089,74.35478759,5.7709633239999985,0.08104431200000001,,0.7991485559999999,16.46862246,-2.327393475,10.35491671,3,9.253858579,2,1,3,86,8889927.0,1,8,3.540796775,0.260927129,,,,5.659932476,1.05527126,91.03682274,0,237.759047,2123.96482,2,-4.68329284,-24.07834101,-0.120923733,81.44829217,0.422338404,-16.77031057,34.00865677,-22.42669568,-9.691254845,5.632816422,4.82517121,-132.1995206,-1.080191402,-0.872867295,50.0,5.635688966,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
682,-38.84404858,0,9999251.0,1,-9.169098261,-16.119836,3.68962522,51.0084979,5.7302470670000005,0.031467896,,0.7106201390000001,17.62876672,-2.622080731,10.06601322,6,2.9197418980000003,0,1,2,156,8889927.0,1,1,1.42251888,0.085120831,,,,5.708693975,1.059357244,86.71131295,0,240.1865032,2096.2454350000007,0,-7.331658504,-27.78895788,-2.112911839,78.37687378,0.442825863,-16.32276456,29.25063052,-22.53834547,-10.33795188,6.1027306060000015,5.198345402,-125.8535962,-5.539112545,-0.85163689,50.0,5.515770827000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
685,-12.67595071,1,8888760.0,1,-11.51195527,-13.336557699999998,10.81094658,82.78936076,7.141785379,0.077680054,,-2.5373853580000003,-13.4138707,0.073913327,-14.98879837,6,10.81094658,2,1,5,189,8880638.0,1,4,2.046657914,0.081604488,,,,5.465026911,1.132422305,75.64456781,0,41.91073411,2387.580354,2,-10.05903121,-62.24200397,1.950050013,68.67964607,0.494751542,9.164076062000001,23.84330139,-43.19152829,7.6370834589999985,-9.181657991,0.135322194,-110.1567732,2.463314908,-1.132539521,50.0,5.559776635,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
690,-6.435606409,0,8892080.0,1,-11.42207347,-12.87534952,23.48009058,93.91012622,6.4294741810000025,0.163571167,,-0.021772107,16.54328023,-3.193547277,5.857825825,9,19.33169174,0,1,1,244,8889973.0,1,2,2.691887276,-0.279123622,,,,5.433503639,1.280064168,87.93676762,0,250.3975248,2107.463428,1,-6.005316327999999,-30.06617932,-0.256520892,79.07369773,0.431383861,-16.5539713,31.14173039,-26.78805316,-10.21169642,3.322474642,6.659803892999999,-127.7844382,-1.4272266340000002,-1.060466324,50.0,5.401706842,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
692,-5.06915975,2,9999253.0,0,-11.14411924,-12.4027742,17.89735123,67.85473724,6.70786259,0.16460144,,-0.093406878,14.45417067,-2.879659815,11.2583007,9,14.29801802,2,1,3,250,8889973.0,1,3,1.622177521,-0.044468346,,,,5.4369005060000015,1.38554503,87.40812124,0,232.0017133,2117.20377,0,-6.659967241,-24.73210642,-1.915369445,78.68840512,0.431782362,-14.47491687,30.88234157,-21.07548613,-9.036915993,6.929005342999999,6.006527287000001,-127.0469745,-4.911427168,-1.200562872,50.0,5.300190407,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
706,-0.510978764,2,8899326.0,1,-19.47072948,-19.50112408,46.8809795,87.47536964,5.716721008,0.367538452,,-1.053226061,-4.021059954,-0.29602475100000003,-0.480299778,8,44.42801073,1,0,9,334,8893015.0,1,6,2.7434560560000003,1.119656365,,,,6.63787598,1.730465435,83.7601679,0,83.7195316,,2,-8.14243398,-40.63884477,-0.545228564,76.58008174,0.4561004520000001,3.0893263189999995,25.59665472,-32.31526381,2.070489963,-0.094643538,0.755434115,-121.8405097,-2.432165464,-1.703296758,50.0,6.5674937060000005,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
708,3.2654304730000003,3,8893029.0,1,-16.78176312,-16.27352692,71.90861548,100.5714029,6.088897621,0.512761841,2265.36255,-0.26428082,13.11179387,-2.758872268,10.91132051,9,69.12983885,1,1,3,351,8899335.0,1,5,2.510485219,-0.196388238,,,,6.057936519,1.264636763,85.03745928,0,230.1395193,2000.794665,1,-6.604040961,-27.89147689,-1.320702854,76.77581708,0.448335405,-12.23561014,28.29974614,-22.4735286,-8.046748372,6.3795464420000005,5.566601163,-123.537832,-3.673640821,-1.058998525,50.0,5.941532996,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
714,-13.74219361,1,8888760.0,1,-15.72234053,-18.34357806,10.94214945,90.20439676,6.304344352,0.075756226,,1.395123636,-13.27807375,3.911677975,6.322576756,2,6.717450989,2,1,8,73,8888549.0,0,2,2.472919445,-0.078363117,,,,5.083362733,-2.580695526,85.03926733,0,115.58813899999998,1835.553923,0,-5.973061546,-31.78625546,0.041602318,77.58457147,0.44430821,12.94840956,25.41994788,-26.85460294,8.402872806,3.45205523,-8.070529667,-123.5738243,-0.817809488,2.300297931,50.0,5.071062963,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
719,-4.4075800780000005,1,8889926.0,1,-15.0092302,-17.59052088,22.07999912,97.22741056,6.075502069,0.153499146,,0.802973278,-10.57092637,2.826360467,-6.885204189,3,20.21311947,2,1,5,109,8888549.0,0,3,2.415890388,-0.811419413,,,,4.809226392,-2.547413546,78.15130196,0,57.0893374,1529.181269,1,-7.961467092999999,-53.44257589,2.223091795,69.86766008,0.491095264,8.604145895,26.31139208,-37.95479997,6.80742898,-4.573615464,-5.313484166,-113.3743737,2.972071242,2.334546501,50.0,4.953291051,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
720,-19.740663100000006,1,8888760.0,1,-11.02740126,-19.03588351,8.250267626,89.735467,6.2891429720000005,0.055619507,,0.866766057,-11.29492651,3.022510608,8.505390432999999,4,7.610436774,1,2,4,153,8888549.0,0,2,2.448758781,-0.648500811,,,,5.058336307,-2.494821259,84.43975322,0,127.0993919,1948.578388,0,-5.884415886,-30.53525147,-0.070416718,76.17078514,0.449707358,10.78268039,27.9222141,-25.13024916,7.186128837999999,4.694347618,-6.161676363,-122.7184712,-1.010927629,2.277976415,50.0,5.038463682,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
722,-12.23129546,2,8888416.0,0,-14.43854201,-13.52160314,8.955869062,70.33799651,5.808164072,0.061762085,,-0.221845843,15.20798441,-3.102139082,3.952153916,5,7.319079488,1,1,2,158,8889947.0,1,4,1.23908613,0.789095687,,,,5.494529905,2.408975523,81.59612086,0,255.2910251,1782.407477,1,-8.388141221,-38.73169823,-1.103637012,73.82246453,0.470222409,-12.88829246,26.29155305,-28.68777472,-9.233753902,2.497723787,5.966903739,-118.4400703,-3.4362294560000004,-2.163673836,50.0,5.3813374000000005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
726,-20.71188226,0,8883653.0,1,-15.69933881,-17.0361388,8.857414849,79.36287032,5.37131392,0.072603149,,-2.909509663,-18.02917833,0.436327458,-10.56415921,8,6.479482738,1,1,2,276,675965.0,1,3,3.0648811210000004,0.12410078,,,,5.657339444,1.217497381,82.87940539,0,59.72324523,2358.897264,2,-7.703260401,-51.58411007,1.819434127,76.84459495,0.460966204,14.30554507,21.57928882,-41.14556286,9.635115081,-6.042522138,-0.319177463,-120.5774676,2.11629479,-1.243856278,50.0,5.78391681,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
743,-47.61096814,1,8888416.0,0,-36.2670542,-20.94949477,3.619497169,64.39055043,6.0427886310000005,0.038549194,,1.14048681,15.45751539,-1.802235035,10.50020549,6,3.353523498,2,0,6,213,8889953.0,1,3,2.785540156,1.250305758,,,,5.951650165,1.631080271,87.7383339,1,235.72495350000003,2109.207449,1,-6.00907878,-26.01748789,-1.077413842,79.06353465,0.434933828,-14.580848499999998,30.57168026,-22.34756874,-9.013212344,6.074279504,3.538983727,-127.5327437,-3.197255162,-1.49911358,50.0,5.85392891,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
748,-7.67759771,3,8883653.0,1,-12.795016699999998,-12.80433875,15.29180786,64.32378335,6.080466866,0.144072876,,0.679891627,16.24272362,-2.430520378,9.412698288,8,3.525305874,1,1,2,290,8889936.0,1,5,2.211642388,0.429706187,,,,5.598122247999999,1.325858716,85.13193107,0,239.8105297,1845.563883,1,-6.647406202999999,-29.723534,-0.982225045,75.99268799,0.4502575720000001,-14.67588302,31.16136725,-23.90109812,-9.76091754,5.502332423,4.772080611,-123.6207321,-2.990824083,-1.146769326,50.0,5.506833564,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
750,2.239121224,1,8889926.0,1,-19.26992292,-19.23826155,60.6952445,96.88295216,5.321699551,0.447025757,2269.057878,-1.374731471,19.47398098,-5.010999308,5.083944092,8,56.90772668,0,0,1,300,8883661.0,1,2,1.804448755,-0.707390438,,,,5.527093407000001,2.383609434,86.63219383,0,255.2689313,2178.780928,0,-7.225258712,-33.46788923,-0.991149277,78.40354014,0.446883208,-18.7068999,27.9940557,-27.44499121,-11.87919346,3.003030294,10.32794159,-125.4055742,-3.32573061,-1.94339024,50.0,5.413597771,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
751,-12.08481546,3,8888763.0,1,-10.9682846,-13.75813634,11.77527238,91.46078372,5.597427645,0.073883667,,-1.262610235,-6.2121900760000015,-0.092480662,11.45610094,8,11.39237269,0,2,2,307,8883671.0,1,7,1.998912713,-0.053397446,,,,6.36857639,0.550614434,88.16166219,0,151.60280580000003,2522.856413,2,-7.1383213460000015,-25.18319046,-2.431424578,79.96769914,0.435657356,5.4075419999999985,29.46940212,-20.86277936,3.296511113,6.895503465,0.414579953,-128.0642316,-6.28053208,-0.538742509,50.0,6.1443975570000005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
759,-33.03498969,1,8892157.0,1,-9.29678027,-15.0009242,6.537998516,62.50677933,6.029561132,0.044542847,,-0.261312869,7.644573827999999,-1.7237624319999998,22.26581324,2,5.913913175,1,1,3,38,8889927.0,1,2,2.077471543,0.167494005,,,,5.8755711160000015,1.127033203,90.92908389,0,198.923464,2279.330711,0,-5.318123246,-12.14925351,-3.004342214,80.9264678,0.42222683,-8.211569541,35.38165877,-9.500322548,-4.793483337,13.23573128,3.729208041,-131.9258557,-7.310150547,-0.996597159,50.0,5.634441302000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
772,3.828123822,1,8888760.0,1,-17.52621439,-16.58577192,114.28457079999998,94.67608174,5.441758674,0.926016235,,-2.815443974,-7.2767332589999985,-1.4562145359999998,5.382477315,8,110.3396944,2,1,3,264,8883665.0,1,2,2.756394667,-0.3699526970000001,104.930035,0.583157956,-33.01032478,5.872268547000001,1.600046055,84.16748776,0,126.68103290000002,2295.438583,0,-6.691711917999999,-34.69968229,-0.239435517,77.00266459,0.455666473,5.206605298,24.95736493,-27.74919113,3.445616593,2.928273087,3.3513534660000004,-122.3776856,-1.657773533,-1.466543367,50.0,5.827544883,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
773,-12.23483956,2,8889917.0,1,-11.06420866,-18.03397897,9.009895672,85.16592585,5.397170263,0.060888062,,-1.4254960330000002,-1.908648303,-1.067582346,5.612031012999999,9,8.068691498,0,1,1,285,8883671.0,1,5,1.622144906,-0.551982483,,,,6.2823702789999984,0.607490658,89.26376007,0,161.3215964,2547.254641,2,-7.917427515,-30.37308706,-2.270753337,81.17863342,0.431750634,1.149549101,29.88788918,-25.97102311,0.6831897579999999,3.686526701,2.482396478,-129.62364409999998,-6.204845682,-0.511111317,50.0,6.059195217,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
775,-10.51347259,3,8883660.0,1,-10.15898142,-15.00244741,17.48442468,62.70394968,5.704612349,0.17652648899999998,,-4.33535665,-19.99282439,-0.5220647979999999,-3.11136907,10,15.35732534,1,1,2,311,675965.0,1,6,3.103779836,-0.735945196,,,,5.723593397999999,1.4164999180000002,84.02523706,0,81.26229723,2582.082538,2,-7.2408391,-44.13520682,1.135596602,74.69720642,0.460988043,15.3866494,32.18404385,-35.25221801,10.60748682,-2.122076162,1.724464184,-121.9489276,1.063617061,-1.360822051,50.0,5.792155962000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
776,1.945872187,0,8882450.0,1,-18.29969252,-18.03811804,58.34474251,89.98410215,5.9319231389999985,0.448661499,2405.628065,-1.4915902909999998,2.9721485,-2.052512069,4.330426021,11,53.87479288,2,1,3,342,8889953.0,1,1,1.6363239790000002,-0.412940596,,,,5.906652137000001,1.244201561,77.05213347,0,214.1922076,1684.202819,0,-8.763844469,-42.71941582,-0.765246903,70.66203171,0.493685762,-2.79716261,21.33802266,-28.92758524,-2.212455203,2.567835934,3.933577447,-112.0609599,-2.683693987,-1.082205368,50.0,5.8215403289999985,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
783,1.304058558,0,8889926.0,1,-14.77527441,-17.080422,46.07957323,86.94398029,5.507051668,0.369082642,,-3.556242943,-13.80721382,-0.95790402,-13.99076224,4,42.85147506,1,1,2,139,10000733.0,1,3,2.077426994,-0.615125125,,,,5.897686145,1.431259363,74.52219438,0,44.72126402,2556.9510210000008,2,-10.46984221,-65.62767686,1.762410565,68.0421921,0.517191836,8.238120013,21.82463029,-41.56307355,7.062936202,-8.049662349,2.2045851990000003,-108.2302916,1.453363898,-1.338729828,50.0,6.008209862999999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
795,-7.762521753,1,10000736.0,1,-17.22115829,-15.43255733,15.04016959,91.92240576,6.2592555989999985,0.103934937,,1.4126794669999998,17.11093501,-1.852118074,8.92019281,2,12.86513739,2,1,4,50,8889927.0,1,3,1.954325666,0.8089457409999999,,,,5.7226804589999976,1.091159749,90.45698876,0,242.3822012,2239.118191,1,-6.574989105,-25.06869116,-1.81993043,81.86371564,0.419604339,-17.22174012,31.68038386,-22.72299576,-9.977977875,5.475776262,3.732707859,-131.5167361,-4.943077707,-0.962416226,50.0,5.575664647000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
800,-15.46816825,1,10000736.0,1,-17.04045199,-15.83669942,9.615693992999999,90.05673298,6.346324064,0.067235718,,1.038032305,16.62149556,-2.1485768640000003,10.8134929,4,8.123577401,2,1,5,124,8889927.0,1,2,2.488396668,0.506551633,,,,5.78623421,1.099935091,89.08057026,0,236.8731401,2142.718151,0,-6.021696847,-24.31699104,-1.380120035,80.03669034,0.426592862,-16.43649265,32.35286379,-21.49057102,-9.889179605,6.427820729,4.371827569,-129.4883881,-3.83321578,-0.951909252,50.0,5.6747595770000006,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
803,-2.116946279,1,8889930.0,1,-10.0204373,-13.74265009,28.67986222,77.50163231,6.098654758,0.244382935,,-3.20863496,-11.73329161,-0.989339141,0.058757399,4,27.18813474,1,1,6,149,8893491.0,1,5,2.436169336,-1.179365975,,,,5.462198259,0.713377587,78.00721676,0,90.49599266,2280.841711,2,-7.729384369,-45.48016493,0.8259842159999999,71.53020728,0.485694173,7.9133600789999985,21.79731416,-32.44683727,6.093771856,-0.210064014,2.280795552,-113.54001809999998,0.396485659,-0.631211724,50.0,5.501693593,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
804,-2.105790387,0,8893474.0,1,-12.53286983,-12.98356048,36.28836986,89.12675753,5.915165053,0.278198853,,0.669452203,17.02247068,-2.53985382,7.893662746,5,35.14756125,0,1,1,155,8889927.0,1,1,2.317010793,0.333165165,,,,5.548374759,1.273001123,89.76234697,0,245.0317148,2226.325663,0,-6.1028410420000005,-26.75489783,-1.078396865,81.94187153,0.423656737,-17.06389634,28.34056666,-24.31012941,-9.927807629,4.57524325,5.235957749,-130.5072078,-3.328330023,-1.0793547490000002,50.0,5.4468002539999985,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
814,-0.7397671259999999,0,8893483.0,1,-17.53639805,-18.48733544,47.57725296,111.9502039,5.1089945430000006,0.291929321,,0.852921348,14.35327491,-1.826547764,17.26727228,2,42.60687476,0,1,1,34,8889942.0,1,1,2.074633305,0.35867523,,,,6.662744029,0.883777716,88.48701487,0,219.6778897,2191.898859,0,-6.789800005,-19.86444987,-3.108644343,80.07415124,0.438575194,-13.37623683,29.45592442,-15.61168465,-8.121395671,10.05585594,3.571254901,-128.292543,-7.690698645,-0.7227662570000001,50.0,6.354830984,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
826,-17.75941229,3,8893474.0,1,-6.69161133,-11.46059562,7.583845957999999,100.9895651,6.004198777999999,0.043630981,,-0.34775090700000005,13.11449781,-2.838035202,6.974086356,8,5.791228638,1,1,5,288,675965.0,1,5,1.978687241,-0.323136257,,,,5.820493458,1.215255559,90.4947913,1,241.8866912,2104.546182,1,-6.856959235,-27.39921774,-1.6798413419999998,81.76770821,0.421970566,-13.8543538,31.8504396,-24.71094451,-8.045458157999999,4.3339510610000005,6.0969220260000005,-131.4211169,-4.732443175,-0.999560204,50.0,5.673640957999999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
847,0.7067411170000001,2,8889930.0,1,-11.52319454,-12.04131116,56.22572987,101.4410004,6.459625384,0.393729858,,1.120557684,-13.25114061,3.634958011,9.310430822,2,50.69197078,1,2,3,49,8900173.0,0,4,2.37446128,-1.132288056,,,,5.667489841,-3.370991355,88.49886107,0,125.1871011,2334.855786,1,-6.09773984,-25.52553055,-1.266680587,81.0965437,0.424800891,13.92239953,26.50540962,-22.9878019,8.297363726,5.474748063,-7.791502529,-128.6762051,-3.588595892,3.12038239,50.0,5.566456851,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
868,3.227214703,1,8889922.0,0,-16.79630383,-14.4448634,77.88473451,90.32586432,5.536195717999999,0.62718811,2010.43454,-0.545211362,9.931026456,-2.3969250680000003,4.384584966,6,75.09280924,0,1,1,166,8898678.0,1,3,2.366319539,0.546745643,,,,6.143264927000001,1.96052269,80.24414655,0,245.9804894,1979.999927,1,-7.818233358,-39.27056528,-0.53923296,74.06657478,0.475542418,-8.196528427999999,20.95900511,-28.74515712,-5.915269939,2.474562081,4.574627735,-116.6953014,-2.325421226,-1.7593614869999998,50.0,6.0705439110000015,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
870,-15.25013489,1,8889926.0,1,-18.21059567,-21.62910711,8.712267434,100.6475585,5.43887478,0.056328735,,-1.279371159,10.73739233,-3.287789553,16.48552681,7,6.116781118,0,0,1,201,8898678.0,1,4,2.260398167,-0.18870105,,,,6.410732185,1.998099351,91.08405649,0,213.0255991,2333.312829,2,-6.18001635,-18.02305988,-2.821798761,82.69023622,0.422800123,-11.73168125,29.95315549,-15.32497185,-6.689182958,9.607025147,7.204711654,-132.06567320000002,-7.161234413,-1.714710336,50.0,6.148690131,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
871,-19.6387089,0,663837.0,1,-15.15700697,-18.7134029,9.487357673,65.48143342,5.480710429,0.077404175,,-2.839435005,-19.359488,0.810366925,-4.278718121,8,9.25873597,0,1,1,222,675965.0,1,3,2.3546483730000003,0.219169653,,,,5.742847516,1.074293697,82.98884666,0,77.64793909999999,2373.274259,2,-8.137855253,-46.00975158,0.476623686,75.0773791,0.4649444720000001,15.31620227,27.59410953,-35.70245501,10.60868509,-2.4439317430000003,-1.086876714,-120.55742250000002,-0.466570307,-1.132464195,50.0,5.7541560910000005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
873,-3.847516549,1,8894839.0,0,-18.99131534,-16.42811988,27.27649776,84.51479373,6.091907673,0.221550903,,0.586762804,9.595762865,-1.239076363,20.28199863,8,26.25178367,2,1,3,225,675965.0,1,2,2.844675511,0.778233816,,,,6.2145945860000005,1.124731034,94.18419543,0,205.2872494,2231.656575,0,-4.764481917,-11.29829076,-2.623256052,84.88923375,0.404463719,-10.51909168,34.34749133,-9.936667429,-5.628971204,11.89965653,2.646614153,-136.858216,-6.640994774,-1.0344399,50.0,6.0067174560000005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
881,1.5367206219999998,3,8894845.0,0,-15.97178201,-14.14834731,49.51845876,76.78280472,5.620266425,0.450203247,2342.788173,1.235871277,15.21433236,-1.645755376,15.74007766,4,47.05065278,2,0,3,127,8889927.0,1,5,1.994415717,0.894759882,,,,6.01556243,1.162953059,92.71866523,0,223.96980840000003,2212.954878,1,-6.058511225,-17.70703277,-2.724926912,83.05021073,0.416246716,-15.64848291,35.26542797,-15.35392386,-8.737684247,9.391896933,3.336219917,-134.5045046,-7.019252912000001,-1.0323194690000002,50.0,5.772173053,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
